ID,ENTRYTYPE,journal,title,year,volume,number,url,dblp_key,author,doi,file,grobid-version,note,pages,language,cited_by
001475,article,Journal of Management Information Systems,Mining Semantic Soft Factors for Credit Risk Evaluation in Peer-to-Peer Lending,2020,37,1,,https://dblp.org/rec/journals/jmis/WangJZD20,"Wang, Zhao and Jiang, Cuiqing and Zhao, Huimin and Ding, Yong",10.1080/07421222.2019.1705513,,,,,,
001476,article,Journal of Management Information Systems,Fostering Value Creation with Digital Platforms: A Unified Theory of the Application Programming Interface Design,2020,37,1,,https://dblp.org/rec/journals/jmis/WulfB20,"Wulf, Jochen and Blohm, Ivo",10.1080/07421222.2019.1705514,,,,,,
001477,article,Journal of Management Information Systems,Signal or Noise in Social Media Discussions: The Role of Network Cohesion in Predicting the Bitcoin Market,2020,37,4,,https://dblp.org/rec/journals/jmis/XieCH20,"Xie, Peng and Chen, Hailiang and Hu, Yu",10.1080/07421222.2020.1831762,,,,,,
001478,article,Journal of Management Information Systems,The Relative Effect of the Convergence of Product Recommendations from Various Online Sources,2020,37,3,,https://dblp.org/rec/journals/jmis/XuBC20,"Xu, Jingjun and Benbasat, Izak and Cenfetelli, Ronald T.",10.1080/07421222.2020.1790192,,,,,,
001479,article,Journal of Management Information Systems,Herding and Software Adoption: A Re-Examination Based on Post-Adoption Software Discontinuance,2020,37,2,,https://dblp.org/rec/journals/jmis/ZhaoTX20,"Zhao, Xia and Tian, Jing and Xue, Ling",10.1080/07421222.2020.1759941,,,,,,
001480,article,Journal of Management Information Systems,Human Identification for Activities of Daily Living: A Deep Transfer Learning Approach,2020,37,2,,https://dblp.org/rec/journals/jmis/ZhuSCN20,"Zhu, Hongyi and Samtani, Sagar and Chen, Hsinchun and Nunamaker Jr., Jay F.",10.1080/07421222.2020.1759961,,,,,,
001481,article,Journal of Management Information Systems,Trust Change in Information Technology Products,2020,37,4,,https://dblp.org/rec/journals/jmis/McKnightLP20,"McKnight, D. Harrison and Liu, Peng and Pentland, Brian T.",10.1080/07421222.2020.1831772,,,,,,
001482,article,Journal of Management Information Systems,Temporal Effects of Repeated Recognition and Lack of Recognition on Online Community Contributions,2020,37,2,,https://dblp.org/rec/journals/jmis/BhattacharyyaBB20,"Bhattacharyya, Samadrita and Banerjee, Shankhadeep and Bose, Indranil and Kankanhalli, Atreyi",10.1080/07421222.2020.1759341,,,,,,
001483,article,Journal of Management Information Systems,Effect of Crowd Voting on Participation in Crowdsourcing Contests,2020,37,2,,https://dblp.org/rec/journals/jmis/ChenXL20,"Chen, Liang and Xu, Pei and Liu, De",10.1080/07421222.2020.1759342,,,,,,
001484,article,Journal of Management Information Systems,"Can ""Gold Medal"" Online Sellers Earn Gold? The Impact of Reputation Badges on Sales",2020,37,4,,https://dblp.org/rec/journals/jmis/ChengFGHQ20,"Cheng, Hsing Kenneth and Fan, Weiguo and Guo, Peipei and Huang, Hailiang and Qiu, Liangfei",10.1080/07421222.2020.1831776,,,,,,
001485,article,Journal of Management Information Systems,Idea Convergence Quality in Open Innovation Crowdsourcing: A Cognitive Load Perspective,2020,37,2,,https://dblp.org/rec/journals/jmis/ChengFVVSMW20,"Cheng, Xusen and Fu, Shixuan and de Vreede, Triparna and de Vreede, Gert-Jan and Seeber, Isabella and Maier, Ronald and Weber, Barbara",10.1080/07421222.2020.1759344,,,,,,
001486,article,Journal of Management Information Systems,Vertical Integration and Zero-Rating Interplay: An Economic Analysis of Ad-Supported and Ad-Free Digital Content,2020,37,4,,https://dblp.org/rec/journals/jmis/ChoQB20,"Cho, SooHyun and Qiu, Liangfei and Bandyopadhyay, Subhajyoti",10.1080/07421222.2020.1831769,,,,,,
001487,article,Journal of Management Information Systems,A Generational Perspective on the Software Workforce: Precocious Users of Social Networking in Software Development,2020,37,1,,https://dblp.org/rec/journals/jmis/GhobadiM20,"Ghobadi, Shahla and Mathiassen, Lars",10.1080/07421222.2019.1705508,,,,,,
001488,article,Journal of Management Information Systems,Estimating Network Effects in Two-Sided Markets,2020,37,1,,https://dblp.org/rec/journals/jmis/HinzOS20,"Hinz, Oliver and Otter, Thomas and Skiera, Bernd",10.1080/07421222.2019.1705509,,,,,,
001489,article,Journal of Management Information Systems,In the Realm of Hungry Ghosts: Multi-Level Theory for Supplier Participation on Digital Platforms,2020,37,2,,https://dblp.org/rec/journals/jmis/KathuriaKK20,"Kathuria, Abhishek and Karhade, Prasanna P. and Konsynski, Benn R.",10.1080/07421222.2020.1759349,,,,,,
001490,article,Journal of Management Information Systems,Effectiveness of Location-Based Advertising and the Impact of Interface Design,2020,37,2,,https://dblp.org/rec/journals/jmis/MolitorSGR20,"Molitor, Dominik and Spann, Martin and Ghose, Anindya and Reichhart, Philipp",10.1080/07421222.2020.1759922,,,,,,
001491,article,Journal of Management Information Systems,Harnessing Artificial Intelligence to Improve the Quality of Answers in Online Question-answering Health Forums,2020,37,4,,https://dblp.org/rec/journals/jmis/MousaviRF20,"Mousavi, Reza and Raghu, T. S. and Frey, Keith",10.1080/07421222.2020.1831775,,,,,,
001492,article,Journal of Management Information Systems,Idea Generation in Enterprise Social Media: Open versus Closed Groups and Their Network Structures,2020,37,4,,https://dblp.org/rec/journals/jmis/OschB20,"van Osch, Wietske and Bulgurcu, Burcu",10.1080/07421222.2020.1831760,,,,,,
001493,article,Journal of Management Information Systems,A Novel Recommendation Model for Online-to-Offline Service Based on the Customer Network and Service Location,2020,37,2,,https://dblp.org/rec/journals/jmis/PanW20,"Pan, Yuchen and Wu, Desheng",10.1080/07421222.2020.1759927,,,,,,
001494,article,Journal of Management Information Systems,Impact of Cyberattacks by Malicious Hackers on the Competition in Software Markets,2020,37,1,,https://dblp.org/rec/journals/jmis/SenVH20,"Sen, Ravi and Verma, Ajay and Heim, Gregory R.",10.1080/07421222.2019.1705511,,,,,,
001495,article,Journal of Management Information Systems,Using Design-Science Based Gamification to Improve Organizational Security Training and Compliance,2020,37,1,,https://dblp.org/rec/journals/jmis/SilicL20,"Silic, Mario and Lowry, Paul Benjamin",10.1080/07421222.2019.1705512,,,,,,
001496,article,Journal of Management Information Systems,Effect of Release Timing of App Innovations based on Mobile Platform Innovations,2020,37,4,,https://dblp.org/rec/journals/jmis/SohG20,"Soh, Franck and Grover, Varun",10.1080/07421222.2020.1831763,,,,,,
001497,article,Journal of Management Information Systems,The Relative Role of Digital Complementary Assets and Regulation in Discontinuous Telemedicine Innovation in European Hospitals,2020,37,4,,https://dblp.org/rec/journals/jmis/SteinhauserDH20,"Steinhauser, Stefanie and Doblinger, Claudia and Hüsig, Stefan",10.1080/07421222.2020.1831778,,,,,,
001498,article,Journal of Management Information Systems,Open to Your Rival: Competition between Open Source and Proprietary Software under Indirect Network Effects,2020,37,4,,https://dblp.org/rec/journals/jmis/WangCK20,"Wang, Yu and Chen, Yu and Koo, Bonwoo",10.1080/07421222.2020.1831777,,,,,,
001499,article,Journal of Management Information Systems,How to Market Smart Products: Design and Pricing for Sharing Markets,2020,37,3,,https://dblp.org/rec/journals/jmis/Weber20,"Weber, Thomas A.",10.1080/07421222.2020.1790179,,,,,,
001500,article,Journal of Management Information Systems,The Gender Bias Tug-of-War in a Co-creation Community: Core-Periphery Tension on Wikipedia,2020,37,4,,https://dblp.org/rec/journals/jmis/YoungWK20,"Young, Amber Grace and Wigdor, Ariel D. and Kane, Gerald C.",10.1080/07421222.2020.1831773,,,,,,
001501,article,Journal of Management Information Systems,"Understanding Security Vulnerability Awareness, Firm Incentives, and ICT Development in Pan-Asia",2020,37,3,,https://dblp.org/rec/journals/jmis/ZhuangCHLLW20,"Zhuang, Yunhui and Choi, Yunsik and He, Shu and Leung, Alvin Chung Man and Lee, Gene Moo and Whinston, Andrew B.",10.1080/07421222.2020.1790185,,,,,,
001502,article,Journal of Management Information Systems,Decision Problems in Blockchain Governance: Old Wine in New Bottles or Walking in Someone Else's Shoes?,2020,37,2,,https://dblp.org/rec/journals/jmis/ZiolkowskiMS20,"Ziolkowski, Rafael and Miscione, Gianluca and Schwabe, Gerhard",10.1080/07421222.2020.1759974,,,,,,
001503,article,Journal of Management Information Systems,Editorial Introduction,2020,37,1,,https://dblp.org/rec/journals/jmis/Zwass20,"Zwass, Vladimir",10.1080/07421222.2019.1705507,,,,,,
001504,article,Journal of Management Information Systems,Editorial Introduction,2020,37,2,,https://dblp.org/rec/journals/jmis/Zwass20a,"Zwass, Vladimir",10.1080/07421222.2020.1759340,,,,,,
001505,article,Journal of Management Information Systems,Editorial Introduction,2020,37,3,,https://dblp.org/rec/journals/jmis/Zwass20b,"Zwass, Vladimir",10.1080/07421222.2020.1790175,,,,,,
001506,article,Journal of Management Information Systems,Editorial Introduction,2020,37,4,,https://dblp.org/rec/journals/jmis/Zwass20c,"Zwass, Vladimir",10.1080/07421222.2020.1831759,,,,,,
001507,article,Journal of Management Information Systems,How Information and Communication Technology Shapes the Influence of Culture on Innovation: A Country-level Analysis,2021,38,1,,https://dblp.org/rec/journals/jmis/SaldanhaMWM21,"Saldanha, Terence Joseph Vinay and Mariadoss, Babu John and Wu, Michelle Xiao and Mithas, Sunil",10.1080/07421222.2021.1870386,,,,,,
001508,article,Journal of Management Information Systems,How Firms Make Information Technology Investment Decisions: Toward a Behavioral Agency Theory,2021,38,1,,https://dblp.org/rec/journals/jmis/DongKRX21,"Dong, John Qi and Karhade, Prasanna P. and Rai, Arun and Xu, Sean Xin",10.1080/07421222.2021.1870382,,,,,,
001509,article,Journal of Management Information Systems,Uncovering the Truth about Fake News: A Research Model Grounded in Multi-Disciplinary Literature,2021,38,4,,https://dblp.org/rec/journals/jmis/GeorgeGT21,"George, Jordana J. and Gerhart, Natalie and Torres, Russell",10.1080/07421222.2021.1990608,,,,,,
001510,article,Journal of Management Information Systems,Special Section: Improving New Digital Market Mechanisms,2021,38,3,,https://dblp.org/rec/journals/jmis/KauffmanW21,"Kauffman, Robert J. and Weber, Thomas A.",10.1080/07421222.2021.1958541,,,,,,
001511,article,Journal of Management Information Systems,The Roles of IT Strategies and Security Investments in Reducing Organizational Security Breaches,2021,38,1,,https://dblp.org/rec/journals/jmis/LiYK21,"Li, He and Yoo, Sungjin and Kettinger, William J.",10.1080/07421222.2021.1870390,,,,,,
001512,article,Journal of Management Information Systems,Protecting Against Threats to Information Security: An Attitudinal Ambivalence Perspective,2021,38,3,,https://dblp.org/rec/journals/jmis/NgZTT21,"Ng, Ka Chung and Zhang, Xiaojun and Thong, James Y. L. and Tam, Kar Yan",10.1080/07421222.2021.1962601,,,,,,
001513,article,Journal of Management Information Systems,Competitive Brokerage: How Information Management Capability And Collaboration Networks Act As Substitutes,2021,38,3,,https://dblp.org/rec/journals/jmis/RojasKK21,"Rojas, Mariana Giovanna Andrade and Kathuria, Abhishek and Konsynski, Benn R.",10.1080/07421222.2021.1962596,,,,,,
001514,article,Journal of Management Information Systems,Sustainability of Rewards-Based Crowdfunding: A Quasi-Experimental Analysis of Funding Targets and Backer Satisfaction,2021,38,3,,https://dblp.org/rec/journals/jmis/WesselGK21,"Wessel, Michael and Gleasure, Rob and Kauffman, Robert J.",10.1080/07421222.2021.1987622,,,,,,
001515,article,Journal of Management Information Systems,Fall Detection with Wearable Sensors: A Hierarchical Attention-based Convolutional Neural Network Approach,2021,38,4,,https://dblp.org/rec/journals/jmis/YuCCBSN21,"Yu, Shuo and Chai, Yidong and Chen, Hsinchun and Brown, Randall A. and Sherman, Scott J. and Nunamaker Jr., Jay F.",10.1080/07421222.2021.1990617,,,,,,
001516,article,Journal of Management Information Systems,Beyond the Block: A Novel Blockchain-Based Technical Model for Long-Term Care Insurance,2021,38,2,,https://dblp.org/rec/journals/jmis/ZhangWJPZ21,"Zhang, Wenping and Wei, Chih-Ping and Jiang, Qiqi and Peng, Chih-Hung and Zhao, J. Leon",10.1080/07421222.2021.1912926,,,,,,
001517,article,Journal of Management Information Systems,The Making of Data Commodities: Data Analytics as an Embedded Process,2021,38,2,,https://dblp.org/rec/journals/jmis/AaltonenAK21,"Aaltonen, Aleksi and Alaimo, Cristina and Kallinikos, Jannis",10.1080/07421222.2021.1912928,,,,,,
001518,article,Journal of Management Information Systems,The Relationship Between Online Referral Marketing and Price Promotion: Evidence from a Large E-Commerce Platform,2021,38,3,,https://dblp.org/rec/journals/jmis/CaoCHX21,"Cao, Zike and Chu, Junhong and Hui, Kai Lung and Xu, Hong",10.1080/07421222.2021.1962597,,,,,,
001519,article,Journal of Management Information Systems,Impact of Competition on Innovations of IT Industry: An Empirical Investigation,2021,38,3,,https://dblp.org/rec/journals/jmis/ChenCJLQ21,"Chen, Tao and Cheng, Hsing Kenneth and Jin, Yong Jimmy and Li, Shengli and Qiu, Liangfei",10.1080/07421222.2021.1962590,,,,,,
001520,article,Journal of Management Information Systems,Chain of Values: Examining the Economic Impacts of Blockchain on the Value-Added Tax System,2021,38,2,,https://dblp.org/rec/journals/jmis/ChoLCNV21,"Cho, Soohyun and Lee, Kyungha and Cheong, Arion and No, Won Gyun and Vasarhelyi, Miklos A.",10.1080/07421222.2021.1912912,,,,,,
001521,article,Journal of Management Information Systems,Special Issue: Fake News on the Internet,2021,38,4,,https://dblp.org/rec/journals/jmis/DennisGW21,"Dennis, Alan R. and Galletta, Dennis F. and Webster, Jane",10.1080/07421222.2021.1990609,,,,,,
001522,article,Journal of Management Information Systems,The Comparative Performance of Online Referral Channels in E-Commerce,2021,38,3,,https://dblp.org/rec/journals/jmis/DuanZ21,"Duan, Wenjing and Zhang, Jie",10.1080/07421222.2021.1962598,,,,,,
001523,article,Journal of Management Information Systems,Attribution of Responsibility after Failures within Platform Ecosystems,2021,38,2,,https://dblp.org/rec/journals/jmis/DunnJR21,"Dunn, Brian Kimball and Jensen, Matthew L. and Ralston, Ryan",10.1080/07421222.2021.1912937,,,,,,
001524,article,Journal of Management Information Systems,The Value of the Structural Power of the Chief Information Officer in Enhancing Forward-Looking Firm Performance,2021,38,3,,https://dblp.org/rec/journals/jmis/FengPF21,"Feng, Cong and Patel, Pankaj C. and Fay, Scott A.",10.1080/07421222.2021.1962599,,,,,,
001525,article,Journal of Management Information Systems,Emotions: The Unexplored Fuel of Fake News on Social Media,2021,38,4,,https://dblp.org/rec/journals/jmis/HornerGCS21,"Horner, Christy Galletta and Galletta, Dennis F. and Crawford, Jennifer and Shirsat, Abhijeet",10.1080/07421222.2021.1990610,,,,,,
001526,article,Journal of Management Information Systems,Detecting Noncompliant Behavior in Organizations: How Online Survey Responses and Behaviors Reveal Risk,2021,38,3,,https://dblp.org/rec/journals/jmis/JenkinsVZZ21,"Jenkins, Jeffrey L. and Valacich, Joseph S. and Zimbelman, Aaron F. and Zimbelman, Mark F.",10.1080/07421222.2021.1962600,,,,,,
001527,article,Journal of Management Information Systems,Impact of Incentive Mechanism in Online Referral Programs: Evidence from Randomized Field Experiments,2021,38,1,,https://dblp.org/rec/journals/jmis/JungBGS21,"Jung, JaeHwuen and Bapna, Ravi and Gupta, Alok and Sen, Soumya",10.1080/07421222.2021.1870384,,,,,,
001528,article,Journal of Management Information Systems,The Effect of Platform Intervention Policies on Fake News Dissemination and Survival: An Empirical Examination,2021,38,4,,https://dblp.org/rec/journals/jmis/NgTL21,"Ng, Ka Chung and Tang, Jie and Lee, Dongwon",10.1080/07421222.2021.1990612,,,,,,
001529,article,Journal of Management Information Systems,Controlling Technical Debt Remediation in Outsourced Enterprise Systems Maintenance: An Empirical Analysis,2021,38,1,,https://dblp.org/rec/journals/jmis/RamasubbuK21,"Ramasubbu, Narayan and Kemerer, Chris F.",10.1080/07421222.2021.1870377,,,,,,
001530,article,Journal of Management Information Systems,Use Of Blockchain As A Resource For Combating Corruption In Global Shipping: An Interpretive Case Study,2021,38,2,,https://dblp.org/rec/journals/jmis/SarkerHJH21,"Sarker, Suprateek and Henningsson, Stefan and Jensen, Thomas and Hedman, Jonas",10.1080/07421222.2021.1912919,,,,,,
001531,article,Journal of Management Information Systems,Unveiling the Hidden Truth of Drug Addiction: A Social Media Approach Using Similarity Network-Based Deep Learning,2021,38,1,,https://dblp.org/rec/journals/jmis/XieZLZ21,"Xie, Jiaheng and Zhang, Zhu and Liu, Xiao and Zeng, Daniel",10.1080/07421222.2021.1870388,,,,,,
001532,article,Journal of Management Information Systems,Monetization Of Digital Content: Drivers Of Revenue On Q&A Platforms,2021,38,2,,https://dblp.org/rec/journals/jmis/YeYWS21,"Ye, Hua and Yang, Xueping and Wang, Xinwei and Stratopoulos, Theophanis C.",10.1080/07421222.2021.1912934,,,,,,
001533,article,Journal of Management Information Systems,Designing Online Virtual Advisors to Encourage Customer Self-disclosure: A Theoretical Model and an Empirical Test,2021,38,3,,https://dblp.org/rec/journals/jmis/Al-NatourBC21,"Al-Natour, Sameh and Benbasat, Izak and Cenfetelli, Ron",10.1080/07421222.2021.1962595,,,,,,
001534,article,Journal of Management Information Systems,The Effect of the Expressed Anger and Sadness on Online News Believability,2021,38,4,,https://dblp.org/rec/journals/jmis/DengC21,"Deng, Bingjie and Chau, Michael",10.1080/07421222.2021.1990607,,,,,,
001535,article,Journal of Management Information Systems,Recommendations and Cross-selling: Pricing Strategies when Personalizing Firms Cross-sell,2021,38,2,,https://dblp.org/rec/journals/jmis/GhoshalMS21,"Ghoshal, Abhijeet and Mookerjee, Vijay S. and Sarkar, Sumit",10.1080/07421222.2021.1912930,,,,,,
001536,article,Journal of Management Information Systems,The Effectiveness of Social Norms in Fighting Fake News on Social Media,2021,38,1,,https://dblp.org/rec/journals/jmis/GimpelHOU21,"Gimpel, Henner and Heger, Sebastian and Olenberger, Christian and Utz, Lena",10.1080/07421222.2021.1870389,,,,,,
001537,article,Journal of Management Information Systems,When will I get out of the Hospital? Modeling Length of Stay using Comorbidity Networks,2021,38,4,,https://dblp.org/rec/journals/jmis/KalgotraS21,"Kalgotra, Pankush and Sharda, Ramesh",10.1080/07421222.2021.1990618,,,,,,
001538,article,Journal of Management Information Systems,Dynamic Effects of Falsehoods and Corrections on Social Media: A Theoretical Modeling and Empirical Evidence,2021,38,4,,https://dblp.org/rec/journals/jmis/KingWEO21,"King, Kelvin and Wang, Bin and Escobari, Diego and Oraby, Tamer",10.1080/07421222.2021.1990611,,,,,,
001539,article,Journal of Management Information Systems,Special Section: Strategic Integration of Blockchain Technology into Organizations,2021,38,2,,https://dblp.org/rec/journals/jmis/KohliL21,"Kohli, Rajiv and Liang, Ting-Peng",10.1080/07421222.2021.1912910,,,,,,
001540,article,Journal of Management Information Systems,Effectiveness of Integrated Offline-and-Online Promotions in Omnichannel Targeting: A Randomized Field Experiment,2021,38,2,,https://dblp.org/rec/journals/jmis/LeeSO21,"Lee, Seung Yoon and Son, Yoonseock and Oh, Wonseok",10.1080/07421222.2021.1912935,,,,,,
001541,article,Journal of Management Information Systems,The Empowering and Competition Effects of the Platform-Based Sharing Economy on the Supply and Demand Sides of the Labor Market,2021,38,1,,https://dblp.org/rec/journals/jmis/LiHZ21,"Li, Ziru and Hong, Yili and Zhang, Zhongju",10.1080/07421222.2021.1870387,,,,,,
001542,article,Journal of Management Information Systems,What Drives the Adoption of the Blockchain Technology? A Fit-Viability Perspective,2021,38,2,,https://dblp.org/rec/journals/jmis/LiangKHL21,"Liang, Ting-Peng and Kohli, Rajiv and Huang, Hang-Chang and Li, Zong-Lin",10.1080/07421222.2021.1912915,,,,,,
001543,article,Journal of Management Information Systems,"First, Do No Harm: Predictive Analytics to Reduce In-Hospital Adverse Events",2021,38,4,,https://dblp.org/rec/journals/jmis/LinF21,"Lin, Yu-Kai and Fang, Xiao",10.1080/07421222.2021.1990619,,,,,,
001544,article,Journal of Management Information Systems,Mitigating the Adverse Effect of Monetary Incentives on Voluntary Contributions Online,2021,38,1,,https://dblp.org/rec/journals/jmis/QiaoLWW21,"Qiao, Dandan and Lee, Shun-Yang and Whinston, Andrew B. and Wei, Qiang",10.1080/07421222.2021.1870385,,,,,,
001545,article,Journal of Management Information Systems,Designing Effective Mobile Health Apps: Does Combining Behavior Change Techniques Really Create Synergies?,2021,38,2,,https://dblp.org/rec/journals/jmis/SpohrerFHH21,"Spohrer, Kai and Fallon, Monica and Hoehle, Hartmut and Heinzl, Armin",10.1080/07421222.2021.1912936,,,,,,
001546,article,Journal of Management Information Systems,Does Active Service Intervention Drive More Complaints on Social Media? The Roles of Service Quality and Awareness,2021,38,3,,https://dblp.org/rec/journals/jmis/SunGR21,"Sun, Shujing and Gao, Yang and Rui, Huaxia",10.1080/07421222.2021.1958548,,,,,,
001547,article,Journal of Management Information Systems,Handling the Efficiency-Personalization Trade-Off in Service Robotics: A Machine-Learning Approach,2021,38,1,,https://dblp.org/rec/journals/jmis/TofangchiHMK21,"Tofangchi, Schahin and Hanelt, André and Marz, David and Kolbe, Lutz M.",10.1080/07421222.2021.1870391,,,,,,
001548,article,Journal of Management Information Systems,Biased Credibility and Sharing of Fake News on Social Media: Considering Peer Context and Self-Objectivity State,2021,38,4,,https://dblp.org/rec/journals/jmis/TurelO21,"Turel, Ofir and Osatuyi, Babajide",10.1080/07421222.2021.1990614,,,,,,
001549,article,Journal of Management Information Systems,Cure or Poison? Identity Verification and the Posting of Fake News on Social Media,2021,38,4,,https://dblp.org/rec/journals/jmis/WangPP21,"Wang, Shuting and Pang, Min-Seok and Pavlou, Paul A.",10.1080/07421222.2021.1990615,,,,,,
001550,article,Journal of Management Information Systems,Editorial Introduction,2021,38,1,,https://dblp.org/rec/journals/jmis/Zwass21,"Zwass, Vladimir",10.1080/07421222.2020.1870376,,,,,,
001551,article,Journal of Management Information Systems,Editorial Introduction,2021,38,2,,https://dblp.org/rec/journals/jmis/Zwass21a,"Zwass, Vladimir",10.1080/07421222.2021.1912908,,,,,,
001552,article,Journal of Management Information Systems,Editorial Introduction,2021,38,3,,https://dblp.org/rec/journals/jmis/Zwass21b,"Zwass, Vladimir",10.1080/07421222.2021.1958538,,,,,,
001553,article,Journal of Management Information Systems,Editorial Introduction,2021,38,4,,https://dblp.org/rec/journals/jmis/Zwass21c,"Zwass, Vladimir",10.1080/07421222.2021.1990606,,,,,,
001554,article,Journal of Management Information Systems,Rethinking Project Escalation: An Institutional Perspective on the Persistence of Failing Large-Scale Information System Projects,2022,39,3,http://www.jmis-web.org/articles/1580,https://dblp.org/rec/journals/jmis/BerenteSMP22,"Berente, Nicholas and de Lima Salge, Carolina Alves and Mallampalli, Venkata K. P. and Park, Kenneth J.",,,,,,,
001555,article,Journal of Management Information Systems,Special Section: Reevaluating Markets for Information,2022,39,3,http://www.jmis-web.org/articles/1586,https://dblp.org/rec/journals/jmis/KauffmanW22,"Kauffman, Robert J. and Weber, Thomas A.",,,,,,,
001556,article,Journal of Management Information Systems,Post-Story: Influence of Introducing Story Feature on Social Media Posts,2022,39,2,http://www.jmis-web.org/articles/1577,https://dblp.org/rec/journals/jmis/AlibakhshiS22,"Alibakhshi, Reza and Srivastava, Shirish C.",,,,,,,
001557,article,Journal of Management Information Systems,Piracy and Bundling of Information Goods,2022,39,3,http://www.jmis-web.org/articles/1589,https://dblp.org/rec/journals/jmis/JinWL22,"Jin, Chen and Wu, Chenguang and Lahiri, Atanu",,,,,,,
001558,article,Journal of Management Information Systems,Managing Digital Platforms with Robust Multi-Sided Recommender Systems,2022,39,4,http://www.jmis-web.org/articles/1591,https://dblp.org/rec/journals/jmis/MalgondeZPL22,"Malgonde, Onkar and Zhang, He and Padmanabhan, Balaji and Limayem, Moez",,,,,,,
001559,article,Journal of Management Information Systems,How Do Shared IT Applications Influence Agility? Theory and Evidence of a Convex Relationship,2022,39,4,http://www.jmis-web.org/articles/1596,https://dblp.org/rec/journals/jmis/QueirozTC22,"Queiroz, Magno and Tallon, Paul P. and Coltman, Tim",,,,,,,
001560,article,Journal of Management Information Systems,Multi-Party Certification on Blockchain and Its Impact in the Market for Lemons,2022,39,2,http://www.jmis-web.org/articles/1571,https://dblp.org/rec/journals/jmis/BauerMSS22,"Bauer, Ingrid and Moyano, José Parra and Schmedders, Karl and Schwabe, Gerhard",,,,,,,
001561,article,Journal of Management Information Systems,Does Techno-invasion Lead to Employees' Deviant Behaviors?,2022,39,2,http://www.jmis-web.org/articles/1573,https://dblp.org/rec/journals/jmis/ChenWBLL22,"Chen, Yang and Wang, Xin and Benitez, Jose and Luo, Xin and Li, Dechao",,,,,,,
001562,article,Journal of Management Information Systems,Effects of Online Crowds on Self-Disclosure Behaviors in Online Reviews: A Multidimensional Examination,2022,39,1,http://www.jmis-web.org/articles/1564,https://dblp.org/rec/journals/jmis/ChoiOKLL22,"Choi, HanByeol Stella and Oh, Wonseok and Kwak, Chanhee and Lee, Junyeong and Lee, Heeseok",,,,,,,
001563,article,Journal of Management Information Systems,The Power of Introverts: Personality and Intelligence in Virtual Teams,2022,39,1,http://www.jmis-web.org/articles/1560,https://dblp.org/rec/journals/jmis/DennisBD22,"Dennis, Alexander S. and Barlow, Jordan B. and Dennis, Alan R.",,,,,,,
001564,article,Journal of Management Information Systems,The Empirical Reality of IT Project Cost Overruns: Discovering A Power-Law Distribution,2022,39,3,http://www.jmis-web.org/articles/1579,https://dblp.org/rec/journals/jmis/FlyvbjergBLKLB22,"Flyvbjerg, Bent and Budzier, Alexander and Lee, Jong Seok and Keil, Mark and Lunn, Daniel and Bester, Dirk W.",,,,,,,
001565,article,Journal of Management Information Systems,Improving Phishing Reporting Using Security Gamification,2022,39,3,http://www.jmis-web.org/articles/1585,https://dblp.org/rec/journals/jmis/JensenWDK22,"Jensen, Matthew L. and Wright, Ryan T. and Durcikova, Alexandra and Karumbaiah, Shamya",,,,,,,
001566,article,Journal of Management Information Systems,Deriving Execution Effectiveness of Crowdfunding Projects from the Fundraiser Network,2022,39,1,http://www.jmis-web.org/articles/1566,https://dblp.org/rec/journals/jmis/KaoHSK22,"Kao, Ta-Wei and Hsiao, Shih-Hui Steven and Su, Hung-Chung and Ku, Chih-Hao",,,,,,,
001567,article,Journal of Management Information Systems,"Peer-To-Peer Rentals, Regulatory Policies, And Hosts' Cost Pass-Throughs",2022,39,3,http://www.jmis-web.org/articles/1587,https://dblp.org/rec/journals/jmis/MullerNK22,"Müller, Michelle and Neumann, Jürgen and Kundisch, Dennis",,,,,,,
001568,article,Journal of Management Information Systems,Improving Imbalanced Machine Learning with Neighborhood-Informed Synthetic Sample Placement,2022,39,4,http://www.jmis-web.org/articles/1597,https://dblp.org/rec/journals/jmis/NasirDSIO22,"Nasir, Murtaza and Dag, Ali and Simsek, Serhat and Ivanov, Anton and Oztekin, Asil",,,,,,,
001569,article,Journal of Management Information Systems,Approaching IT Security & Avoiding Threats in the Smart Home Context,2022,39,4,http://www.jmis-web.org/articles/1599,https://dblp.org/rec/journals/jmis/NehmeG22,"Nehme, Alaa and George, Joey F.",,,,,,,
001570,article,Journal of Management Information Systems,"The Good, the Bad, and the Social Media: Financial Implications of Social Media Reactions to Firm-Related News",2022,39,3,http://www.jmis-web.org/articles/1582,https://dblp.org/rec/journals/jmis/PengZG22,"Peng, Jing and Zhang, Juheng and Gopal, Ram",,,,,,,
001571,article,Journal of Management Information Systems,Platform Policies and Sellers' Competition in Agency Selling in the Presence of Online Quality Misrepresentation,2022,39,1,http://www.jmis-web.org/articles/1562,https://dblp.org/rec/journals/jmis/PuNQC22,"Pu, Jingchuan and Nian, Tingting and Qiu, Liangfei and Cheng, Hsing Kenneth",,,,,,,
001572,article,Journal of Management Information Systems,Gaining Customer Loyalty with Tracking Information Quality in B2B Logistics,2022,39,2,http://www.jmis-web.org/articles/1568,https://dblp.org/rec/journals/jmis/RaiTYD22,"Rai, Arun and Tang, Xinlin and Yin, Zhitao and Du, Steven",,,,,,,
