ID,orig_ID,orig_source,language,number,volume,year,title,journal,author,doi,ENTRYTYPE,pages,dblp_key
C_000444,000444,crossref,eng,4,16,2007,Exploring consumer adoption of mobile payments – A qualitative study,The Journal of Strategic Information Systems,"Mallat, Niina",10.1016/J.JSIS.2007.08.001,article,413--432,
C_000445,000445,crossref,eng,1,11,2002,,The Journal of Strategic Information Systems,"Galliers, Bob and Jarvenpaa, Sirkka",10.1016/S0963-8687(02)00002-1,article,1--3,
C_000446,000446,crossref,eng,4,10,2001,Editorial,The Journal of Strategic Information Systems,,10.1016/S0963-8687(01)00060-9,article,263--264,
C_000447,000447,crossref,eng,4,10,2001,Building outsourcing relationships across the global community: the UPS–Motorola experience,The Journal of Strategic Information Systems,"Zviran, Moshe and Ahituv, Niv and Armoni, Aviad",10.1016/S0963-8687(01)00050-6,article,313--333,
C_000448,000448,crossref,eng,4,10,2001,Index of Volume,The Journal of Strategic Information Systems,,10.1016/S0963-8687(01)00061-0,article,357--358,
C_000449,000449,crossref,eng,4,16,2007,A study of subsidiaries’ views of information systems strategic planning in multinational organisations,The Journal of Strategic Information Systems,"Mohdzain, Mohdzaher B. and Ward, John M.",10.1016/J.JSIS.2007.02.003,article,324--352,
C_000450,000450,crossref,eng,3,8,1999,The relative success of alternative approaches to strategic information systems planning: an empirical analysis,The Journal of Strategic Information Systems,"Doherty, N.F and Marples, C.G and Suhaimi, A",10.1016/S0963-8687(99)00024-4,article,263--283,
C_000451,000451,crossref,eng,3,8,1999,"Strategic Management and Information Systems, 2nd ed. W. Robson (Ed.); Pitman Publishing, 1997, 575 pages, ISBN 0273-61591-2, £23.99",The Journal of Strategic Information Systems,"Powell, P",10.1016/S0963-8687(99)00027-X,article,317--318,
C_000452,000452,crossref,eng,3,8,1999,"Strategic Information Management: Challenges and Strategies in Managing Information Systems, 2nd ed. R. Galliers, D. Leidner, B. Baker (Eds.); Butterworth–Heinemann, 1999, 590 pages, ISBN 0-7506-3975 X, £22.50",The Journal of Strategic Information Systems,"Powell, P",10.1016/S0963-8687(99)00028-1,article,319--321,
C_000453,000453,crossref,eng,3,8,1999,"International NGOs: networking, information flows and learning",The Journal of Strategic Information Systems,"Madon, S.",10.1016/S0963-8687(99)00029-3,article,251--261,
C_000454,000454,crossref,eng,3,8,1999,"Towards the integration of e-business, knowledge management and policy considerations within an information systems strategy framework",The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(00)00023-8,article,229--234,
C_000455,000455,crossref,eng,3,8,1999,"Achieving the Promise of Information Technology: Introducing the Transformational Project Paradigm R. Sackman (Ed.); PMI Publishing, 1998, 194 pages, ISBN 1-880410-03-6, US$ 39.95",The Journal of Strategic Information Systems,"Powell, P",10.1016/S0963-8687(99)00026-8,article,315--316,
C_000456,000456,crossref,eng,3,8,1999,The 6th European Conference on IT Evaluation,The Journal of Strategic Information Systems,"Remenyi, Dan",10.1016/S0963-8687(00)00024-X,article,,
C_000457,000457,crossref,eng,3,16,2007,The open source software phenomenon: Characteristics that promote research,The Journal of Strategic Information Systems,"von Krogh, Georg and Spaeth, Sebastian",10.1016/J.JSIS.2007.06.001,article,236--253,
C_000458,000458,crossref,eng,3,16,2007,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob and Jarvenpaa, Sirkka",10.1016/J.JSIS.2007.07.001,article,233--235,
C_000459,000459,crossref,eng,2,11,2002,"M. Khosrowpour, Success and Pitfalls of Information Technology Management, Idea Group Publishing, Hershey, PA, 1999, ISBN 1-878289-56-X, US$ 165 (Book 1); M. Khosrowpour, Organizational Achievement and Failure in Information Technology Management, Idea Group Publishing, Hershey, PA, 2000, ISBN 1-878289-83-7, US$ 165 (Book 2); M. Khosrowpour, Pitfalls and Triumphs of Information Technology Management, Idea Group Publishing, Hershey, PA, 2001, ISBN 1-878289-61-6, US$ 165 (Book 3)",The Journal of Strategic Information Systems,"Mitev, Nathalie",10.1016/S0963-8687(02)00003-3,article,179--182,
C_000460,000460,crossref,eng,4,10,2001,B2B e-Commerce in emerging economies: i-metal.com's non-ferrous metals exchange in China,The Journal of Strategic Information Systems,"Hempel, Paul S and Kwong, Ying Ki",10.1016/S0963-8687(01)00058-0,article,335--355,
C_000461,000461,crossref,eng,2,16,2007,Preventing application software piracy: An empirical investigation of technical copy protections,The Journal of Strategic Information Systems,"Djekic, Petar and Loebbecke, Claudia",10.1016/J.JSIS.2007.05.005,article,173--186,
C_000462,000462,crossref,eng,2,16,2007,Danger is in the eye of the beholders: Social representations of Information Systems security in healthcare,The Journal of Strategic Information Systems,"Vaast, Emmanuelle",10.1016/J.JSIS.2007.05.003,article,130--152,
C_000463,000463,crossref,eng,2,16,2007,The role of external and internal influences on information systems security – a neo-institutional perspective,The Journal of Strategic Information Systems,"Hu, Qing and Hart, Paul and Cooke, Donna",10.1016/J.JSIS.2007.05.004,article,153--172,
C_000464,000464,crossref,eng,2,16,2007,"RFID, privacy and the perception of risk: A strategic framework",The Journal of Strategic Information Systems,"Thiesse, Frédéric",10.1016/J.JSIS.2007.05.006,article,214--232,
C_000465,000465,crossref,eng,2,8,1999,Drivers and tracers of business process changes,The Journal of Strategic Information Systems,"Kallio, J and Saarinen, T and Salo, S and Tinnilä, M and Vepsäläinen, A.P.J",10.1016/S0963-8687(99)00018-9,article,125--142,
C_000466,000466,crossref,eng,1,8,1999,Can Australia capitalise on the post-crisis opportunity?,The Journal of Strategic Information Systems,"Hayward, B.",10.1016/S0963-8687(99)00011-6,article,21--27,
C_000467,000467,crossref,eng,1,8,1999,Virtual partnerships in support of electronic commerce: the case of TCIS,The Journal of Strategic Information Systems,"Leidner, D.E.",10.1016/S0963-8687(99)00012-8,article,105--117,
C_000468,000468,crossref,eng,4,7,1998,Index,The Journal of Strategic Information Systems,,10.1016/S0963-8687(99)00007-4,article,319--320,
C_000469,000469,crossref,eng,3,7,1998,Information gathering problems in multinational banking,The Journal of Strategic Information Systems,"Kuljis, Jasna and Macredie, Robert D and Paul, Ray J",10.1016/S0963-8687(98)00031-6,article,233--245,
C_000470,000470,crossref,eng,2,7,1998,Book review,The Journal of Strategic Information Systems,,10.1016/S0963-8687(98)00022-5,article,153--155,
C_000471,000471,crossref,eng,1,7,1998,Women computer professionals: Progress and resistance,The Journal of Strategic Information Systems,"Panteli, Niki",10.1016/S0963-8687(98)00014-6,article,71--73,
C_000472,000472,crossref,eng,3,6,1997,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(97)00019-X,article,171--172,
C_000473,000473,crossref,eng,2,6,1997,Assessment of information strategies in insurance companies in the Netherlands,The Journal of Strategic Information Systems,"Smits, M.T. and van der Poel, K.G. and Ribbers, P.M.A.",10.1016/S0963-8687(97)00004-8,article,129--148,
C_000474,000474,crossref,eng,1,6,1997,Understanding user perceptions of information systems success,The Journal of Strategic Information Systems,"Whyte, Grafton and Bytheway, Andy and Edwards, Chris",10.1016/S0963-8687(96)01054-2,article,35--68,
C_000475,000475,crossref,eng,4,5,1996,Modeling the relative importance of ethical behavior criteria: a simulation of information systems professionals' ethical decisions,The Journal of Strategic Information Systems,"Pearson, J.Michael and Crosby, Leon and Shim, J.P.",10.1016/S0963-8687(96)80030-8,article,275--291,
C_000476,000476,crossref,eng,4,5,1996,Index volume 5 nos 1–4 March 1996 – December 1996,The Journal of Strategic Information Systems,,10.1016/S0963-8687(96)80036-9,article,341--342,
C_000477,000477,crossref,eng,3,5,1996,Toward a theory of strategic information systems planning,The Journal of Strategic Information Systems,"Lederer, Albert L. and Hannu, Salmela",10.1016/S0963-8687(96)80005-9,article,237--253,
C_000478,000478,crossref,,2,5,1996,Book Review,The Journal of Strategic Information Systems,,10.1016/0963-8687(96)01035-9,article,158--160,
C_000479,000479,crossref,,1,5,1996,Book Review,The Journal of Strategic Information Systems,,10.1016/S0963-8687(96)01031-1,article,79--80,
C_000480,000480,crossref,eng,4,4,1995,Information flows amongst executives: their implications for systems development,The Journal of Strategic Information Systems,"Adam, Frederic and Murphy, Ciaran",10.1016/0963-8687(95)80003-9,article,341--355,
C_000481,000481,crossref,eng,2,4,1995,The importance of relationship management in establishing successful interorganizational systems,The Journal of Strategic Information Systems,"Meier, Johannes",10.1016/0963-8687(95)80021-H,article,135--148,
C_000482,000482,crossref,eng,3,16,2007,Why build a customer relationship management capability?,The Journal of Strategic Information Systems,"Coltman, Tim",10.1016/J.JSIS.2007.05.001,article,301--320,
C_000483,000483,crossref,eng,3,16,2007,Does IT pay to focus? An analysis of IT business value under single and multi-focused business strategies,The Journal of Strategic Information Systems,"Tallon, Paul P.",10.1016/J.JSIS.2007.04.001,article,278--300,
C_000484,000484,crossref,eng,4,8,1999,When success turns into failure: a package-driven business process re-engineering project in the financial services industry,The Journal of Strategic Information Systems,"Larsen, M.A. and Myers, M.D.",10.1016/S0963-8687(00)00025-1,article,395--417,
C_000485,000485,crossref,eng,4,8,1999,"The Creative Age, Demos",The Journal of Strategic Information Systems,"Powell, P.",10.1016/S0963-8687(00)00033-0,article,447--448,
C_000486,000486,crossref,eng,4,8,1999,The New Barbarian Manifesto,The Journal of Strategic Information Systems,"Powell, P",10.1016/S0963-8687(00)00032-9,article,449--451,
C_000487,000487,crossref,eng,4,8,1999,Index,The Journal of Strategic Information Systems,,10.1016/S0963-8687(00)00036-6,article,453--455,
C_000488,000488,crossref,eng,4,8,1999,Between transient constructs and persistent structures: designing systems in action,The Journal of Strategic Information Systems,"Lanzara, G.F",10.1016/S0963-8687(00)00031-7,article,331--349,
C_000489,000489,crossref,eng,4,8,1999,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(00)00030-5,article,327--329,
C_000490,000490,crossref,eng,4,8,1999,Unpacking the systems development process: an empirical application of the CSF concept in a research context,The Journal of Strategic Information Systems,"Butler, T. and Fitzgerald, Brian",10.1016/S0963-8687(00)00027-5,article,351--371,
C_000491,000491,crossref,eng,1,16,2007,ERP systems as an enabler of sustained business process innovation: A knowledge-based view,The Journal of Strategic Information Systems,"Srivardhana, Thongchai and Pawlowski, Suzanne D.",10.1016/J.JSIS.2007.01.003,article,51--69,
C_000492,000492,crossref,eng,1,8,1999,‘Mind the Gap’: diagnosing the relationship between the IT organisation and the rest of the business,The Journal of Strategic Information Systems,"Peppard, J. and Ward, J.",10.1016/S0963-8687(99)00013-X,article,29--60,
C_000493,000493,crossref,eng,4,6,1997,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(98)00016-X,article,271--272,
C_000494,000494,crossref,eng,3,6,1997,Information systems management issues in Central America: a multinational and comparative study,The Journal of Strategic Information Systems,"Mata, Francisco J and Fuerst, William L",10.1016/S0963-8687(97)00013-9,article,173--202,
C_000495,000495,crossref,eng,2,6,1997,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(97)00015-2,article,93--94,
C_000496,000496,crossref,eng,1,8,1999,"From reengineering to electronic commerce: old questions, new challenges",The Journal of Strategic Information Systems,"O'Callaghan, R.",10.1016/S0963-8687(99)00016-5,article,61--62,
C_000497,000497,crossref,eng,2,8,1999,Moving IS evaluation forward: learning themes and research issues,The Journal of Strategic Information Systems,"Farbey, B and Land, F and Targett, D",10.1016/S0963-8687(99)00021-9,article,189--207,
C_000498,000498,crossref,,4,5,1996,Book Review,The Journal of Strategic Information Systems,,10.1016/S0963-8687(96)01049-9,article,335--337,
C_000499,000499,crossref,eng,4,4,1995,Career orientations of information systems employees in South Africa,The Journal of Strategic Information Systems,"Igbaria, Magid and Meredith, Guy and Smith, Derek C",10.1016/0963-8687(95)80002-8,article,319--340,
C_000500,000500,crossref,eng,2,7,1998,An examination of the role of the information systems centre,The Journal of Strategic Information Systems,"Fowler, Alan and Wilkinson, Tony",10.1016/S0963-8687(98)00021-3,article,87--111,
C_000501,000501,crossref,eng,2,5,1996,The practice of information strategy in six information intensive organizations in The Netherlands,The Journal of Strategic Information Systems,"Smits, M.T. and van der Poel, K.G.",10.1016/S0963-8687(96)80038-2,article,93--110,
C_000502,000502,crossref,eng,1,16,2007,The adoption of consortium B2B e-marketplaces: An exploratory study,The Journal of Strategic Information Systems,"White, Andrew and Daniel, Elizabeth and Ward, John and Wilson, Hugh",10.1016/J.JSIS.2007.01.004,article,71--103,
C_000503,000503,crossref,eng,1,7,1998,Editorial,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(98)00024-9,article,2--4,
C_000504,000504,crossref,eng,4,7,1998,Editorial,The Journal of Strategic Information Systems,,10.1016/S0963-8687(99)00004-9,article,251--252,
C_000505,000505,crossref,eng,3,6,1997,EDI in the Scottish Health Service: inter-organisational systems and inter-organisational change,The Journal of Strategic Information Systems,"Spinardi, Graham and Graham, Ian and Williams, Robin",10.1016/S0963-8687(97)00012-7,article,251--263,
C_000506,000506,crossref,,4,5,1996,Book Review,The Journal of Strategic Information Systems,,10.1016/S0963-8687(96)01050-5,article,337--338,
C_000507,000507,crossref,eng,2,10,2001,An empirical model of IT usage in the Malaysian public sector,The Journal of Strategic Information Systems,"Ang, Chooi-Leng and Davies, Mark A and Finlay, Paul N",10.1016/S0963-8687(01)00047-6,article,159--174,
C_000508,000508,crossref,eng,2,10,2001,,The Journal of Strategic Information Systems,"Galliers, Bob and Jarvenpaa, Sirkka",10.1016/S0963-8687(01)00049-X,article,iii--iv,
C_000509,000509,crossref,eng,3,10,2001,Sustaining strategic IT advantage in the information age: how strategy paradigms differ by speed,The Journal of Strategic Information Systems,"Hidding, Gezinus J",10.1016/S0963-8687(01)00052-X,article,201--222,
C_000510,000510,crossref,eng,3,10,2001,Leveraging geographic and information technology scope for superior performance: an exploratory study in international banking,The Journal of Strategic Information Systems,"Peffers, Ken and Tuunainen, Virpi Kristiina",10.1016/S0963-8687(01)00051-8,article,175--200,
C_000511,000511,crossref,eng,3,10,2001,,The Journal of Strategic Information Systems,"Galliers, Bob and Jarvenpaa, Sirkka",10.1016/S0963-8687(01)00054-3,article,iii--iv,
C_000512,000512,crossref,eng,1,16,2007,An examination of the trade-off between internal and external IT capabilities,The Journal of Strategic Information Systems,"Nevo, Saggi and Wade, Michael R. and Cook, Wade D.",10.1016/J.JSIS.2006.10.002,article,5--23,
C_000513,000513,crossref,eng,4,15,2006,Information systems assimilation in Indian organizations: An examination of strategic and organizational imperatives,The Journal of Strategic Information Systems,"Tarafdar, Monideepa and Vaidya, Sanjiv D.",10.1016/J.JSIS.2006.07.002,article,293--326,
C_000514,000514,crossref,eng,4,15,2006,IT valuation in turbulent times,The Journal of Strategic Information Systems,"Kwon, Dowan and Watts, Stephanie",10.1016/J.JSIS.2006.07.003,article,327--354,
C_000515,000515,crossref,eng,4,15,2006,Strategic benefits to SMEs from third party web services: An action research analysis,The Journal of Strategic Information Systems,"Ray, Amy W. and Ray, Julian J.",10.1016/J.JSIS.2006.07.001,article,273--291,
C_000516,000516,crossref,eng,1,9,2000,A methodology of constructing a decision path for IT investment,The Journal of Strategic Information Systems,"Kim, S.H and Jang, D.H and Lee, D.H and Cho, S.H",10.1016/S0963-8687(00)00034-2,article,17--38,
C_000517,000517,crossref,eng,2-3,9,2000,,The Journal of Strategic Information Systems,"Leidner, D",10.1016/S0963-8687(00)00039-1,article,101--105,
C_000518,000518,crossref,eng,2-3,9,2000,Knowledge management technology and the reproduction of knowledge work practices,The Journal of Strategic Information Systems,"Schultze, U and Boland, R.J",10.1016/S0963-8687(00)00043-3,article,193--212,
C_000519,000519,crossref,eng,1,9,2000,,The Journal of Strategic Information Systems,"Galliers, R.D. and Jarvenpaa, S.",10.1016/S0963-8687(00)00047-0,article,1--3,
C_000520,000520,crossref,eng,1,9,2000,Managing information technology investments using a real-options approach,The Journal of Strategic Information Systems,"Balasubramanian, P. and Kulatilaka, N. and Storck, J.",10.1016/S0963-8687(00)00038-X,article,39--62,
C_000521,000521,crossref,eng,1,9,2000,Information technology management: the case of the Port of Singapore Authority,The Journal of Strategic Information Systems,"Lee-Partridge, J.E and Teo, T.S.H and Lim, V.K.G",10.1016/S0963-8687(00)00035-4,article,85--99,
C_000522,000522,crossref,eng,2-3,9,2000,The role of AI-based technology in support of the knowledge management value activity cycle,The Journal of Strategic Information Systems,"Fowler, A",10.1016/S0963-8687(00)00041-X,article,107--128,
C_000523,000523,crossref,eng,3,15,2006,The transformational dimension in the realization of business value from information technology,The Journal of Strategic Information Systems,"Gregor, Shirley and Martin, Michael and Fernandez, Walter and Stern, Steven and Vitale, Michael",10.1016/J.JSIS.2006.04.001,article,249--270,
C_000524,000524,crossref,eng,4,9,2000,,The Journal of Strategic Information Systems,"Galliers, Bob and Jarvenpaa, Sirkka",10.1016/S0963-8687(01)00037-3,article,263--264,
C_000525,000525,crossref,eng,4,9,2000,Subject Index,The Journal of Strategic Information Systems,,10.1016/S0963-8687(01)00035-X,article,,
C_000526,000526,crossref,eng,1,10,2001,JSIS Editorial Vol 10 No 1,The Journal of Strategic Information Systems,"Galliers, Bob and Jarvenpaa, Sirkka",10.1016/S0963-8687(01)00045-2,article,1--2,
C_000527,000527,crossref,eng,1,10,2001,An empirical study of misalignment between Australian CEOs and IT managers,The Journal of Strategic Information Systems,"Khandelwal, V.K",10.1016/S0963-8687(01)00040-3,article,15--28,
C_000528,000528,crossref,eng,1,10,2001,Competing with CRS-generated information in the airline industry,The Journal of Strategic Information Systems,"Pemberton, J.D. and Stonehouse, G.H. and Barber, C.E.",10.1016/S0963-8687(01)00042-7,article,59--76,
C_000529,000529,crossref,eng,3,15,2006,Information systems and evidence-based policy in multi-agency networks: The micro-politics of situated innovation,The Journal of Strategic Information Systems,"Wastell, David G.",10.1016/J.JSIS.2005.11.001,article,197--217,
C_000530,000530,crossref,eng,3,15,2006,A standards war waged by a developing country: Understanding international standard setting from the actor-network perspective,The Journal of Strategic Information Systems,"Lee, Heejin and Oh, Sangjo",10.1016/J.JSIS.2005.10.002,article,177--195,
C_000531,000531,crossref,eng,3,15,2006,Measuring switching costs in IT outsourcing services,The Journal of Strategic Information Systems,"Whitten, Dwayne and Wakefield, Robin L.",10.1016/J.JSIS.2005.11.002,article,219--248,
C_000532,000532,crossref,eng,2,8,1999,JSIS 8(2),The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(99)00023-2,article,121--123,
C_000533,000533,crossref,eng,2,8,1999,Making sense of telebanking information systems: the role of organizational back ups,The Journal of Strategic Information Systems,"Faia-Correia, M. and Patriotta, G. and Brigham, M. and Corbett, J.M.",10.1016/S0963-8687(99)00019-0,article,143--156,
C_000534,000534,crossref,eng,1,8,1999,,The Journal of Strategic Information Systems,"Galliers, Bob",10.1016/S0963-8687(99)00017-7,article,1--2,
C_000535,000535,crossref,eng,1,8,1999,IT spending in the midst of the Asian economic downturn: a Singapore perspective,The Journal of Strategic Information Systems,"Soh, C and Neo, B.S",10.1016/S0963-8687(99)00010-4,article,13--20,
C_000536,000536,crossref,eng,1,8,1999,Learning from singularities: the example of the Asian Financial Crisis,The Journal of Strategic Information Systems,"Sauer, Chris",10.1016/S0963-8687(99)00008-6,article,3--6,
C_000537,000537,crossref,eng,1,8,1999,IT-enabled organizational transformation: a case study of BPR failure at TELECO,The Journal of Strategic Information Systems,"Sarker, Suprateek and Lee, Allen S.",10.1016/S0963-8687(99)00015-3,article,83--103,
C_000538,000538,crossref,eng,1,8,1999,Process integration through information technology at the Générale de Banque of Belgium,The Journal of Strategic Information Systems,"Van Grembergen, W. and Van Belle, J.-L.",10.1016/S0963-8687(99)00014-1,article,63--81,
C_000539,000539,crossref,eng,4,7,1998,"Problems, knowledge, solutions: solving complex problems – a response to Enid Mumford’s paper ICIS 1998, Helsinki, Finland",The Journal of Strategic Information Systems,"Galliers, R.D.",10.1016/S0963-8687(99)00002-5,article,271--274,
C_000540,000540,crossref,eng,3,7,1998,Virtual organizing as a strategy for the “Big Six” to stay competitive in a global market,The Journal of Strategic Information Systems,"Sieber, Pascal and Griese, Joachim",10.1016/S0963-8687(98)00026-2,article,167--181,
C_000541,000541,crossref,eng,3,7,1998,The strategic impact of IT on the retail financial services industry,The Journal of Strategic Information Systems,"Channon, Derek F.",10.1016/S0963-8687(98)00027-4,article,183--197,
C_000542,000542,crossref,eng,2,7,1998,Editorial,The Journal of Strategic Information Systems,,10.1016/S0963-8687(98)00025-0,article,85--86,
C_000543,000543,crossref,eng,2,7,1998,The role of appropriability in sustaining competitive advantage—an electronic auction system case study,The Journal of Strategic Information Systems,"Atkins, M.H",10.1016/S0963-8687(98)00019-5,article,131--152,
C_000544,000544,crossref,eng,1,7,1998,Crisis and foundations: an inquiry into the nature and limits of models and methods in the information systems discipline,The Journal of Strategic Information Systems,"Ciborra, Claudio U.",10.1016/S0963-8687(98)00020-1,article,5--16,
C_000545,000545,crossref,eng,1,7,1998,A classification of success factors for decision support systems,The Journal of Strategic Information Systems,"Finlay, Paul N. and Forghani, Morteza",10.1016/S0963-8687(98)00013-4,article,53--70,
C_000546,000546,crossref,eng,1,7,1998,"Management, information and power: A narrative of the involved manager",The Journal of Strategic Information Systems,"Mingers, John",10.1016/S0963-8687(98)00015-8,article,75--77,
C_000547,000547,crossref,eng,4,6,1997,Business process redesign at CompuNet—standardizing top-quality service through IT,The Journal of Strategic Information Systems,"Loebbecke, Claudia and Jelassi, Tawfik",10.1016/S0963-8687(96)01043-8,article,339--359,
C_000548,000548,crossref,eng,4,6,1997,Information systems: An emerging discipline?,The Journal of Strategic Information Systems,"Powell, Philip",10.1016/S0963-8687(97)00021-8,article,361--363,
C_000549,000549,crossref,eng,2,6,1997,Tel Aviv City hall — The computerization revolution,The Journal of Strategic Information Systems,"Neumann, Seev and Zviran, Moshe",10.1016/S0963-8687(97)00011-5,article,149--167,
C_000550,000550,crossref,,4,5,1996,Editorial,The Journal of Strategic Information Systems,,10.1016/S0963-8687(97)00001-2,article,261--262,
C_000551,000551,crossref,eng,4,5,1996,Toward more effective management of information technology benefits,The Journal of Strategic Information Systems,"Jurison, Jaak",10.1016/S0963-8687(96)80029-1,article,263--274,
C_000552,000552,crossref,,2,5,1996,Multinational corporations -- the emerging research agenda,The Journal of Strategic Information Systems,"Roche, E",10.1016/0963-8687(96)01030-X,article,129--147,
C_000553,000553,crossref,,2,5,1996,Book Review,The Journal of Strategic Information Systems,,10.1016/0963-8687(96)01033-5,article,157--158,
C_000554,000554,crossref,,1,5,1996,Editorial,The Journal of Strategic Information Systems,,10.1016/S0963-8687(96)01028-1,article,3--5,
C_000555,000555,crossref,eng,1,5,1996,Reconciling the IT/business relationship: a troubled marriage in need of guidance,The Journal of Strategic Information Systems,"Ward, John and Peppard, Joe",10.1016/S0963-8687(96)80022-9,article,37--65,
C_000556,000556,crossref,,1,5,1996,Book Review,The Journal of Strategic Information Systems,,10.1016/S0963-8687(96)01032-3,article,81--82,
C_000557,000557,crossref,eng,4,7,1998,"Problems, knowledge, solutions: solving complex problems",The Journal of Strategic Information Systems,"Mumford, E",10.1016/S0963-8687(99)00003-7,article,255--269,
C_000558,000558,crossref,eng,3,6,1997,Information systems outsourcing strategies for affiliated firms of the Korean conglomerate groups,The Journal of Strategic Information Systems,"Lee, Jae-Nam and Kim, Young-Gul",10.1016/S0963-8687(97)00017-6,article,203--229,
C_000559,000559,crossref,eng,3,6,1997,Information management: the organizational dimension,The Journal of Strategic Information Systems,"Levy, Margi",10.1016/S0963-8687(97)00008-5,article,265--266,
C_000560,000560,crossref,eng,4,5,1996,Banking 2000? Reengineering at the First National Bank of Southern Africa to create a branch of the future,The Journal of Strategic Information Systems,"Remenyi, Dan and Cinnamond, Bill",10.1016/S0963-8687(96)80031-X,article,293--316,
C_000561,000561,crossref,eng,4,5,1996,The impact of electronic markets: the case of the Dutch Flower Auctions,The Journal of Strategic Information Systems,"Heezen, Judith and Baets, Walter",10.1016/S0963-8687(96)80032-1,article,317--333,
C_000562,000562,crossref,,3,5,1996,Editorial,The Journal of Strategic Information Systems,,10.1016/S0963-8687(96)01044-X,article,167--168,
C_000563,000563,crossref,eng,3,5,1996,The New Branch Columbus project at Royal Bank of Scotland: the implementation of large-scale business process re-engineering,The Journal of Strategic Information Systems,"Currie, Wendy L. and Willcocks, Leslie",10.1016/S0963-8687(96)80004-7,article,213--236,
C_000564,000564,crossref,eng,2,5,1996,Organisational learning and core capabilities development: the role of IT,The Journal of Strategic Information Systems,"Andreu, Rafael and Ciborra, Claudio",10.1016/S0963-8687(96)80039-4,article,111--127,
C_000565,000565,crossref,eng,1,8,1999,Development of IT in Japan amid financial difficulties,The Journal of Strategic Information Systems,"Kokuryo, J",10.1016/S0963-8687(99)00009-8,article,7--12,
C_000566,000566,crossref,eng,3,7,1998,Global strategies to overcome the spiral of decline in universal bank markets,The Journal of Strategic Information Systems,"Holland, C.P. and Lockett, A.G. and Blackman, I.D.",10.1016/S0963-8687(98)00029-8,article,217--232,
C_000567,000567,crossref,eng,1,7,1998,Strategic use of EDI in the public sector: the HMSO case study,The Journal of Strategic Information Systems,"Cox, Benita and Ghoneim, Sherine",10.1016/S0963-8687(98)00017-1,article,37--51,
C_000568,000568,crossref,eng,3,5,1996,From efficiency to flexibility: the strategic use of information in the airline industry,The Journal of Strategic Information Systems,"Monteiro, Luís and Macdonald, Stuart",10.1016/S0963-8687(96)80002-3,article,169--188,
C_000569,000569,crossref,eng,1,5,1996,The new alchemist: or how to transmute base organizations into corporations of gleaming gold,The Journal of Strategic Information Systems,"Land, Frank",10.1016/S0963-8687(96)80020-5,article,7--17,
C_000570,000570,crossref,eng,1,5,1996,The role of information technology in retailing: the case of supporting fashion purchasing at a European department store chain,The Journal of Strategic Information Systems,"Loebbecke, Claudia and Kronen, Juliane H. and Jelassi, Tawfik",10.1016/S0963-8687(96)80023-0,article,67--78,
C_000571,000571,crossref,eng,3,7,1998,Editorial,The Journal of Strategic Information Systems,,10.1016/S0963-8687(98)90025-7,article,161--163,
C_000572,000572,crossref,eng,1,7,1998,Index to volume 6,The Journal of Strategic Information Systems,,10.1016/S0963-8687(98)80006-1,article,83--84,
C_000573,000573,crossref,eng,4,6,1997,Embryonic approach to the development of information systems,The Journal of Strategic Information Systems,"Bai, Guohua",10.1016/S0963-8687(97)00010-3,article,299--311,
C_000574,000574,crossref,eng,3,4,1995,Executive access to information systems in Australian public organizations,The Journal of Strategic Information Systems,"Hasan, Helen and Lampitsi, Stephanie",10.1016/0963-8687(95)96802-F,article,213--223,
C_000575,000575,crossref,eng,3,4,1995,IT-enabled business process reengineering: organizational and human resource dimensions,The Journal of Strategic Information Systems,"Willcocks, Leslie and Smith, Gill",10.1016/0963-8687(95)96806-J,article,279--301,
C_000576,000576,crossref,eng,2,4,1995,Transforming the organization: the contribution of the information systems function,The Journal of Strategic Information Systems,"Moreton, Robert",10.1016/0963-8687(95)80022-I,article,149--163,
C_000577,000577,crossref,eng,2,4,1995,Restructuring the Information Systems Department at M-Net and Multichoice: A major restructure of an IS department,The Journal of Strategic Information Systems,"Sutherland, Frances and Remenyi, Dan",10.1016/0963-8687(95)80024-K,article,187--199,
C_000578,000578,crossref,,1,4,1995,Discussion,The Journal of Strategic Information Systems,,10.1016/0963-8687(95)93632-V,article,7--11,
C_000579,000579,crossref,eng,1,4,1995,Factors contributing to the success of customer oriented interorganizational systems,The Journal of Strategic Information Systems,"Cavaye, Angèle LM and Cragg, Paul B",10.1016/0963-8687(95)80012-F,article,13--30,
C_000580,000580,crossref,eng,1,4,1995,Networks of collaboration or conflict? Electronic data interchange and power in the supply chain,The Journal of Strategic Information Systems,"Webster, Juliet",10.1016/0963-8687(95)80013-G,article,31--42,
C_000581,000581,crossref,eng,1,4,1995,"Organizational innovativeness, competitive strategy and investment success",The Journal of Strategic Information Systems,"Gatian, Amy W and Brown, Robert M and Hicks, James O",10.1016/0963-8687(95)80014-H,article,43--59,
