ID,ENTRYTYPE,doi,journal,title,year,volume,number,dblp_key,metadata_source,author,file,grobid-version,note,pages,url,language
000559,article,10.1057/EJIS.2011.6,European Journal of Information Systems,Guest Editorial,2011,20,3,https://dblp.org/rec/journals/ejis/GhoneimIS11,DBLP,"Ghoneim, Ahmad and Irani, Zahir and Sahraoui, Sofiane",,,,,,
000560,article,10.1057/EJIS.2011.4,European Journal of Information Systems,Us and them - a social capital perspective on the relationship between the business and IT departments,2011,20,3,https://dblp.org/rec/journals/ejis/HooffW11,DBLP,"van den Hooff, Bart and de Winter, Maarten",,,,,,
000561,article,10.1057/EJIS.2011.12,European Journal of Information Systems,Assessing moderating effect in meta-analysis - a re-analysis of top management support studies and suggestions for researchers,2011,20,6,https://dblp.org/rec/journals/ejis/HwangS11,DBLP,"Hwang, Mark I. and Schmidt, Frank L.",,,,,,
000562,article,10.1057/EJIS.2011.28,European Journal of Information Systems,Development of an IS change reason-IS change type combinations matrix,2011,20,6,https://dblp.org/rec/journals/ejis/KrellMR11,DBLP,"Krell, Katharina and Matook, Sabine and Rohde, Fiona H.",,,,,,
000563,article,10.1057/EJIS.2011.5,European Journal of Information Systems,Scalable growth in IT-enabled service provisioning - a sensemaking perspective,2011,20,3,https://dblp.org/rec/journals/ejis/LewisMR11,DBLP,"Lewis, Mark O. and Mathiassen, Lars and Rai, Arun",,,,,,
000564,article,10.1057/EJIS.2010.59,European Journal of Information Systems,Exploring the impact of instant messaging on subjective task complexity and user satisfaction,2011,20,2,https://dblp.org/rec/journals/ejis/LiGLW11,DBLP,"Li, Han and Gupta, Ashish and Luo, Xin and Warkentin, Merrill",,,,,,
000565,article,10.1057/EJIS.2010.66,European Journal of Information Systems,From transactional user to VIP - how organizational and cognitive factors affect ERP assimilation at individual level,2011,20,2,https://dblp.org/rec/journals/ejis/LiuFHH11,DBLP,"Liu, Luning and Feng, Yuqiang and Hu, Qing and Huang, Xiaojian",,,,,,
000566,article,10.1057/EJIS.2010.60,European Journal of Information Systems,A theory-grounded framework of Open Source Software adoption in SMEs,2011,20,2,https://dblp.org/rec/journals/ejis/MacredieM11,DBLP,"Macredie, Robert D. and Mijinyawa, Kabiru",,,,,,
000567,article,10.1057/EJIS.2011.32,European Journal of Information Systems,Building contextual ambidexterity in a software company to improve firm-level coordination,2011,20,6,https://dblp.org/rec/journals/ejis/NapierMR11,DBLP,"Napier, Nannette P. and Mathiassen, Lars and Robey, Daniel",,,,,,
000568,article,10.1057/EJIS.2011.29,European Journal of Information Systems,"Towards a greater diversity in writing styles, argumentative strategies and genre of manuscripts",2011,20,5,https://dblp.org/rec/journals/ejis/Rowe11,DBLP,"Rowe, Frantz",,,,,,
000569,article,10.1057/EJIS.2010.68,European Journal of Information Systems,Outcomes and success factors of enterprise IT architecture management - empirical insight from the international financial services industry,2011,20,2,https://dblp.org/rec/journals/ejis/SchmidtB11,DBLP,"Schmidt, Christian and Buxmann, Peter",,,,,,
000570,article,10.1057/EJIS.2011.39,European Journal of Information Systems,Top management support and IS implementation - further support for the moderating role of task interdependence,2011,20,6,https://dblp.org/rec/journals/ejis/SharmaY11,DBLP,"Sharma, Rajeev and Yetton, Philip",,,,,,
000571,article,10.1057/EJIS.2011.21,European Journal of Information Systems,Focus groups and critical social IS research - how the choice of method can promote emancipation of respondents and researchers,2011,20,4,https://dblp.org/rec/journals/ejis/StahlTL11,DBLP,"Stahl, Bernd Carsten and Tremblay, Monica Chiarini and LeRouge, Cynthia",,,,,,
000572,article,10.1057/EJIS.2011.13,European Journal of Information Systems,An historically grounded critical analysis of research articles in IS,2011,20,4,https://dblp.org/rec/journals/ejis/VaujanyWM11,DBLP,"de Vaujany, François-Xavier and Walsh, Isabelle and Mitev, Nathalie N.",,,,,,
000573,article,10.1057/EJIS.2011.55,European Journal of Information Systems,Reconsidering deconstruction in information systems research,2012,21,2,https://dblp.org/rec/journals/ejis/ChiassonD12,DBLP,"Chiasson, Mike W. and Davidson, Elizabeth J.",,,,,,
000574,article,10.1057/EJIS.2011.27,European Journal of Information Systems,A case study of the legitimation process undertaken to gain support for an information system in a Chinese university,2012,21,3,https://dblp.org/rec/journals/ejis/FlynnD12,DBLP,"Flynn, Donal and Du, Yongqin",,,,,,
000575,article,10.1057/EJIS.2011.44,European Journal of Information Systems,The teaching of qualitative research methods in information systems - an explorative study utilizing learning theory,2012,21,2,https://dblp.org/rec/journals/ejis/GalliersH12,DBLP,"Galliers, Robert D. and Huang, Jimmy C.",,,,,,
000576,article,10.1057/EJIS.2010.62,European Journal of Information Systems,Designing IS service strategy - an information acceleration approach,2012,21,1,https://dblp.org/rec/journals/ejis/RichardCK12,DBLP,"Richard, Pierre J. and Coltman, Tim and Keating, Byron W.",,,,,,
000577,article,10.1057/EJIS.2012.14,European Journal of Information Systems,"Information technology, the organizational capability of proactive corporate environmental strategy and firm performance - a resource-based analysis",2012,21,6,https://dblp.org/rec/journals/ejis/Benitez-AmadoW12,DBLP,"Benitez-Amado, Jose and Walczuch, Rita",,,,,,
000578,article,10.1057/EJIS.2011.57,European Journal of Information Systems,"Qualitative methods research in information systems - motivations, themes, and contributions",2012,21,2,https://dblp.org/rec/journals/ejis/ConboyFM12,DBLP,"Conboy, Kieran and Fitzgerald, Guy and Mathiassen, Lars",,,,,,
000579,article,10.1057/EJIS.2012.20,European Journal of Information Systems,Sociomateriality and boundary objects in information systems development,2012,21,5,https://dblp.org/rec/journals/ejis/DoolinM12,DBLP,"Doolin, Bill and McLeod, Laurie",,,,,,
000580,article,10.1057/EJIS.2011.54,European Journal of Information Systems,Pragmatism vs interpretivism in qualitative information systems research,2012,21,2,https://dblp.org/rec/journals/ejis/Goldkuhl12,DBLP,"Goldkuhl, Göran",,,,,,
000581,article,10.1057/EJIS.2011.43,European Journal of Information Systems,Information systems development as situated socio-technical change - a process approach,2012,21,2,https://dblp.org/rec/journals/ejis/McLeodD12,DBLP,"McLeod, Laurie and Doolin, Bill",,,,,,
000582,article,10.1057/EJIS.2012.8,European Journal of Information Systems,Trans-situated use of integrated information systems,2012,21,6,https://dblp.org/rec/journals/ejis/MonteiroR12,DBLP,"Monteiro, Eric and Rolland, Knut H.",,,,,,
000583,article,10.1057/EJIS.2012.3,European Journal of Information Systems,Conceptualising improvisation in information systems security,2012,21,6,https://dblp.org/rec/journals/ejis/NjengaB12,DBLP,"Njenga, Kennedy and Brown, Irwin",,,,,,
000584,article,10.1057/EJIS.2012.2,European Journal of Information Systems,Mediating the intersections of organizational routines during the introduction of a health IT system,2012,21,5,https://dblp.org/rec/journals/ejis/NovakBGAL12,DBLP,"Novak, Laurie L. and Brooks, JoAnn and Gadd, Cynthia S. and Anders, Shilo and Lorenzi, Nancy M.",,,,,,
000585,article,10.1057/EJIS.2012.31,European Journal of Information Systems,A profile of information systems research in the Mediterranean region,2012,21,4,https://dblp.org/rec/journals/ejis/PouloudiPP12,DBLP,"Pouloudi, Nancy and Poulymenakou, Angeliki and Pramatari, Katerina",,,,,,
000586,article,10.1057/EJIS.2012.38,European Journal of Information Systems,Toward a richer diversity of genres in information systems research - new categorization and guidelines,2012,21,5,https://dblp.org/rec/journals/ejis/Rowe12,DBLP,"Rowe, Frantz",,,,,,
000587,article,10.1057/EJIS.2012.19,European Journal of Information Systems,Responsible research and innovation in information systems,2012,21,3,https://dblp.org/rec/journals/ejis/Stahl12,DBLP,"Stahl, Bernd Carsten",,,,,,
000588,article,10.1057/EJIS.2012.15,European Journal of Information Systems,Toward a better understanding of behavioral intention and system usage constructs,2012,21,6,https://dblp.org/rec/journals/ejis/WuD12,DBLP,"Wu, Jiming and Du, Hongwei",,,,,,
000589,article,10.1057/EJIS.2012.7,European Journal of Information Systems,Everywhere and nowhere - nearshore software development in the context of globalisation,2012,21,5,https://dblp.org/rec/journals/ejis/AbbottJ12,DBLP,"Abbott, Pamela Y. and Jones, Matthew R.",,,,,,
000590,article,10.1057/EJIS.2011.46,European Journal of Information Systems,Some considerations for articles introducing new and/or novel quantitative methods to IS researchers,2012,21,1,https://dblp.org/rec/journals/ejis/ChinJR12,DBLP,"Chin, Wynne W. and Junglas, Iris A. and Roldán, José Luis",,,,,,
000591,article,10.1057/EJIS.2011.30,European Journal of Information Systems,Negotiating language barriers - a methodology for cross-organisational conceptual modelling,2012,21,3,https://dblp.org/rec/journals/ejis/DietzJ12,DBLP,"Dietz, Gunnar and Juhrisch, Martin",,,,,,
000592,article,10.1057/EJIS.2011.36,European Journal of Information Systems,Analysing quadratic effects of formative constructs by means of variance-based structural equation modelling,2012,21,1,https://dblp.org/rec/journals/ejis/HenselerFDW12,DBLP,"Henseler, Jörg and Fassott, Georg and Dijkstra, Theo K. and Wilson, Bradley",,,,,,
000593,article,10.1057/EJIS.2011.37,European Journal of Information Systems,Quantitative approaches to content analysis - identifying conceptual drift across publication outlets,2012,21,1,https://dblp.org/rec/journals/ejis/IndulskaHR12,DBLP,"Indulska, Marta and Hovorka, Dirk S. and Recker, Jan",,,,,,
000594,article,10.1057/EJIS.2012.11,European Journal of Information Systems,Understanding overbidding behavior in C2C auctions - an escalation theory perspective,2012,21,6,https://dblp.org/rec/journals/ejis/ParkKKB12,DBLP,"Park, Sang Cheol and Keil, Mark and Kim, Jong U. K. and Bock, Gee-Woo",,,,,,
000595,article,10.1057/EJIS.2012.17,European Journal of Information Systems,"The effect of colors of e-commerce websites on consumer mood, memorization and buying intention",2012,21,4,https://dblp.org/rec/journals/ejis/PeletP12,DBLP,"Pelet, Jean-Eric and Papadopoulou, Panagiota",,,,,,
000596,article,10.1057/EJIS.2011.10,European Journal of Information Systems,Conceptualizing models using multidimensional constructs - a review and guidelines for their use,2012,21,1,https://dblp.org/rec/journals/ejis/PolitesRT12,DBLP,"Polites, Greta L. and Roberts, Nicholas H. and Thatcher, Jason Bennett",,,,,,
000597,article,10.1057/EJIS.2011.49,European Journal of Information Systems,Towards an understanding of assimilation in virtual worlds - the 3C approach,2012,21,3,https://dblp.org/rec/journals/ejis/SchwarzSJPW12,DBLP,"Schwarz, Andrew and Schwarz, Colleen and Jung, Yoonhyuk and Perez-Mira, Begona and Wiley-Patton, Sonja",,,,,,
000598,article,10.1057/EJIS.2012.10,European Journal of Information Systems,To share or not to share - a critical research perspective on knowledge management systems,2012,21,5,https://dblp.org/rec/journals/ejis/YoungKM12,DBLP,"Young, Mei-Lien and Kuo, Feng-Yang and Myers, Michael D.",,,,,,
000599,article,10.1057/EJIS.2011.48,European Journal of Information Systems,Institutionalized computer workaround practices in a Mediterranean country - an examination of two organizations,2012,21,4,https://dblp.org/rec/journals/ejis/AzadK12,DBLP,"Azad, Bijan and King, Nelson E.",,,,,,
000600,article,10.1057/EJIS.2012.46,European Journal of Information Systems,Reviving the IT in the IS,2012,21,6,https://dblp.org/rec/journals/ejis/Baskerville12,DBLP,"Baskerville, Richard L.",,,,,,
000601,article,10.1057/EJIS.2012.12,European Journal of Information Systems,An empirical study of IS architectures in French SMEs - integration approaches,2012,21,3,https://dblp.org/rec/journals/ejis/BidanRT12,DBLP,"Bidan, Marc and Rowe, Frantz and Truex, Duane",,,,,,
000602,article,10.1057/EJIS.2010.61,European Journal of Information Systems,Latent Semantic Analysis - five methodological recommendations,2012,21,1,https://dblp.org/rec/journals/ejis/EvangelopoulosZP12,DBLP,"Evangelopoulos, Nicholas E. and Zhang, Xiaoni and Prybutok, Victor R.",,,,,,
000603,article,10.1057/EJIS.2011.41,European Journal of Information Systems,Reviewing Enterprise Content Management - a functional framework,2012,21,3,https://dblp.org/rec/journals/ejis/GrahlmannHHBA12,DBLP,"Grahlmann, Knut and Helms, Remko and Hilhorst, Cokky A. R. and Brinkkemper, Sjaak and van Amerongen, Sander",,,,,,
000604,article,10.1057/EJIS.2011.33,European Journal of Information Systems,A balanced scorecard for item-level RFID in the retail sector - a Delphi study,2012,21,3,https://dblp.org/rec/journals/ejis/KasiriSH12,DBLP,"Kasiri, Narges and Sharda, Ramesh and Hardgrave, Bill C.",,,,,,
000605,article,10.1057/EJIS.2012.18,European Journal of Information Systems,Bridging the work/social divide - the emotional response to organizational social networking sites,2012,21,6,https://dblp.org/rec/journals/ejis/KochGL12,DBLP,"Koch, Hope and Gonzalez, Ester and Leidner, Dorothy E.",,,,,,
000606,article,10.1057/EJIS.2012.13,European Journal of Information Systems,Willing to pay for quality personalization? Trade-off between quality and privacy,2012,21,6,https://dblp.org/rec/journals/ejis/LiU12,DBLP,"Li, Ting and Unger, Till",,,,,,
000607,article,10.1057/EJIS.2011.47,European Journal of Information Systems,Escaping 'localisms' in IT sourcing - tracing changes in institutional logics in an Italian firm,2012,21,4,https://dblp.org/rec/journals/ejis/MolaC12,DBLP,"Mola, Lapo and Carugati, Andrea",,,,,,
000608,article,10.1057/EJIS.2011.50,European Journal of Information Systems,The action research vs design science debate - reflections from an intervention in eGovernment,2012,21,2,https://dblp.org/rec/journals/ejis/PapasOS12,DBLP,"Papas, Nikolaos and O'Keefe, Robert M. and Seltsikas, Philip",,,,,,
000609,article,10.1057/EJIS.2011.42,European Journal of Information Systems,Conversation as a source of satisfaction and continuance in a question-and-answer site,2012,21,4,https://dblp.org/rec/journals/ejis/Ruth12,DBLP,"Raban, Daphne Ruth",,,,,,
000610,article,10.1057/EJIS.2011.9,European Journal of Information Systems,Towards the improved treatment of generalization of knowledge claims in IS research - drawing general conclusions from samples,2012,21,1,https://dblp.org/rec/journals/ejis/SeddonS12,DBLP,"Seddon, Peter B. and Scheepers, Rens",,,,,,
000611,article,10.1057/EJIS.2012.22,European Journal of Information Systems,The impact of geocollaborative portals on group decision making for trip planning,2012,21,4,https://dblp.org/rec/journals/ejis/Sigala12,DBLP,"Sigala, Marianna",,,,,,
000612,article,10.1057/EJIS.2011.53,European Journal of Information Systems,Improving validity and reliability in longitudinal case study timelines,2012,21,2,https://dblp.org/rec/journals/ejis/StreetW12,DBLP,"Street, Christopher T. and Ward, Kerry W.",,,,,,
000613,article,10.1057/EJIS.2012.34,European Journal of Information Systems,What's communication got to do with IT?,2012,21,4,https://dblp.org/rec/journals/ejis/Teeni12,DBLP,"Te'eni, Dov",,,,,,
000614,article,10.1057/EJIS.2012.1,European Journal of Information Systems,The benefits and dangers of enjoyment with social networking websites,2012,21,5,https://dblp.org/rec/journals/ejis/TurelS12,DBLP,"Turel, Ofir and Serenko, Alexander",,,,,,
000615,article,10.1057/EJIS.2011.56,European Journal of Information Systems,Online game addiction among adolescents - motivation and prevention factors,2012,21,3,https://dblp.org/rec/journals/ejis/XuTY12,DBLP,"Xu, Zhengchuan and Turel, Ofir and Yuan, Yufei",,,,,,
000616,article,10.1057/EJIS.2011.52,European Journal of Information Systems,The impact of IT-business strategic alignment on firm performance in a developing country setting - exploring moderating roles of environmental uncertainty and strategic orientation,2012,21,4,https://dblp.org/rec/journals/ejis/YaylaH12,DBLP,"Yayla, Ali Alper and Hu, Qing",,,,,,
000617,article,10.1057/EJIS.2012.4,European Journal of Information Systems,Effects of time-inconsistent preferences on information technology infrastructure investments with growth options,2013,22,2,https://dblp.org/rec/journals/ejis/KhanKK13,DBLP,"Khan, Sarah S. and Khouja, Moutaz J. and Kumar, Ram L.",,,,,,
000618,article,10.1057/EJIS.2012.23,European Journal of Information Systems,Information privacy and correlates - an empirical attempt to bridge and distinguish privacy-related concepts,2013,22,3,https://dblp.org/rec/journals/ejis/DinevXSH13,DBLP,"Dinev, Tamara and Xu, Heng and Smith, H. Jeff and Hart, Paul J.",,,,,,
000619,article,10.1057/EJIS.2012.26,European Journal of Information Systems,A method for taxonomy development and its application in information systems,2013,22,3,https://dblp.org/rec/journals/ejis/NickersonVM13,DBLP,"Nickerson, Robert C. and Varshney, Upkar and Muntermann, Jan",,,,,,
000620,article,10.1057/EJIS.2013.6,European Journal of Information Systems,Embracing diversity through mixed methods research,2013,22,3,https://dblp.org/rec/journals/ejis/Agerfalk13,DBLP,"Ågerfalk, Pär J.",,,,,,
000621,article,10.1057/EJIS.2012.48,European Journal of Information Systems,"Grounded theory method in information systems research - its nature, diversity and opportunities",2013,22,1,https://dblp.org/rec/journals/ejis/BirksFLN13,DBLP,"Birks, David F. and Fernandez, Walter and Levina, Natalia and Nasirin, Syed",,,,,,
000622,article,10.1057/EJIS.2012.25,European Journal of Information Systems,Can we have fun @ work? The role of intrinsic motivation for utilitarian systems,2013,22,3,https://dblp.org/rec/journals/ejis/GerowATR13,DBLP,"Gerow, Jennifer E. and Ayyagari, Ramakrishna and Thatcher, Jason Bennett and Roth, Philip L.",,,,,,
000623,article,10.1057/EJIS.2012.30,European Journal of Information Systems,Longitudinal use of method rationale in method configuration - an exploratory study,2013,22,6,https://dblp.org/rec/journals/ejis/Karlsson13,DBLP,"Karlsson, Fredrik",,,,,,
000624,article,10.1057/EJIS.2012.6,European Journal of Information Systems,Does risk matter? Disengagement from risk management practices in information systems projects,2013,22,6,https://dblp.org/rec/journals/ejis/KutschDHL13,DBLP,"Kutsch, Elmar and Denyer, David and Hall, Mark and Lee-Kelley, Elizabeth",,,,,,
000625,article,10.1057/EJIS.2011.35,European Journal of Information Systems,Profiling grounded theory approaches in information systems research,2013,22,1,https://dblp.org/rec/journals/ejis/MatavireB13,DBLP,"Matavire, Rangarirai and Brown, Irwin",,,,,,
000626,article,10.1057/EJIS.2011.34,European Journal of Information Systems,The use of ethnography and grounded theory in the development of a management information system,2013,22,1,https://dblp.org/rec/journals/ejis/MattarelliBM13,DBLP,"Mattarelli, Elisa and Bertolotti, Fabiola and Macrì, Diego Maria",,,,,,
000627,article,10.1057/EJIS.2012.60,European Journal of Information Systems,Research opportunities in information technology funding and system justification,2013,22,2,https://dblp.org/rec/journals/ejis/PeffersS13,DBLP,"Peffers, Ken and Dos Santos, Brian L.",,,,,,
000628,article,10.1057/EJIS.2012.24,European Journal of Information Systems,Trust dynamics in a large system implementation - six theoretical propositions,2013,22,4,https://dblp.org/rec/journals/ejis/SchlichterR13,DBLP,"Schlichter, Bjarne Rerup and Rose, Jeremy",,,,,,
000629,article,10.1057/EJIS.2011.25,European Journal of Information Systems,Enriching our theoretical repertoire - the role of evolutionary psychology in technology acceptance,2013,22,1,https://dblp.org/rec/journals/ejis/AbrahamBJW13,DBLP,"Abraham, Chon and Boudreau, Marie-Claude and Junglas, Iris A. and Watson, Richard T.",,,,,,
000630,article,10.1057/EJIS.2012.36,European Journal of Information Systems,Leveraging the IT competence of non-IS workers - social exchange and the good corporate citizen,2013,22,4,https://dblp.org/rec/journals/ejis/Davis13,DBLP,"Davis, Joshua M.",,,,,,
000631,article,10.1057/EJIS.2011.24,European Journal of Information Systems,Using a grounded theory approach to study online collaboration behaviors,2013,22,1,https://dblp.org/rec/journals/ejis/GassonW13,DBLP,"Gasson, Susan and Waters, Jim",,,,,,
000632,article,10.1057/EJIS.2012.5,European Journal of Information Systems,Digital business reporting standards - mapping the battle in France,2013,22,3,https://dblp.org/rec/journals/ejis/GuillouxLL13,DBLP,"Guilloux, Véronique and Locke, Joanne and Lowe, Alan",,,,,,
000633,article,10.1057/EJIS.2012.42,European Journal of Information Systems,How user risk and requirements risk moderate the effects of formal and informal control on the process performance of IT projects,2013,22,6,https://dblp.org/rec/journals/ejis/KeilRL13,DBLP,"Keil, Mark and Rai, Arun and Liu, Shan",,,,,,
000634,article,10.1057/EJIS.2012.41,European Journal of Information Systems,The mediating role of psychological contract breach in IS outsourcing - inter-firm governance perspective,2013,22,5,https://dblp.org/rec/journals/ejis/KimSL13,DBLP,"Kim, Hyung Jin and Shin, Bongsik and Lee, Ho Geun",,,,,,
000635,article,10.1057/EJIS.2012.44,European Journal of Information Systems,Exploring value networks - theorising the creation and capture of value with open source software,2013,22,5,https://dblp.org/rec/journals/ejis/MorganFF13,DBLP,"Morgan, Lorraine and Feller, Joseph and Finnegan, Patrick",,,,,,
000636,article,10.1057/EJIS.2012.32,European Journal of Information Systems,Information technology offshoring in India - a postcolonial perspective,2013,22,4,https://dblp.org/rec/journals/ejis/RavishankarPM13,DBLP,"Ravishankar, M. N. and Pan, Shan Ling and Myers, Michael D.",,,,,,
000637,article,10.1057/EJIS.2012.50,European Journal of Information Systems,Empirical investigation of the usefulness of Gateway constructs in process models,2013,22,6,https://dblp.org/rec/journals/ejis/Recker13,DBLP,"Recker, Jan",,,,,,
000638,article,10.1057/EJIS.2012.27,European Journal of Information Systems,Sympathy or strategy - social capital drivers for collaborative contributions to the IS community,2013,22,3,https://dblp.org/rec/journals/ejis/TrierM13,DBLP,"Trier, Matthias and Molka-Danielsen, Judith",,,,,,
000639,article,10.1057/EJIS.2012.21,European Journal of Information Systems,Creating value through governing IT deployment in a public/private-sector inter-organisational context - a human agency perspective,2013,22,5,https://dblp.org/rec/journals/ejis/WilkinCM13,DBLP,"Wilkin, Carla and Campbell, John and Moore, Stephen",,,,,,
000640,article,10.1057/EJIS.2011.51,European Journal of Information Systems,Using grounded theory as a method for rigorously reviewing literature,2013,22,1,https://dblp.org/rec/journals/ejis/WolfswinkelFW13,DBLP,"Wolfswinkel, Joost F. and Furtmüller, Elfi and Wilderom, Celeste",,,,,,
000641,article,10.1057/EJIS.2012.33,European Journal of Information Systems,The role of online seller reviews and product price on buyers' willingness-to-pay - a risk perspective,2013,22,4,https://dblp.org/rec/journals/ejis/WuG13,DBLP,"Wu, Jianan and Gaytán, Edgardo Arturo Ayala",,,,,,
000642,article,10.1057/EJIS.2012.40,European Journal of Information Systems,Inter-firm IT governance in power-imbalanced buyer-supplier dyads - exploring how it works and why it lasts,2013,22,5,https://dblp.org/rec/journals/ejis/XiaoXH13,DBLP,"Xiao, JingHua and Xie, Kang and Hu, Qing",,,,,,
000643,article,10.1057/EJIS.2012.28,European Journal of Information Systems,E-government adoption in public administration organizations - integrating institutional theory perspective and resource-based view,2013,22,2,https://dblp.org/rec/journals/ejis/ZhengCHZ13,DBLP,"Zheng, Daqing and Chen, Jin and Huang, Lihua and Zhang, Cheng",,,,,,
000644,article,10.1057/EJIS.2012.39,European Journal of Information Systems,The pursuit of trust in ad hoc virtual teams - how much electronic portrayal is too much?,2013,22,6,https://dblp.org/rec/journals/ejis/AltschullerB13,DBLP,"Altschuller, Shoshana and Benbunan-Fich, Raquel",,,,,,
000645,article,10.1057/EJIS.2012.51,European Journal of Information Systems,Effective ERP adoption processes - the role of project activators and resource investments,2013,22,2,https://dblp.org/rec/journals/ejis/Bernroider13,DBLP,"Bernroider, Edward",,,,,,
000646,article,10.1057/EJIS.2012.9,European Journal of Information Systems,Adapting funding processes for agile IT projects - an empirical investigation,2013,22,2,https://dblp.org/rec/journals/ejis/CaoMRS13,DBLP,"Cao, Lan and Mohan, Kannan and Ramesh, Balasubramaniam and Sarkar, Sumantra",,,,,,
000647,article,10.1057/EJIS.2012.16,European Journal of Information Systems,Top management support in multiple-project environments - an in-practice view,2013,22,3,https://dblp.org/rec/journals/ejis/Elbanna13,DBLP,"Elbanna, Amany R.",,,,,,
000648,article,10.1057/EJIS.2012.54,European Journal of Information Systems,Shareholder reaction to firm investments in the capability maturity model - an event study,2013,22,2,https://dblp.org/rec/journals/ejis/FilbeckSZ13,DBLP,"Filbeck, Greg and Swinarski, Matthew and Zhao, Xin",,,,,,
000649,article,10.1057/EJIS.2012.49,European Journal of Information Systems,Why the first provider takes it all - the consequences of a low trust culture on pricing and ratings in online sourcing markets,2013,22,6,https://dblp.org/rec/journals/ejis/GefenC13,DBLP,"Gefen, David and Carmel, Erran",,,,,,
000650,article,10.1057/EJIS.2013.21,European Journal of Information Systems,Governing IT in inter-organizational relationships - Issues and future research,2013,22,5,https://dblp.org/rec/journals/ejis/GrantT13,DBLP,"Grant, Gerald and Tan, Felix B.",,,,,,
000651,article,10.1057/EJIS.2012.43,European Journal of Information Systems,Everyday power struggles - living in an IOIS project,2013,22,1,https://dblp.org/rec/journals/ejis/HekkalaU13,DBLP,"Hekkala, Riitta and Urquhart, Cathy",,,,,,
000652,article,10.1057/EJIS.2012.47,European Journal of Information Systems,Exploring the impact of operating model choice on the governance of inter-organizational workflow - the U.S. e-prescribing network,2013,22,5,https://dblp.org/rec/journals/ejis/King13,DBLP,"King, Nelson E.",,,,,,
000653,article,10.1057/EJIS.2013.10,European Journal of Information Systems,'Datafication' - making sense of (big) data in a complex world,2013,22,4,https://dblp.org/rec/journals/ejis/Lycett13,DBLP,"Lycett, Mark",,,,,,
000654,article,10.1057/EJIS.2012.35,European Journal of Information Systems,How a professionally qualified doctoral student bridged the practice-research gap - a confessional account of Collaborative Practice Research,2013,22,4,https://dblp.org/rec/journals/ejis/MathiassenS13,DBLP,"Mathiassen, Lars and Sandberg, Anna",,,,,,
000655,article,10.1057/EJIS.2012.29,European Journal of Information Systems,Towards integrating acceptance and resistance research - evidence from a telecare case study,2013,22,4,https://dblp.org/rec/journals/ejis/OffenbeekBS13,DBLP,"van Offenbeek, Marjolein and Boonstra, Albert and Seo, DongBack",,,,,,
000656,article,10.1057/EJIS.2012.37,European Journal of Information Systems,IS integration and knowledge sharing in multi-unit firms - the winner's curse,2013,22,6,https://dblp.org/rec/journals/ejis/SarafLS13,DBLP,"Saraf, Nilesh and Langdon, Christoph Schlueter and Sawy, Omar El",,,,,,
000657,article,10.1057/EJIS.2012.45,European Journal of Information Systems,"Revisiting IS business value research - what we already know, what we still need to know, and how we can get there",2013,22,2,https://dblp.org/rec/journals/ejis/Schryen13,DBLP,"Schryen, Guido",,,,,,
000658,article,10.1057/EJIS.2013.30,European Journal of Information Systems,Journals and conferences in discourse,2013,22,6,https://dblp.org/rec/journals/ejis/Teeni13,DBLP,"Te'eni, Dov",,,,,,
000659,article,10.1057/EJIS.2011.26,European Journal of Information Systems,Grounded theorizing for electronically mediated social contexts,2013,22,1,https://dblp.org/rec/journals/ejis/VaastW13,DBLP,"Vaast, Emmanuelle and Walsham, Geoff",,,,,,
000660,article,10.1057/EJIS.2012.55,European Journal of Information Systems,Understanding online customers' ties to merchants - the moderating influence of trust on the relationship between switching costs and e-loyalty,2014,23,2,https://dblp.org/rec/journals/ejis/CarterWTK14,DBLP,"Carter, Michelle and Wright, Ryan T. and Thatcher, Jason Bennett and Klein, Richard",,,,,,
000661,article,10.1057/EJIS.2013.17,European Journal of Information Systems,Cultural and generational influences on privacy concerns - a qualitative study in seven European countries,2014,23,2,https://dblp.org/rec/journals/ejis/MiltgenP14,DBLP,"Miltgen, Caroline Lancelot and Peyrat-Guillard, Dominique",,,,,,
000662,article,10.1057/EJIS.2014.35,European Journal of Information Systems,Insufficient theoretical contribution - a conclusive rationale for rejection?,2014,23,6,https://dblp.org/rec/journals/ejis/Agerfalk14,DBLP,"Ågerfalk, Pär J.",,,,,,
000663,article,10.1057/EJIS.2012.53,European Journal of Information Systems,A process model for analyzing and managing flexibility in information systems,2014,23,2,https://dblp.org/rec/journals/ejis/KumarS14,DBLP,"Kumar, Ram L. and Stylianou, Antonis C.",,,,,,
000664,article,10.1057/EJIS.2014.11,European Journal of Information Systems,Mobile information systems and organisational control - beyond the panopticon metaphor?,2014,23,5,https://dblp.org/rec/journals/ejis/Leclercq-VandelannoitteIK14,DBLP,"Leclercq-Vandelannoitte, Aurélie and Isaac, Henri and Kalika, Michel",,,,,,
000665,article,10.1057/EJIS.2014.21,European Journal of Information Systems,When mobile is the norm - researching mobile information systems and mobility as post-adoption phenomena,2014,23,5,https://dblp.org/rec/journals/ejis/MiddletonST14,DBLP,"Middleton, Catherine A. and Scheepers, Rens and Tuunainen, Virpi Kristiina",,,,,,
000666,article,10.1057/EJIS.2012.56,European Journal of Information Systems,Using organizational influence processes to overcome IS implementation barriers - lessons from a longitudinal case study of SPI implementation,2014,23,2,https://dblp.org/rec/journals/ejis/NgwenyamaN14,DBLP,"Ngwenyama, Ojelanki K. and Nielsen, Peter Axel",,,,,,
