ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,doi,file,ENTRYTYPE,year,note
P_0000000330,0000000330,pdf,4,23,The role of GPS-enabled information in transforming operational decision making: an exploratory study,European Journal of Information Systems,"Habjan, Andreja and Andriopoulos, Constantine and Gotsi, Manto",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.2,data/pdfs/23_4/HabjanAndriopoulosGotsi2014.pdf,article,2014,
P_0000000331,0000000331,pdf,6,15,Making the changes,European Journal of Information Systems,"Paul, Ray J",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000655,data/pdfs/15_6/Paul2006b.pdf,article,,
P_0000000332,0000000332,pdf,1,9,Information systems planning in a turbulent environment,European Journal of Information Systems,"Salmela, H. and Lederer, A. L and Reponen, T.",lfoppiano/grobid:0.8.1,,data/pdfs/9_1/SalmelaLedererReponen2000.pdf,article,,
P_0000000333,0000000333,pdf,1,13,How organizations adopt information system process innovations: a longitudinal analysis,European Journal of Information Systems,"Mustonen-Ollila, Erja and Lyytinen, Kalle",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000467,data/pdfs/13_1/MustonenollilaLyytinen2004.pdf,article,,
P_0000000334,0000000334,pdf,6,15,An exploration of factors that impact individual performance in an ERP environment: an analysis using multiple analytical techniques,European Journal of Information Systems,"Kositanurit, Boontaree and Ngwenyama, Ojelanki and Osei-Bryson, Muata",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000654,data/pdfs/15_6/KositanuritNgwenyamaOseiBryson2006.pdf,article,,
P_0000000335,0000000335,pdf,2,6,The role of context in decision making: some implications for database design,European Journal of Information Systems,"Grimshaw, D. J and Mott, P. L and Roberts, S. A",lfoppiano/grobid:0.8.1,,data/pdfs/6_2/3000261a.pdf,article,,
P_0000000336,0000000336,pdf,1,17,The role of perceived enjoyment and social norm in the adoption of technology with network externalities,European Journal of Information Systems,"Dickinger, Astrid and Arami, Mitra and Meyer, David",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000726,data/pdfs/17_1/DickingerAramiMeyer2008.pdf,article,2007,
P_0000000337,0000000337,pdf,3,5,The evaluation of managerial support systems in German companies,European Journal of Information Systems,"Vetschera, R. and Walterscheid, H.",lfoppiano/grobid:0.8.1,,data/pdfs/5_3/Vetschera1996_The Evaluation O.pdf,article,,
P_0000000338,0000000338,pdf,1,22,Using a grounded theory approach to study online collaboration behaviors w,European Journal of Information Systems,"Gasson, Susan and Waters, Jim",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.24,data/pdfs/22_1/GassonWaters2013.pdf,article,2011,
P_0000000339,0000000339,pdf,6,19,Effects of visual and textual information in online product presentations: looking for the best combination in website design,European Journal of Information Systems,"Flavia ´n Blanco, Carlos and Sarasa, Raquel Gurrea and Oru, Carlos and Sanclemente and Flavia, Carlos and Blanco",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.42,data/pdfs/19_6/BlancoSarasaSanclemente2010.pdf,article,2010,
P_0000000340,0000000340,pdf,3,16,Challenges to information systems: time to change,European Journal of Information Systems,"Paul, Ray J",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000681,data/pdfs/16_3/Paul2007c.pdf,article,,Contents
P_0000000341,0000000341,pdf,2,9,Paradigmatic analysis as a means of eliciting knowledge to assist multimedia methodological development,European Journal of Information Systems,"Gallagher, S. and Webb, B.",lfoppiano/grobid:0.8.1,,data/pdfs/9_2/GallagherWebb2000.pdf,article,,
P_0000000342,0000000342,pdf,5,20,Opening the black box of system usage: user adaptation to disruptive IT,European Journal of Information Systems,"Elie-Dit-Cosaque, Christophe M and Straub, Detmar W",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.23,data/pdfs/20_5/ElieDitCosaqueStraub2011.pdf,article,2010,
P_0000000343,0000000343,pdf,3,12,A computer called LEO,European Journal of Information Systems,"Ferry, G.",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE,data/pdfs/12_3/Ferry2003.pdf,article,,Book review
P_0000000344,0000000344,pdf,4,3,Selection of packaged software in small businesses,European Journal of Information Systems,"Chau, P. Y C",lfoppiano/grobid:0.8.1,,data/pdfs/3_4/Chau_Selection Of Packaged Sof.pdf,article,,
P_0000000345,0000000345,pdf,1,20,Alignment within the corporate IT unit: an analysis of software testing and development,European Journal of Information Systems,"Onita, Colin and Dhaliwal, Jasbir",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.52,data/pdfs/20_1/OnitaDhaliwal2011.pdf,article,2010,
P_0000000346,0000000346,pdf,1,15,Consumer Driven Electronic Transformation,European Journal of Information Systems,"Doukidis, Georgios and Vrechopoulos, Adam and Elliott, Geoffrey",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000588,data/pdfs/15_1/DoukidisVrechopoulosElliott2006.pdf,article,,Book review
P_0000000347,0000000347,pdf,4,19,Loose Change,European Journal of Information Systems,"Paul Editor, Ray J",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.40,data/pdfs/19_4/Paul2010.pdf,article,,Contents
P_0000000348,0000000348,pdf,1,2,The design of information technology planning systems for varying organizational contexts,European Journal of Information Systems,"Sambamurthy, V. and Venkataraman, S. and Desanctis, G.",lfoppiano/grobid:0.8.1,,data/pdfs/2_1/Sambamurthy_The Design Of Info.pdf,article,,
P_0000000349,0000000349,pdf,4,28,Enabling service co-production: a theory-building case study,European Journal of Information Systems,"Grace, Audrey and Gleasure, Rob and Finnegan, Patrick and Butler, Tom and Par Agerfalk",lfoppiano/grobid:0.8.1,10.1080/0960085X.2019.1581440,data/pdfs/28_4/GraceGleasureFinneganEtAl2019.pdf,article,,
P_0000000350,0000000350,pdf,3,16,Effects of interaction richness on consumer attitudes and behavioral intentions in e-commerce: some experimental results,European Journal of Information Systems,"Jahng, Jungjoo and Jain, Hemant and Ramamurthy, Keshavamurthy",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000665,data/pdfs/16_3/JahngJainRamamurthy2007.pdf,article,,
P_0000000351,0000000351,pdf,1,26,ETHNOGRAPHY/NARRATIVE Information systems security policy implementation in practice: from best practices to situated practices,European Journal of Information Systems,"Niemimaa, Elina and Niemimaa, Marko",lfoppiano/grobid:0.8.1,10.1057/S41303-016-0025-Y,data/pdfs/26_1/NiemimaaNiemimaa2017.pdf,article,2017,
P_0000000352,0000000352,pdf,1,28,Representing instances: the case for reengineering conceptual modelling grammars,European Journal of Information Systems,"Lukyanenko, Roman and Parsons, Jeffrey and Samuel, Binny M",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1488567,data/pdfs/28_1/LukyanenkoParsonsSamuel2019.pdf,article,,
P_0000000353,0000000353,pdf,3,2,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/2_3/UnknownUNKNOWNr.pdf,article,,Erratum
P_0000000354,0000000354,pdf,4,24,The effect of online social value on satisfaction and continued use of social media,European Journal of Information Systems,"Hu, Tao and Kettinger, William J and Poston, Robin S",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.22,data/pdfs/24_4/HuKettingerPoston2015.pdf,article,2014,
P_0000000355,0000000355,pdf,2,17,A multiple narrative approach to information systems failure: a successful system that failed,European Journal of Information Systems,"Bartis, Eszter and Mitev, Nathalie",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.3,data/pdfs/17_2/BartisMitev2008.pdf,article,,
P_0000000356,0000000356,pdf,3,21,A balanced scorecard for item-level RFID in the retail sector: a Delphi study,European Journal of Information Systems,"Kasiri, Narges and Sharda, Ramesh and Hardgrave, Bill",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.33,data/pdfs/21_3/KasiriShardaHardgrave2012.pdf,article,2011,
P_0000000357,0000000357,pdf,1,15,A genealogical study of boundary-spanning IS design,European Journal of Information Systems,"Gasson, Susan",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000594,data/pdfs/15_1/Gasson2006.pdf,article,,
P_0000000358,0000000358,pdf,4,1,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/1_4/Book_review_4.pdf,article,,Book review
P_0000000359,0000000359,pdf,2,9,EJIS$$121P,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/9_2/UnknownUNKNOWNt.pdf,article,,Book review
P_0000000360,0000000360,pdf,2,2,Empowering a society of future users of information technology: a longitudinal study of an application in early education,European Journal of Information Systems,"Kynigos, C. and Gyftodimos, G. and Georgiadis, P.",lfoppiano/grobid:0.8.1,,data/pdfs/2_2/Kynigos_Empowering A Society O.pdf,article,,
P_0000000361,0000000361,pdf,1,12,Electronic Commerce: B2C Strategies and Models,European Journal of Information Systems,"Hopkins, Brian and Eliott, S.",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS,data/pdfs/12_1/Alexander2003.pdf,article,,Book review
P_0000000362,0000000362,pdf,4,23,An empirical evaluation of existing IS change theories for the case of IOIS evolution,European Journal of Information Systems,"Reimers, Kai and Johnston, Robert B and Klein, Stefan",lfoppiano/grobid:0.8.1,10.1057/EJIS.2013.7,data/pdfs/23_4/ReimersJohnstonKlein2014.pdf,article,2013,
P_0000000363,0000000363,pdf,6,19,"Commentary on Hunter's 'Same technology, different outcome?'",European Journal of Information Systems,"Koufaris, Marios",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.41,data/pdfs/19_6/Koufaris2010.pdf,article,2010,
P_0000000364,0000000364,pdf,1,9,The adoption and design methodologies of component-based enterprise systems,European Journal of Information Systems,"Fan, M. and Stallaert, J. and Whinston, A. B",lfoppiano/grobid:0.8.1,,data/pdfs/9_1/FanStallaertWhinston2000.pdf,article,,
P_0000000365,0000000365,pdf,6,24,Personal information management effectiveness of knowledge workers: conceptual development and empirical validation,European Journal of Information Systems,"Hwang, Yujong and Kettinger, William J and Yi, Y.",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.24,data/pdfs/24_6/HwangKettingerYi2015.pdf,article,2014,
P_0000000366,0000000366,pdf,3,15,Secondary user relations in emerging mobile computing environments,European Journal of Information Systems,"Ferneley, Elaine and Light, Ben",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000620,data/pdfs/15_3/FerneleyLight2006.pdf,article,,
P_0000000367,0000000367,pdf,4,3,A relativist approach to studying the social construction of information technology,European Journal of Information Systems,"Sahay, S. and Palit, M. and Robey, D.",lfoppiano/grobid:0.8.1,,data/pdfs/3_4/Sahay_A Relativist Approach To.pdf,article,,
P_0000000368,0000000368,pdf,2,9,IT Investments in Developing Countries: An Assessment and Practical Guide,European Journal of Information Systems,"Lubbe, S.",lfoppiano/grobid:0.8.1,,data/pdfs/9_2/Lubbe2000.pdf,article,,Book review
P_0000000369,0000000369,pdf,4,8,Evaluation of information technology: strategies in Spanish firms,European Journal of Information Systems,"Huerta, E. and Sa ´nchez, P. J",lfoppiano/grobid:0.8.1,,data/pdfs/8_4/Huerta1999_Evaluation Of Infor.pdf,article,,
P_0000000370,0000000370,pdf,4,16,Towards improving the navigability of Web applications: a model-driven approach,European Journal of Information Systems,"Castro, Cristina Cachero and ´1, Santiago Melia and Genero, Marcela and Poels, Geert and Calero, Coral",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000690,data/pdfs/16_4/CastroMeliaGeneroEtAl2007.pdf,article,,
P_0000000371,0000000371,pdf,2,17,Time to stop researching the important things?,European Journal of Information Systems,"Powell, Philip and Woerndl, Maria",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.11,data/pdfs/17_2/PowellWoerndl2008.pdf,article,,
P_0000000372,0000000372,pdf,3,5,To outsource IT or not?: recent research on economics and evaluation practice,European Journal of Information Systems,"Willcocks, L. and Fitzgerald, G. and Lacity, M.",lfoppiano/grobid:0.8.1,,data/pdfs/5_3/Willcocks1996_To Outsource It .pdf,article,,
P_0000000373,0000000373,pdf,1,20,"IT professional identity: needs, perceptions, and belonging",European Journal of Information Systems,"Brooks, Nita G and Riemenschneider, Cindy K and Hardgrave, Bill C and O'leary-Kelly, Anne M and Riemenschneider, Cynthia K and And, William R and Howard, Cacilia",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.48,data/pdfs/20_1/BrooksRiemenschneiderHardgraveEtAl2011.pdf,article,2010,
P_0000000374,0000000374,pdf,3,23,Guidelines for improving the contextual relevance of field surveys: the case of information security policy violations,European Journal of Information Systems,"Siponen, Mikko and Vance, Anthony",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.59,data/pdfs/23_3/SiponenVance2014.pdf,article,2013,
P_0000000375,0000000375,pdf,4,1,Building Knowledge Based Systems: Towards a Methodology,European Journal of Information Systems,"Lim, Wan Yee and Edwards, John S",lfoppiano/grobid:0.8.1,,data/pdfs/1_4/Book_review_1.pdf,article,,Book review
P_0000000376,0000000376,pdf,2,20,"A framework for stakeholder oriented mindfulness: case of RFID implementation at YCH Group, Singapore",European Journal of Information Systems,"Teo, Thompson S H and Srivastava, Shirish C and Ranganathan, Chandrasekaran and Loo, James W K",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.58,data/pdfs/20_2/TeoSrivastavaRanganathanEtAl2011.pdf,article,2010,
P_0000000377,0000000377,pdf,2,1,An investigation of the use of computers within operational research,European Journal of Information Systems,"Cornford, T. and Doukidis, G. I",lfoppiano/grobid:0.8.1,,data/pdfs/1_2/ejis199121a.pdf,article,,
P_0000000378,0000000378,pdf,2,22,Shareholder reaction to firm investments in the capability maturity model: an event study,European Journal of Information Systems,"Filbeck, Greg and Swinarski, Matthew and Zhao, Xin",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.54,data/pdfs/22_2/FilbeckSwinarskiZhao2013.pdf,article,2013,
P_0000000379,0000000379,pdf,3,18,"Contemplating public policy in HIV/AIDS online content, then where is the technology spirit?",European Journal of Information Systems,"Payton, Fay Cobb and Kiwanuka-Tondo, James",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.16,data/pdfs/18_3/PaytonKiwanukaTondo2009.pdf,article,2009,
P_0000000380,0000000380,pdf,3,22,Sympathy or strategy: social capital drivers for collaborative contributions to the IS community,European Journal of Information Systems,"Trier, Matthias and Molka-Danielsen, Judith",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.27,data/pdfs/22_3/TrierMolkaDanielsen2013.pdf,article,2012,
P_0000000381,0000000381,pdf,5,22,Exploring value networks: theorising the creation and capture of value with open source software,European Journal of Information Systems,"Morgan, Lorraine and Feller, Joseph and Finnegan, Patrick",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.44,data/pdfs/22_5/MorganFellerFinnegan2013.pdf,article,2012,
P_0000000382,0000000382,pdf,6,24,Flexible generification: ICT standardization strategies and service innovation in health care,European Journal of Information Systems,"Hanseth, Ole and Bygstad, Bendik",lfoppiano/grobid:0.8.1,10.1057/EJIS.2015.1,data/pdfs/24_6/HansethBygstad2015.pdf,article,2015,
P_0000000383,0000000383,pdf,2,26,Conflicts and complements between eastern cultures and agile methods: an empirical investigation,European Journal of Information Systems,"Ramesh, Balasubramaniam and Cao, Lan and Kim, Jongwoo and Mohan, Kannan and James, Tabitha L",lfoppiano/grobid:0.8.1,10.1057/S41303-016-0023-0,data/pdfs/26_2/RameshCaoKimEtAl2017.pdf,article,2017,
P_0000000384,0000000384,pdf,3,25,"Web assurance seal services, trust and consumers' concerns: an investigation of e-commerce transaction intentions across two nations",European Journal of Information Systems,"Kim, Dan J and Yim, Myung-Seong and Sugumaran, Vijayan and Raghav Rao, H.",lfoppiano/grobid:0.8.1,10.1057/EJIS.2015.16,data/pdfs/25_3/KimYimSugumaranEtAl2016.pdf,article,2015,
P_0000000385,0000000385,pdf,4,16,Model-driven systems development: an introduction,European Journal of Information Systems,"Lycett, Mark and Marcos, Esperanza and Storey, Veda",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000684,data/pdfs/16_4/LycettMarcosStorey2007.pdf,article,,
P_0000000386,0000000386,pdf,2,15,Agile improvement practices in software organizations,European Journal of Information Systems,"¨rjesson, Anna Bo and Martinsson, Fredrik and Timmera, Magnus and Bo, Anna",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000603,data/pdfs/15_2/BorjessonMartinssonTimmeras2006.pdf,article,,
P_0000000387,0000000387,pdf,6,21,Conceptualising improvisation in information systems security,European Journal of Information Systems,"Njenga, Kennedy and Brown, Irwin",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.3,data/pdfs/21_6/NjengaBrown2012.pdf,article,2012,
P_0000000388,0000000388,pdf,1,30,When your data has COVID-19: how the changing context disrupts data collection and what to do about it,European Journal of Information Systems,"Prommegger, Barbara and Thatcher, Jason Bennett and Wiesche, Manuel and Krcmar, Helmut and Ågerfalk, Pär and Conboy, Kieran and Myers, Michael",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1841573,data/pdfs/30_1/PrommeggerBennettThatcherWiescheEtAl2021.pdf,article,,
P_0000000389,0000000389,pdf,1,11,,European Journal of Information Systems,"Trauth, E. M",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE/EJIS/3000404,data/pdfs/11_1/Hollocks2002.pdf,article,,Book review
P_0000000390,0000000390,pdf,1,19,"Dressage, control, and enterprise systems: the case of NASA's Full Cost initiative",European Journal of Information Systems,"Berente, Nicholas and Gal, Uri and Yoo, Youngjin",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.47,data/pdfs/19_1/BerenteGalYoo2010.pdf,article,2010,
P_0000000391,0000000391,pdf,6,25,"Contextualization and problematization, gamification and affordance: a traveler's reflections on EJIS",European Journal of Information Systems,"Te'eni, Dov",lfoppiano/grobid:0.8.1,10.1057/S41303-016-0028-8,data/pdfs/25_6/Teeni2016.pdf,article,,
P_0000000392,0000000392,pdf,5,16,A programme management approach for ensuring curriculum coherence in IS (higher) education,European Journal of Information Systems,"Hatzakis, Tally and Lycett, Mark and Serrano, Alan Edwin",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000707,data/pdfs/16_5/HatzakisLycettSerrano2007.pdf,article,,
P_0000000393,0000000393,pdf,6,28,How quickly do we learn conceptual models?,European Journal of Information Systems,"Bera, Palash and Poels, Geert and Par Agerfalk and Karlsson, Fredrik",lfoppiano/grobid:0.8.1,10.1080/0960085X.2019.1673972,data/pdfs/28_6/BeraPoels2019.pdf,article,,
P_0000000394,0000000394,pdf,1,20,A response to the design-oriented information systems research memorandum,European Journal of Information Systems,"Baskerville, Richard and Lyytinen, Kalle and Sambamurthy, Vallabh and Straub, Detmar and Robinson, J. Mack",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.56,data/pdfs/20_1/BaskervilleLyytinenSambamurthyEtAl2011.pdf,article,2010,
P_0000000395,0000000395,pdf,2,6,The moderating effect of organizational commitment on burnout in information systems professionals,European Journal of Information Systems,"King, R. C and Sethi, V.",lfoppiano/grobid:0.8.1,,data/pdfs/6_2/3000259a.pdf,article,,
P_0000000396,0000000396,pdf,3,27,Philosophical foundations for informing the future(S) through IS research,European Journal of Information Systems,"Chiasson, Mike and Davidson, Elizabeth and Winter, Jenifer",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1435232,data/pdfs/27_3/ChiassonDavidsonWinter2018.pdf,article,,
P_0000000397,0000000397,pdf,2,17,Information system development activities and inquiring systems: an integrating framework,European Journal of Information Systems,"Carugati, Andrea",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.5,data/pdfs/17_2/Carugati2008a.pdf,article,,
P_0000000398,0000000398,pdf,4,9,A theory of industry-level activity for understanding the adoption of interorganizational systems,European Journal of Information Systems,"Johnston, R. B and Gregor, S.",lfoppiano/grobid:0.8.1,,data/pdfs/9_4/JohnstonGregor2000.pdf,article,,
P_0000000399,0000000399,pdf,1,31,Merchants' adoption of mobile payment in emerging economies: the case of unorganised retailers in India,European Journal of Information Systems,"Mishra, Vishal and Walsh, Isabelle and Srivastava, Ankur and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",lfoppiano/grobid:0.8.1,10.1080/0960085X.2021.1978338,data/pdfs/31_1/Merchants adoption of mobile payment in emerging economies the case of unorganised retailers in India.pdf,article,,
P_0000000400,0000000400,pdf,2,23,Understanding online customers' ties to merchants: the moderating influence of trust on the relationship between switching costs and e-loyalty,European Journal of Information Systems,"Carter, Michelle and Wright, Ryan and Thatcher, Jason Bennett and Klein, Richard",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.55,data/pdfs/23_2/CarterWrightThatcherEtAl2014.pdf,article,2012,
P_0000000401,0000000401,pdf,2,7,The relationship model between the influence factors and the strategic applications of information systems,European Journal of Information Systems,"Choe, J-M and Lee, Y-H and Park, K-C",lfoppiano/grobid:0.8.1,,data/pdfs/7_2/Choe1998_The Relationship Mode.pdf,article,,
P_0000000402,0000000402,pdf,2,24,Discovery paths: exploring emergence and IT evolutionary design in cross-border M&As. Analysing grupo Santander's acquisition of abbey (2004-2009),European Journal of Information Systems,"Busquets, Javier",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.38,data/pdfs/24_2/Busquets2015a.pdf,article,2015,
P_0000000403,0000000403,pdf,2,15,Business agility and diffusion of information technology,European Journal of Information Systems,"Mathiassen, Lars and Pries-Heje, Jan",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000610,data/pdfs/15_2/MathiassenPriesHeje2006.pdf,article,,
P_0000000404,0000000404,pdf,2,18,Improving multiple-password recall: an empirical study,European Journal of Information Systems,"Zhang, Jie and Luo, Xin and Akkaladevi, Somasheker and Ziegelmayer, Jennifer",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.9,data/pdfs/18_2/ZhangLuoAkkaladeviEtAl2009.pdf,article,2009,
P_0000000405,0000000405,pdf,2,31,The online community knowledge flows: distance and direction,European Journal of Information Systems,"Mozaffar, Hajar and Panteli, Niki and Myers, Michael",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1866442,data/pdfs/31_2/The online community knowledge flows distance and direction.pdf,article,,
P_0000000406,0000000406,pdf,1,2,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/2_1/UnknownUNKNOWNu.pdf,article,,
P_0000000407,0000000407,pdf,2,2,A temporal framework for managing retroactive and delayed updates: an application to the payroll information system of the Greek public sector,European Journal of Information Systems,"Ioannidis, E. V and Kokkotos, S. and Spyropoulos, C. D",lfoppiano/grobid:0.8.1,,data/pdfs/2_2/Ioannidis_A Temporal Framework.pdf,article,,
P_0000000408,0000000408,pdf,3,19,Control patterns in a health-care network,European Journal of Information Systems,"Kartseva, Vera and Hulstijn, Joris and Gordijn, Jaap and Tan, Yao-Hua and Al",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.13,data/pdfs/19_3/KartsevaHulstijnGordijnEtAl2010.pdf,article,2010,
P_0000000409,0000000409,pdf,5,27,Transparency in literature reviews: an assessment of reporting practices across review types and genres in top IS journals,European Journal of Information Systems,"Templier, Mathieu and Paré, Guy",lfoppiano/grobid:0.8.1,10.1080/0960085X.2017.1398880,data/pdfs/27_5/TemplierPare2018.pdf,article,,
P_0000000410,0000000410,pdf,2,26,"Interorganizational dependence, information transparency in interorganizational information systems, and supply chain performance",European Journal of Information Systems,"Cho, Bangho and Ryoo, Sung Yul and Kim, Kyung Kyu",lfoppiano/grobid:0.8.1,10.1057/S41303-017-0038-1,data/pdfs/26_2/ChoRyooKim2017.pdf,article,2017,
P_0000000411,0000000411,pdf,4,13,Strategic aspirations for net-enabled business,European Journal of Information Systems,"Hackbarth, Gary and Kettinger, William J",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000511,data/pdfs/13_4/HackbarthKettinger2004.pdf,article,,
P_0000000412,0000000412,pdf,6,15,New frontiers for information systems research: computer art as an information system,European Journal of Information Systems,"Oates, Briony J",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000649,data/pdfs/15_6/Oates2006.pdf,article,,
P_0000000413,0000000413,pdf,3,14,,European Journal of Information Systems,"Themistocleous, Marinos",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000543,data/pdfs/14_3/Themistocleous2005.pdf,article,,
P_0000000414,0000000414,pdf,3,14,Making ERPs work: accountants and the introduction of ERP systems,European Journal of Information Systems,"Newman, Mike and Westrup, Chris",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000539,data/pdfs/14_3/NewmanWestrup2005.pdf,article,,
P_0000000415,0000000415,pdf,6,17,Contextual dynamics during health information systems implementation: an event-based actor-network approach,European Journal of Information Systems,"Cho, Sunyoung and Mathiassen, Lars and Nilsson, Agneta",lfoppiano/grobid:0.8.1,10.1057/EJIS200849,data/pdfs/17_6/ChoMathiassenNilsson2008.pdf,article,,
P_0000000416,0000000416,pdf,1,21,Some considerations for articles introducing new and/or novel quantitative methods to IS researchers,European Journal of Information Systems,"Chin, Wynne W and Junglas, Iris and Rolda, Jose ´l",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.46,data/pdfs/21_1/ChinJunglasRoldan2012.pdf,article,2011,
P_0000000417,0000000417,pdf,5,22,Inter-firm IT governance in power-imbalanced buyer-supplier dyads: exploring how it works and why it lasts,European Journal of Information Systems,"Xiao, Jinghua and Xie, Kang and Hu, Qing",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.40,data/pdfs/22_5/XiaoXieHu2013.pdf,article,2012,
P_0000000418,0000000418,pdf,1,8,"Empirically testing the benefits, problems, and success factors for telecommuting programmes",European Journal of Information Systems,"Guimaraes, T. and Dallow, P.",lfoppiano/grobid:0.8.1,,data/pdfs/8_1/Guimaraes1999_Empirically Test.pdf,article,,
P_0000000419,0000000419,pdf,1,13,An Editor's Values,European Journal of Information Systems,"Baskerville, Richard",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000488,data/pdfs/13_1/Baskerville2004.pdf,article,,
P_0000000420,0000000420,pdf,5,20,Investigating the reliability of second-order formative measurement in information systems research,European Journal of Information Systems,"Shin, Bongsik and Kim, Gimun",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.7,data/pdfs/20_5/ShinKim2011.pdf,article,2011,
P_0000000421,0000000421,pdf,4,2,A framework for managing software make or buy,European Journal of Information Systems,"Rands, T.",lfoppiano/grobid:0.8.1,,data/pdfs/2_4/Rands_A Framework For Managing.pdf,article,,
P_0000000422,0000000422,pdf,5,14,Imagining Claudio Ciborra's next research agenda,European Journal of Information Systems,"Resca, Andrea",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000566,data/pdfs/14_5/Resca2005.pdf,article,,Contents
P_0000000423,0000000423,pdf,1,3,Metaphors and their meaning for information systems development,European Journal of Information Systems,"Kendall, J. E and Kendall, K. E",lfoppiano/grobid:0.8.1,,data/pdfs/3_1/Kendall_Metaphors And Their Me.pdf,article,,
P_0000000424,0000000424,pdf,4,5,Understanding IS implementation by estimating power of subunits,European Journal of Information Systems,"Cavaye, Alm and Christiansen, John K",lfoppiano/grobid:0.8.1,,data/pdfs/5_4/Cavaye1996_Understanding Is Im.pdf,article,,
P_0000000425,0000000425,pdf,6,22,The pursuit of trust in ad hoc virtual teams: how much electronic portrayal is too much?,European Journal of Information Systems,"Altschuller, Shoshana and Benbunan-Fich, Raquel",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.39,data/pdfs/22_6/AltschullerBenbunanFich2013.pdf,article,2012,
P_0000000426,0000000426,pdf,6,1,Towards an SSM toolkit: rich picture diagramming,European Journal of Information Systems,"Avison, D. E and Golder, P. A and Shah, H. U",lfoppiano/grobid:0.8.1,,data/pdfs/1_6/Avison_Towards An Ssm Toolkit .pdf,article,,
