ID,ENTRYTYPE,doi,author,journal,title,year,volume,number,pages,url,abstract,language,dblp_key
000278,article,10.17705/1JAIS.00590,"Østerlund, Carsten and Crowston, Kevin and Jackson, Corey",Journal of the Association for Information Systems,"Building an Apparatus: Refractive, Reflective, and Diffractive Readings of Trace Data",2020,,,1--22,https://aisel.aisnet.org/jais/vol21/iss1/10,,,
000279,article,10.17705/1JAIS.00054,"Fichman, Robert",Journal of the Association for Information Systems,Going Beyond the Dominant Paradigm for Information Technology Innovation Research: Emerging Concepts and Methods,2004,5,8,314--355,https://aisel.aisnet.org/jais/vol5/iss8/11,,,
000280,article,10.17705/1JAIS.00086,"Tan, Chengxun and Sia, Siew",Journal of the Association for Information Systems,Managing Flexibility in Outsourcing,2006,7,4,179--206,https://aisel.aisnet.org/jais/vol7/iss4/10,,,
000281,article,10.17705/1JAIS.0060,"Setia, Pankaj and Setia, Monika and Krishnan, Ranjani and Sambamurthy, Vallabh",Journal of the Association for Information Systems,The Effects of the Assimilation and Use of IT Applications on Financial Performance in Healthcare Organizations,2011,12,3,274--298,https://aisel.aisnet.org/jais/vol12/iss3/1,,,
000282,article,10.17705/1JAIS.00421,"Nancy, Pouloudi and Currie, Wendy and Whitley, Edgar",Journal of the Association for Information Systems,Entangled Stakeholder Roles and Perceptions in Health Information Systems: A Longitudinal Study of the U.K. NHS N3 Network,2016,17,2,107--161,https://aisel.aisnet.org/jais/vol17/iss2/1,,,
000283,article,10.17705/1JAIS.00424,"Warkentin, Merrill and Walden, Eric and Johnston, Allen and Straub, Detmar",Journal of the Association for Information Systems,Neural Correlates of Protection Motivation for Secure IT Behaviors: An fMRI Examination,2016,17,3,194--215,https://aisel.aisnet.org/jais/vol17/iss3/1,,,
000284,article,10.17705/1JAIS.00586,"Ormond, Dustin and Warkentin, Merrill and Crossler, Robert E.",Journal of the Association for Information Systems,Integrating Cognition with an Affective Lens to Better Understand Information Security Policy Compliance,2019,,,1794--1843,https://aisel.aisnet.org/jais/vol20/iss12/4,,,
000285,article,10.17705/1JAIS.00533,"Johnston, Allen C. and Di Gangi, Paul M. and Howard, Jack and Worrell, James",Journal of the Association for Information Systems,It Takes a Village: Understanding the Collective Security Efficacy of Employee Groups,2019,,,186--212,https://aisel.aisnet.org/jais/vol20/iss3/3,,,
000286,article,10.17705/1JAIS.00214,"Chatterjee, Sutirtha and Sarker, Suprateek and Fuller, Mark",Journal of the Association for Information Systems,Ethical Information Systems Development: A Baumanian Postmodernist Perspective,2009,10,11,787--815,https://aisel.aisnet.org/jais/vol10/iss11/3,,,
000287,article,10.17705/1JAIS.00059,"Cenfetelli, Ronald",Journal of the Association for Information Systems,Inhibitors and Enablers as Dual Factor Concepts in Technology Usage,2004,5,11,472--492,https://aisel.aisnet.org/jais/vol5/iss11/16,,,
000288,article,10.17705/1JAIS.00267,"Al-Natour, Sameh and Benbasat, Izak and Cenfetelli, Ronald",Journal of the Association for Information Systems,The Adoption of Online Shopping Assistants: Perceived Similarity as an Antecedent to Evaluative Beliefs,2011,12,5,347--374,https://aisel.aisnet.org/jais/vol12/iss5/2,,,
000289,article,10.17705/1JAIS.00130,"Datta, Pratim",Journal of the Association for Information Systems,An Agent-Mediated Knowledge-in-Motion Model,2007,8,5,287--311,https://aisel.aisnet.org/jais/vol8/iss5/20,,,
000290,article,10.17705/1JAIS.00071,"Kraemer, Kenneth and Ganley, Dale and Dewan, Sanjeev",Journal of the Association for Information Systems,Across the Digital Divide: A Cross-Country Multi-Technology Analysis of the Determinants of IT Penetration,2005,6,12,409--432,https://aisel.aisnet.org/jais/vol6/iss12/10,,,
000291,article,10.17705/1JAIS.00370,"Wang, Weiquan and Zhao, Yi and Qiu, Lingyun and Zhu, Yan",Journal of the Association for Information Systems,Effects of Emoticons on the Acceptance of Negative Feedback in Computer-Mediated Communication,2014,15,8,454--483,https://aisel.aisnet.org/jais/vol15/iss8/3,,,
000292,article,10.17705/1JAIS.00301,"Jewer, Jennifer and McKay, Kenneth",Journal of the Association for Information Systems,Antecedents and Consequences of Board IT Governance: Institutional and Strategic Choice Perspectives,2012,13,7,581--617,https://aisel.aisnet.org/jais/vol13/iss7/1,,,
000293,article,10.17705/1JAIS.00199,"Ribes, David and Finholt, Thomas",Journal of the Association for Information Systems,The Long Now of Technology Infrastructure: Articulating Tensions in Development,2009,10,5,375--398,https://aisel.aisnet.org/jais/vol10/iss5/5,,,
000294,article,10.17705/1JAIS.00388,"Verhagen, Tibert and Hooff, Bart and Meents, Selmar",Journal of the Association for Information Systems,Toward a Better Use of the Semantic Differential in IS Research: An Integrative Framework of Suggested Action,2015,16,2,108--143,https://aisel.aisnet.org/jais/vol16/iss2/1,,,
000295,article,10.17705/1JAIS.00124,"Straub, Detmar and Burton-Jones, Andrew",Journal of the Association for Information Systems,"Veni, Vidi, Vici: Breaking the TAM Logjam",2007,8,4,223--229,https://aisel.aisnet.org/jais/vol8/iss4/14,,,
000296,article,10.17705/1JAIS.00282,"Howison, James and Wiggins, Andrea and Crowston, Kevin",Journal of the Association for Information Systems,Validity Issues in the Use of Social Network Analysis with Digital Trace Data,2011,12,12,767--797,https://aisel.aisnet.org/jais/vol12/iss12/2,,,
000297,article,10.17705/1JAIS.00561,"Chen, Langtao and Baird, Aaron and Straub, Detmar",Journal of the Association for Information Systems,"""An Analysis of the Evolving Intellectual Structure of Health Information Systems Research in the Information Systems Discipline""",2019,,,1023--1074,https://aisel.aisnet.org/jais/vol20/iss8/5,,,
000298,article,10.17705/1JAIS.00389,"Li, Seth and Karahanna, Elena",Journal of the Association for Information Systems,Online Recommendation Systems in a B2C E-Commerce Context: A Review and Future Directions,2015,16,2,72--107,https://aisel.aisnet.org/jais/vol16/iss2/2,,,
000299,article,10.17705/1JAIS.00337,"Robey, Daniel and Anderson, Chad and Raymond, Benoit",Journal of the Association for Information Systems,"Information Technology, Materiality, and Organizational Change: A Professional Odyssey",2013,14,7,379--398,https://aisel.aisnet.org/jais/vol14/iss7/1,,,
000300,article,10.17705/1JAIS.00408,"Meth, Hendrik and Mueller, Benjamin and Maedche, Alexander",Journal of the Association for Information Systems,Designing a Requirement Mining System,2015,16,9,799--837,https://aisel.aisnet.org/jais/vol16/iss9/2,,,
000301,article,10.17705/1JAIS.00245,"Aksulu, Altay and Wade, Michael",Journal of the Association for Information Systems,A Comprehensive Review and Synthesis of Open Source Research,2010,11,11,576--656,https://aisel.aisnet.org/jais/vol11/iss11/6,,,
000302,article,10.17705/1JAIS.00100,"Sun, Heshan and Zhang, Ping",Journal of the Association for Information Systems,Causal Relationships between Perceived Enjoyment and Perceived Ease of Use: An Alternative Approach,2006,7,9,618--645,https://aisel.aisnet.org/jais/vol7/iss9/24,,,
000303,article,10.17705/1JAIS.00547,"Montealegre, Ramiro and Iyengar, Kishen and Sweeney, Jeffrey",Journal of the Association for Information Systems,Understanding Ambidexterity: Managing Contradictory Tensions Between Exploration and Exploitation in the Evolution of Digital Infrastructure,2019,,,647--680,https://aisel.aisnet.org/jais/vol20/iss5/1,,,
000304,article,10.17705/1JAIS.00090,"Wade, Michael and Biehl, Markus and Kim, Henry",Journal of the Association for Information Systems,Information Systems is Not a Reference Discipline (And What We Can Do About It),2006,7,5,247--269,https://aisel.aisnet.org/jais/vol7/iss5/14,,,
000305,article,10.17705/1JAIS.00336,"Vessey, Iris and Ward, Kerry",Journal of the Association for Information Systems,The Dynamics of Sustainable IS Alignment: The Case for IS Adaptivity,2013,14,6,283--311,https://aisel.aisnet.org/jais/vol14/iss6/2,,,
000306,article,10.17705/1JAIS.00449,"Salehan, Mohammad and Kim, Dan and Kim, Changsu",Journal of the Association for Information Systems,Use of Online Social Networking Services from a Theoretical Perspective of the Motivation-Participation-Performance Framework,2017,18,2,141--172,https://aisel.aisnet.org/jais/vol18/iss2/1,,,
000307,article,10.17705/1JAIS.00529,"Park, EunHee and Im, Ghiyoung and Storey, Veda C. and Baskerville, Richard L.",Journal of the Association for Information Systems,"Never, Never Together Again: How Postpurchase Affect Drives Consumer Outcomes Within the Context of Online Consumer Support Communities",2019,20,,58--104,https://aisel.aisnet.org/jais/vol20/iss1/1,,,
000308,article,10.17705/1JAIS.00069,"Pavlou, Paul and Housel, Thomas and Rodgers, Waymond and Jansen, Erik",Journal of the Association for Information Systems,Measuring the Return on Information Technology: A Knowledge-Based Approach for Revenue Allocation at the Process and Firm Level,2005,6,7,199--226,https://aisel.aisnet.org/jais/vol6/iss7/8,,,
000309,article,10.17705/1JAIS.00556,"Larsen, Kai R. and Hovorka, Dirk S. and Dennis, Alan R. and West, Jevin D.",Journal of the Association for Information Systems,"""Understanding the Elephant: The Discourse Approach to Boundary Identification and Corpus Construction for Theory Review Articles""",2019,,,887--927,https://aisel.aisnet.org/jais/vol20/iss7/15,,,
000310,article,10.17705/1JAIS.00616,"Widjaja, Thomas and Gregory, Robert",Journal of the Association for Information Systems,Monitoring the Complexity of IT Architectures: Design Principles and an IT Artifact,2020,21,3,664--694,https://aisel.aisnet.org/jais/vol21/iss3/4,,,
000311,article,10.17705/1JAIS.00571,"Rossi, Matti and Mueller-Bloch, Christoph and Thatcher, Jason Bennett and Beck, Roman",Journal of the Association for Information Systems,"""Blockchain Research in Information Systems: Current Trends and an Inclusive Future Research Agenda""",2019,,,1388--1403,https://aisel.aisnet.org/jais/vol20/iss9/14,,,
000312,article,10.17705/1JAIS.00066,"Lou, Hao and Chau, Patrick and Li, Dahui",Journal of the Association for Information Systems,Understanding Individual Adoption of Instant Messaging: An Empirical Investigation,2005,6,4,102--129,https://aisel.aisnet.org/jais/vol6/iss4/5,,,
000313,article,10.17705/1JAIS.00129,"Jones, David and Gregor, Shirley",Journal of the Association for Information Systems,The Anatomy of a Design Theory,2007,8,5,312--335,https://aisel.aisnet.org/jais/vol8/iss5/19,,,
000314,article,10.17705/1JAIS.00239,"Chan, Frank and Thong, James and Venkatesh, Viswanath and Brown, Susan and Hu, Paul and Tam, Kar",Journal of the Association for Information Systems,Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,11,10,519--549,https://aisel.aisnet.org/jais/vol11/iss10/2,,,
000315,article,10.17705/1JAIS.00426,"Tripp, John and Rienemschneider, Cindy and Thatcher, Jason",Journal of the Association for Information Systems,Job Satisfaction in Agile Development Teams: Agile Development as Work Redesign,2016,17,4,267--307,https://aisel.aisnet.org/jais/vol17/iss4/1,,,
000316,article,10.17705/1JAIS.00302,"Kock, Ned and Lynn, Gary",Journal of the Association for Information Systems,Lateral Collinearity and Misleading Results in Variance-Based SEM: An Illustration and Recommendations,2012,13,7,546--580,https://aisel.aisnet.org/jais/vol13/iss7/2,,,
000317,article,10.17705/1JAIS.00427,"Cram, W. Alec and Brohman, Kathryn and Gallupe, R. Brent",Journal of the Association for Information Systems,Information Systems Control: A Review and Framework for Emerging Information Systems Processes,2016,17,4,216--266,https://aisel.aisnet.org/jais/vol17/iss4/2,,,
000318,article,10.17705/1JAIS.00522,"Xu, Hong",Journal of the Association for Information Systems,Is More Information Better? An Economic Analysis of Group-Buying Platforms,2018,,,1130--1144,https://aisel.aisnet.org/jais/vol19/iss11/1,,,
000319,article,10.17705/1JAIS.00509,"Slavova, Mira and Karanasios, Stan",Journal of the Association for Information Systems,When Institutional Logics Meet Information and Communication Technologies: Examining Hybrid Information Practices in Ghana’s Agriculture,2018,19,,775--812,https://aisel.aisnet.org/jais/vol19/iss9/4,,,
000320,article,10.17705/1JAIS.00660,"Jenkins, Jeffrey and Durcikova, Alexandra and Nunamaker, Jay",Journal of the Association for Information Systems,Mitigating the Security Intention-Behavior Gap: The Moderating Role of Required Effort on the Intention-Behavior Relationship,2021,22,1,246--272,https://aisel.aisnet.org/jais/vol22/iss1/1,,,
000321,article,10.17705/1JAIS.00656,"Hanseth, Ole and Rodon Modol, Joan",Journal of the Association for Information Systems,The Dynamics of Architecture-Governance Configurations: An Assemblage Theory Approach,2021,22,1,130--155,https://aisel.aisnet.org/jais/vol22/iss1/5,,,
000322,article,10.17705/1JAIS.00384,"Sherer, Susan",Journal of the Association for Information Systems,Advocating for Action Design Research on IT Value Creation in Healthcare,2014,15,12,860--878,https://aisel.aisnet.org/jais/vol15/iss12/2,,,
000323,article,10.17705/1JAIS.00464,"Cheung, Muller and Hong, Weiyin and Thong, James",Journal of the Association for Information Systems,Effects of Animation on Attentional Resources of Online Consumers,2017,18,8,605--632,https://aisel.aisnet.org/jais/vol18/iss8/1,,,
000324,article,10.17705/1JAIS.00067,"Datta, Pratim and Byrd, Terry and Okoli, Chitu and Mbarika, Victor",Journal of the Association for Information Systems,The Neglected Continent of IS Research: A Research Agenda for Sub-Saharan Africa,2005,6,5,130--170,https://aisel.aisnet.org/jais/vol6/iss5/6,,,
000325,article,10.17705/1JAIS.00418,"Crowston, Kevin",Journal of the Association for Information Systems,"Response to “Ideational Influence, Connectedness, and Venue Representation: Making an Assessment of Scholarly Capital”",2016,17,1,29--33,https://aisel.aisnet.org/jais/vol17/iss1/2,,,
000326,article,10.17705/1JAIS.00368,"Watson, Richard",Journal of the Association for Information Systems,A Personal Perspective on a Conceptual Foundation for Information Systems,2014,15,8,514--535,https://aisel.aisnet.org/jais/vol15/iss8/1,,,
000327,article,10.17705/1JAIS.00211,"Lyytinen, Kalle",Journal of the Association for Information Systems,Data matters in IS theory building,2009,10,10,715--720,https://aisel.aisnet.org/jais/vol10/iss10/3,,,
000328,article,10.17705/1JAIS.00615,"Germonprez, Matt and Levy, Matt and Kendall, Julie and Kendall, Kenneth",Journal of the Association for Information Systems,Tapestries of Innovation: Structures of Contemporary Open Source Project Engagements,2020,21,3,637--663,https://aisel.aisnet.org/jais/vol21/iss3/5,,,
000329,article,10.17705/1JAIS.00653,"Serenko, Alexander and Turel, Ofir",Journal of the Association for Information Systems,Why Are Women Underrepresented in the American IT Industry? The Role of Explicit and Implicit Gender Identities,2021,22,1,41--66,https://aisel.aisnet.org/jais/vol22/iss1/8,,,
000330,article,10.17705/1JAIS.00549,"Jetzek, Thorhildur and Avital, Michel and Bjorn-Andersen, Niels",Journal of the Association for Information Systems,The Sustainable Value of Open Government Data,2019,,,702--734,https://aisel.aisnet.org/jais/vol20/iss6/6,,,
000331,article,10.17705/1JAIS.00641,"Wang, Blair and Schlagwein, Daniel and Cecez-Kecmanovic, Dubravka and Cahalane, Michael",Journal of the Association for Information Systems,Beyond the Factory Paradigm: Digital Nomadism and the Digital Future(s) of Knowledge Work Post-COVID-19,2020,21,,1379--1401,https://aisel.aisnet.org/jais/vol21/iss6/10,,,
000332,article,10.17705/1JAIS.00455,"Chatla, Suneel and Shmueli, Galit",Journal of the Association for Information Systems,An Extensive Examination of Regression Models with a Binary Outcome Variable,2017,18,4,340--371,https://aisel.aisnet.org/jais/vol18/iss4/1,,,
000333,article,10.17705/1JAIS.00651,"Leidner, Dorothy",Journal of the Association for Information Systems,Editorial Reflections: Looking Back on 2020,2021,22,1,1--4,https://aisel.aisnet.org/jais/vol22/iss1/10,,,
000334,article,10.17705/1JAIS.00188,"Bragge, Johanna and Merisalo-Rantanen, Hilkka",Journal of the Association for Information Systems,Engineering E-Collaboration Processes to Obtain Innovative End-User Feedback on Advanced Web-Based Information Systems,2009,10,3,196--220,https://aisel.aisnet.org/jais/vol10/iss3/4,,,
000335,article,10.17705/1JAIS.00644,"Qi, Kangkang and Han, Sumin",Journal of the Association for Information Systems,Does IT Improve Revenue Management in Hospitals?,2020,21,,1486--1506,https://aisel.aisnet.org/jais/vol21/iss6/7,,,
000336,article,10.17705/1JAIS.00261,"Shaw, Mark and Stahl, Bernd",Journal of the Association for Information Systems,On Quality and Communication: The Relevance of Critical Theory to Health Informatics,2011,12,3,255--273,https://aisel.aisnet.org/jais/vol12/iss3/2,,,
000337,article,10.17705/1JAIS.00231,"Kauffman, Robert",Journal of the Association for Information Systems,Information Technology and Pricing: Introduction to the Special Section,2010,11,6,298--302,https://aisel.aisnet.org/jais/vol11/iss6/3,,,
000338,article,10.17705/1JAIS.00643,"Kartal, Hasan and Li, Xiao-Bai",Journal of the Association for Information Systems,Protecting Privacy When Sharing and Releasing Data with Multiple Records per Person,2020,21,,1461--1485,https://aisel.aisnet.org/jais/vol21/iss6/8,,,
000339,article,10.17705/1JAIS.00148,"Ramiller, Neil and Swanson, E. Burton and Wang, Ping",Journal of the Association for Information Systems,Research Directions in Information Systems: Toward an Institutional Ecology,2008,9,1,1--22,https://aisel.aisnet.org/jais/vol9/iss1/2,,,
000340,article,10.17705/1JAIS.00072,"Forman, Chris and Goldfarb, Avi and Forman, Chris",Journal of the Association for Information Systems,How Do Industry Features Influence the Role of Location on Internet Adoption?,2005,6,12,383--408,https://aisel.aisnet.org/jais/vol6/iss12/11,,,
000341,article,10.17705/1JAIS.00489,"Suh, Kil-Soo and Lee, Seongwon and Suh, Eung-Kyo and Lee, Hojin and Lee, Jaehoon",Journal of the Association for Information Systems,Online Comment Moderation Policies for Deliberative Discussion–Seed Comments and Identifiability,2018,19,3,182--208,https://aisel.aisnet.org/jais/vol19/iss3/2,,,
000342,article,10.17705/1JAIS.00581,"Feng, Gengzhong and Zhu, Jiawen and Wang, Nengmin and Liang, Huigang",Journal of the Association for Information Systems,How Paternalistic Leadership Influences IT Security PolicyCompliance:The Mediating Role oftheSocial Bond,2019,,,1650--1691,https://aisel.aisnet.org/jais/vol20/iss11/2,,,
000343,article,10.17705/1JAIS.00313,"Boughzala, Imed and Vreede, Gert-Jan and Limayem, Moez",Journal of the Association for Information Systems,Team Collaboration in Virtual Worlds: Editorial to the Special Issue,2012,13,10,714--734,https://aisel.aisnet.org/jais/vol13/iss10/6,,,
000344,article,10.17705/1JAIS.00006,"Carter, Richard and Strader, Troy and Nilakanta, Sree",Journal of the Association for Information Systems,Online Investment Banking Phase I: Distribution via the Internet and Its Impact on IPO Performance,2000,1,1,1--26,https://aisel.aisnet.org/jais/vol1/iss1/6,,,
000345,article,10.17705/1JAIS.00532,"Kwak, Dong-Heon and Ma, Xiao and Polites, Greta and Srite, Mark and Hightower, Ross and Haseman, William D.",Journal of the Association for Information Systems,Cross-Level Moderation of Team Cohesion in Individuals’ Utilitarian and Hedonic Information Processing: Evidence in the Context of Team-Based Gamified Training,2019,20,,161--185,https://aisel.aisnet.org/jais/vol20/iss2/1,,,
000346,article,10.17705/1JAIS.00050,"Mason, Richard",Journal of the Association for Information Systems,The Legacy of LEO: Lessons Learned from an English Tea and Cake Company's Pioneering Efforts in Information Systems,2004,5,5,183--219,https://aisel.aisnet.org/jais/vol5/iss5/7,,,
000347,article,10.17705/1JAIS.00636,"Goldkuhl, Göran and Karlsson, Fredrik",Journal of the Association for Information Systems,Method Engineering as Design Science,2020,21,5,1237--1278,https://aisel.aisnet.org/jais/vol21/iss5/4,,,
000348,article,10.17705/1JAIS.00572,"Dennis, Alan R.",Journal of the Association for Information Systems,An Unhealthy Obsession with Theory,2019,,,1404--1409,https://aisel.aisnet.org/jais/vol20/iss9/13,,,
000349,article,10.17705/1JAIS.00099,"Iivari, Juhani and Parsons, Jeffrey and Wand, Yair",Journal of the Association for Information Systems,Research in Information Systems Analysis and Design: Introduction to the Special Issue,2006,7,8,509--513,https://aisel.aisnet.org/jais/vol7/iss8/23,,,
000350,article,10.17705/1JAIS.00174,"George, Joey and Marett, Kent and Giordano, Gabriel",Journal of the Association for Information Systems,Deception: Toward an Individualistic View of Group Support Systems,2008,9,10,653--676,https://aisel.aisnet.org/jais/vol9/iss10/3,,,
000351,article,10.17705/1JAIS.00623,"Thummadi, Babu Veeresh and Lyytinen, Kalle",Journal of the Association for Information Systems,How Much Method-in-Use Matters? A Case Study of Agile and Waterfall Software Projects,2020,21,,864--900,https://aisel.aisnet.org/jais/vol21/iss4/7,,,
000352,article,10.17705/1JAIS.00018,"Wolcott, Peter and Press, Larry and McHenry, William and Goodman, Seymour and Foster, William",Journal of the Association for Information Systems,A Framework for Assessing the Global Diffusion of the Internet,2001,2,1,1--52,https://aisel.aisnet.org/jais/vol2/iss1/6,,,
000353,article,10.17705/1JAIS.00033,"Shin, Bongsik",Journal of the Association for Information Systems,An Exploratory Investigation of System Success Factors in Data Warehousing,2003,4,1,141--170,https://aisel.aisnet.org/jais/vol4/iss1/6,,,
000354,article,10.17705/1JAIS.00306,"Vuorinen, Jukka and Tetri, Pekka",Journal of the Association for Information Systems,The Order Machine – The Ontology of Information Security,2012,13,9,695--713,https://aisel.aisnet.org/jais/vol13/iss9/1,,,
000355,article,10.17705/1JAIS.00230,"Kauffman, Robert and Lee, Dongwon",Journal of the Association for Information Systems,A Multi-Level Theory Approach to Understanding Price Rigidity in Internet Retailing,2010,11,6,303--338,https://aisel.aisnet.org/jais/vol11/iss6/2,,,
000356,article,10.17705/1JAIS.00173,"Fayard, Anne-Laure and DeSanctis, Gerardine",Journal of the Association for Information Systems,"Kiosks, Clubs and Neighborhoods: The Language Games of Online Forums",2008,9,10,677--705,https://aisel.aisnet.org/jais/vol9/iss10/2,,,
000357,article,10.17705/1JAIS.00234,"Eriksson, Owen and Ågerfalk, Pär",Journal of the Association for Information Systems,Rethinking the Meaning of Identifiers in Information Infrastructures,2010,11,8,433--454,https://aisel.aisnet.org/jais/vol11/iss8/1,,,
000358,article,10.17705/1JAIS.00075,"Kauffman, Robert",Journal of the Association for Information Systems,Interdisciplinary Perspectives/Part I: Economic Perspectives (Editorial Introduction),2005,6,12,293--297,https://aisel.aisnet.org/jais/vol6/iss12/14,,,
000359,article,10.17705/1JAIS.00553,"King, John Leslie and Kraemer, Kenneth L.",Journal of the Association for Information Systems,Policy: An Information Systems Frontier,2019,,,842--847,https://aisel.aisnet.org/jais/vol20/iss6/2,,,
000360,article,10.17705/1JAIS.00252,"Torkar, Richard and Minoves, Pau and Garrigós, Janina",Journal of the Association for Information Systems,"Adopting Free/Libre/Open Source Software Practices, Techniques and Methods for Industrial Use",2011,12,1,88--122,https://aisel.aisnet.org/jais/vol12/iss1/1,,,
000361,article,10.17705/1JAIS.00471,"Seo, Dongback",Journal of the Association for Information Systems,Digital Business Convergence and Emerging Contested Fields: A Conceptual Framework,2017,18,10,687--702,https://aisel.aisnet.org/jais/vol18/iss10/3,,,
000362,article,10.17705/1JAIS.00477,"Kelly, Seamas and Noonan, Camilla",Journal of the Association for Information Systems,The Doing of Datafication (And What this Doing Does): Practices of Edification and the Enactment of New Forms of Sociality in the Indian Public Health Service,2017,18,12,872--899,https://aisel.aisnet.org/jais/vol18/iss12/3,,,
000363,article,10.17705/1JAIS.00633,"Lausen, Jens and Clapham, Benjamin and Siering, Michael and Gomber, Peter",Journal of the Association for Information Systems,Who Is the Next “Wolf of Wall Street”? Detection of Financial Intermediary Misconduct,2020,21,5,1153--1190,https://aisel.aisnet.org/jais/vol21/iss5/7,,,
000364,article,10.17705/1JAIS.00332,"Parsons, Jeffrey and Wand, Yair",Journal of the Association for Information Systems,Extending Classification Principles from Information Modeling to Other Disciplines,2013,14,5,245--273,https://aisel.aisnet.org/jais/vol14/iss5/2,,,
000365,article,10.17705/1JAIS.00466,"Nishant, Rohit and Teo, Thompson and Goh, Mark",Journal of the Association for Information Systems,Do Shareholders Value Green Information Technology Announcements?,2017,18,8,542--576,https://aisel.aisnet.org/jais/vol18/iss8/3,,,
000366,article,10.17705/1JAIS.00161,"Sheng, Hong and Nah, Fiona and Siau, Keng",Journal of the Association for Information Systems,An Experimental Study on Ubiquitous commerce Adoption: Impact of Personalization and Privacy Concerns,2008,9,6,344--376,https://aisel.aisnet.org/jais/vol9/iss6/15,,,
000367,article,10.17705/1JAIS.00603,"Liu, Gloria Hui Wen and Chua, Cecil Eng Huang",Journal of the Association for Information Systems,"""The Reinforcing Effects of Formal Control Enactment in Complex IT Projects """,2020,,,313--341,https://aisel.aisnet.org/jais/vol21/iss2/7,,,
000368,article,10.17705/1JAIS.00079,"Kauffman, Robert",Journal of the Association for Information Systems,Interdisciplinary Perspectives -Part II: Sociological Perspectives (Editorial Introduction),2006,7,1,1--3,https://aisel.aisnet.org/jais/vol7/iss1/4,,,
000369,article,10.17705/1JAIS.00604,"Chen, Jengchung Victor and McBush Hiele, Timothy and Kryszak, Adam and Ross, William H.",Journal of the Association for Information Systems,"""Predicting Intention to Participate in Socially Responsible Collective Action in Social Networking Website Groups """,2020,,,342--363,https://aisel.aisnet.org/jais/vol21/iss2/6,,,
000370,article,10.17705/1JAIS.00543,"Xu, Jennifer and Fedorowicz, Jane and Williams, Christine B.",Journal of the Association for Information Systems,Effects of Symbol Sets and Needs Gratifications on Audience Engagement: Contextualizing Police Social Media Communication,2019,,,536--569,https://aisel.aisnet.org/jais/vol20/iss5/5,,,
000371,article,10.17705/1JAIS.00476,"Barrett, Michael and Holeman, Issac",Journal of the Association for Information Systems,Insights from an ICT4D Initiative in Kenya’s Immunization Program: Designing for the Emergence of Sociomaterial Practices,2017,18,12,900--930,https://aisel.aisnet.org/jais/vol18/iss12/2,,,
000372,article,10.17705/1JAIS.00273,"Zhang, Xiaojun and Venkatesh, Viswanath and Brown, Susan",Journal of the Association for Information Systems,Designing Collaborative Systems to Enhance Team Performance,2011,12,8,556--584,https://aisel.aisnet.org/jais/vol12/iss8/2,,,
000373,article,10.17705/1JAIS.00224,"Howcroft, Debra and Light, Ben",Journal of the Association for Information Systems,The Social Shaping of Packaged Software Selection,2010,11,3,122--148,https://aisel.aisnet.org/jais/vol11/iss3/2,,,
000374,article,10.17705/1JAIS.00262,"Heart, Tsipi and Zucker, Allon and Parmet, Yisrael and Pliskin, Joseph and Pliskin, Nava",Journal of the Association for Information Systems,Investigating Physicians' Compliance with Drug Prescription Notifications,2011,12,3,235--254,https://aisel.aisnet.org/jais/vol12/iss3/3,,,
000375,article,10.17705/1JAIS.00246,"Crowston, Kevin and Wade, Michael",Journal of the Association for Information Systems,Introduction to JAIS Special Issue on Empirical Research on Free/Libre Open Source Software,2010,11,11,I--V,https://aisel.aisnet.org/jais/vol11/iss11/7,,,
000376,article,10.17705/1JAIS.00073,"Techatassanasoontorn, Angsana and Kauffman, Robert",Journal of the Association for Information Systems,Is There a Global Digital Divide for Digital Wireless Phone Technologies?,2005,6,12,338--382,https://aisel.aisnet.org/jais/vol6/iss12/12,,,
000377,article,10.17705/1JAIS.00131,"Germonprez, Matt and Hovorka, Dirk and Collopy, Fred",Journal of the Association for Information Systems,A Theory of Tailorable Technology Design,2007,8,6,351--367,https://aisel.aisnet.org/jais/vol8/iss6/21,,,
000378,article,10.17705/1JAIS.00163,"Park, ChongWoo and Im, Ghiyoung and Keil, Mark",Journal of the Association for Information Systems,Overcoming the Mum Effect in IT Project Reporting: Impacts of Fault Responsibility and Time Urgency,2008,9,7,409--431,https://aisel.aisnet.org/jais/vol9/iss7/17,,,
000379,article,10.17705/1JAIS.00040,"Galliers, Robert",Journal of the Association for Information Systems,Change as Crisis or Growth? Toward a Trans-disciplinary View of Information Systems as a Field of Study: A Response to Benbasat and Zmud's Call for Returning to the IT Artifact,2003,4,1,337--352,https://aisel.aisnet.org/jais/vol4/iss1/13,,,
000380,article,10.17705/1JAIS.00263,"Kelley, Helen and Chiasson, Mike and Downey, Angela and Pacaud, Danièle",Journal of the Association for Information Systems,The Clinical Impact of eHealth on the Self-Management of Diabetes: A Double Adoption Perspective,2011,12,3,208--234,https://aisel.aisnet.org/jais/vol12/iss3/4,,,
000381,article,10.17705/1JAIS.00046,"Brown, Susan and Fuller, Robert and Vician, Chelley",Journal of the Association for Information Systems,WHO'S AFRAID OF THE VIRTUAL WORLD? Anxiety and Computer-Mediated Communication,2004,5,2,79--107,https://aisel.aisnet.org/jais/vol5/iss2/2,,,
