ID,ENTRYTYPE,author,journal,title,year,volume,number,url,dblp_key,doi,pages,file,grobid-version,note,abstract,language
000214,article,"Panteli, Niki and Sivunen, Anu",Journal of the Association for Information Systems,“I Am Your Fan; Bookmarked!” Members’ Identification Development in Founder-Led Online Communities,2019,,,https://aisel.aisnet.org/jais/vol20/iss6/3,,10.17705/1JAIS.00552,824--841,,,,,
000215,article,"Wen, Zhong and Lin, Lihui",Journal of the Association for Information Systems,"""Pricing or Advertising? A Game-Theoretic Analysis of Online Retailing """,2019,,,https://aisel.aisnet.org/jais/vol20/iss7/16,,10.17705/1JAIS.00555,858--886,,,,,
000216,article,"Zhang, Dawei (David) and Nault, Barrie R.",Journal of the Association for Information Systems,Measuring Riskfrom IT Initiatives UsingImplied Volatility,2019,,,https://aisel.aisnet.org/jais/vol20/iss11/5,,10.17705/1JAIS.00578,1566--1588,,,,,
000217,article,"Akhlaghpour, Saeed and Lapointe, Liette",Journal of the Association for Information Systems,From Placebo to Panacea: Studying the Diffusion of IT Management Techniques with Ambiguous Efficiencies: The Case of Capability Maturity Model,2018,19,06,https://aisel.aisnet.org/jais/vol19/iss6/4,,10.17705/1JAIS.00498,441--502,,,,,
000218,article,"Kudaravalli, Srinivas and Faraj, Samer",Journal of the Association for Information Systems,The Structure of Collaboration in Electronic Networks,2008,9,10,https://aisel.aisnet.org/jais/vol9/iss10/1,,10.17705/1JAIS.00172,706--726,,,,,
000219,article,"Sarker, Suprateek and Agarwal, Ritu and Goes, Paulo and Gregor, Shirley and Henfridsson, Ola and Saunders, Carol and Tan, Bernard",Journal of the Association for Information Systems,Roles and Responsibilities of a Senior Editor,2015,16,9,https://aisel.aisnet.org/jais/vol16/iss9/1,,10.17705/1JAIS.00407,I--XX,,,,,
000220,article,"Hirschheim, Rudy",Journal of the Association for Information Systems,Special Research Perspectives Issue on the IS Core/Identity Debate,2006,7,10,https://aisel.aisnet.org/jais/vol7/iss10/29,,10.17705/1JAIS.00105,700--702,,,,,
000221,article,"Komiak, Sherrie and Benbasat, Izak",Journal of the Association for Information Systems,A Two-Process View of Trust and Distrust Building in Recommendation Agents: A Process-Tracing Study,2008,9,12,https://aisel.aisnet.org/jais/vol9/iss12/2,,10.17705/1JAIS.00180,727--747,,,,,
000222,article,"Markus, M. Lynne and Mao, Ji-Ye",Journal of the Association for Information Systems,"Participation in Development and Implementation - Updating An Old, Tired Concept for Today's IS Contexts",2004,5,11,https://aisel.aisnet.org/jais/vol5/iss11/14,,10.17705/1JAIS.00057,514--544,,,,,
000223,article,"Demetis, Dionysios and Kietzmann, Jan",Journal of the Association for Information Systems,Online Child Sexual Exploitation: A New MIS Challenge,2021,22,1,https://aisel.aisnet.org/jais/vol22/iss1/9,,10.17705/1JAIS.00652,5--40,,,,,
000224,article,"Jenkins., Jeffrey L. and Proudfoot, Jeffrey G. and Valacich, Joseph S. and Grimes, G. Mark and Nunamaker, Jay F. Jr.",Journal of the Association for Information Systems,Sleight of Hand: Identifying Concealed Information by Monitoring Mouse-Cursor Movements,2019,20,,https://aisel.aisnet.org/jais/vol20/iss1/3,,10.17705/1JAIS.00527,1--32,,,,,
000225,article,"Dueholm Müller, Sune and Mathiassen, Lars and Saunders, Carol",Journal of the Association for Information Systems,Pluralist Theory Building: A Methodology for Generalizing from Data to Theory,2020,,,https://aisel.aisnet.org/jais/vol21/iss1/9,,10.17705/1JAIS.00591,23--49,,,,,
000226,article,"Teubner, Timm and Flath, Christoph M.",Journal of the Association for Information Systems,Privacy in the Sharing Economy,2019,,,https://aisel.aisnet.org/jais/vol20/iss3/2,,10.17705/1JAIS.00534,213--242,,,,,
000227,article,"Oh, Wonseok and Acquisti, Alessandro and Sia, Choon Ling",Journal of the Association for Information Systems,ICT Challenges and Opportunities in Building a “Bright Society”,2018,,,https://aisel.aisnet.org/jais/vol19/iss2/4,,10.17705/1JAIS.00483,58--62,,,,,
000228,article,"Hansen, Jared and Walden, Eric",Journal of the Association for Information Systems,The Role of Restrictiveness of Use in Determining Ethical and Legal Awareness of Unauthorized File Sharing,2013,14,9,https://aisel.aisnet.org/jais/vol14/iss9/1,,10.17705/1JAIS.00342,521--549,,,,,
000229,article,"Germonprez, Matt and Hovorka, Dirk and Gal, Uri",Journal of the Association for Information Systems,Secondary Design: A Case of Behavioral Design Science Research,2011,12,10,https://aisel.aisnet.org/jais/vol12/iss10/2,,10.17705/1JAIS.00278,662--683,,,,,
000230,article,"Huesemann, Stefan",Journal of the Association for Information Systems,Information Exchange Between Humanitarian Organizations: Using the XML Schema IDML,2002,3,1,https://aisel.aisnet.org/jais/vol3/iss1/1,,10.17705/1JAIS.00021,1--28,,,,,
000231,article,"Chan, Yolande and Greenaway, Kathleen",Journal of the Association for Information Systems,Theoretical Explanations for Firms' Information Privacy Behaviors,2005,6,6,https://aisel.aisnet.org/jais/vol6/iss6/7,,10.17705/1JAIS.00068,171--198,,,,,
000232,article,"Shuraida, Shadi and Barki, Henri",Journal of the Association for Information Systems,The Influence of Analyst Communication in IS Projects,2013,14,9,https://aisel.aisnet.org/jais/vol14/iss9/2,,10.17705/1JAIS.00343,482--520,,,,,
000233,article,"Li, Eldon and Jiang, James and Klein, Gary",Journal of the Association for Information Systems,The Impact of Organizational Coordination and Climate on Marketing Executives' Satisfaction with Information Systems Services,2003,4,1,https://aisel.aisnet.org/jais/vol4/iss1/4,,10.17705/1JAIS.00031,99--117,,,,,
000234,article,"Valecha, Rohit and Rao, H. Raghav and Upadhyaya, Shambhu J. and Sharman, Raj",Journal of the Association for Information Systems,An Activity Theory Approach to Modeling Dispatch-Mediated Emergency Response,2019,20,,https://aisel.aisnet.org/jais/vol20/iss1/1,,10.17705/1JAIS.00528,33--57,,,,,
000235,article,"Bar-Gill1, Sagit",Journal of the Association for Information Systems,"""Game of Platforms: Strategic Expansion into Rival (Online) Territory""",2019,,,https://aisel.aisnet.org/jais/vol20/iss10/3,,10.17705/1JAIS.00575,1475--1503,,,,,
000236,article,"Heikka, Juhani and Baskerville, Richard and Siponen, Mikko",Journal of the Association for Information Systems,A Design Theory for Secure Information Systems Design Methods,2006,7,11,https://aisel.aisnet.org/jais/vol7/iss11/31,,10.17705/1JAIS.00107,725--770,,,,,
000237,article,"Lin, Tung-ching and Huang, Shiu-li and Chiang, Shun-Chi",Journal of the Association for Information Systems,User Resistance to the Implementation of Information Systems: A Psychological Contract Breach Perspective,2018,19,4,https://aisel.aisnet.org/jais/vol19/iss4/2,,10.17705/1JAIS.00493,306--332,,,,,
000238,article,"Dickey, Michael and Burnett, Gary and Chudoba, Katherine and Kazmer, Michelle",Journal of the Association for Information Systems,Do You Read Me? Perspective Making and Perspective Taking in Chat Communities,2007,8,1,https://aisel.aisnet.org/jais/vol8/iss1/3,,10.17705/1JAIS.00113,47--70,,,,,
000239,article,"Legner, Christine and Pentek, Tobias and Otto, Boris",Journal of the Association for Information Systems,Accumulating Design Knowledge with Reference Models: Insights from 12 Years’ Research into Data Management,2020,21,3,https://aisel.aisnet.org/jais/vol21/iss3/2,,10.17705/1JAIS.00618,735--770,,,,,
000240,article,"Aurigemma, Sal and Mattson, Thomas",Journal of the Association for Information Systems,"Generally Speaking, Context Matters: Making the Case for a Change from Universal to Particular ISP Research",2019,,,https://aisel.aisnet.org/jais/vol20/iss12/7,,10.17705/1JAIS.00583,1700--1742,,,,,
000241,article,"Culnan, Mary J.",Journal of the Association for Information Systems,Policy to Avoid a Privacy Disaster,2019,,,https://aisel.aisnet.org/jais/vol20/iss6/1,,10.17705/1JAIS.00554,848--856,,,,,
000242,article,"Keil, Mark and Smith, H. Jeff and Iacovou, Charalambos and Thompson, Ronald",Journal of the Association for Information Systems,The Dynamics of IT Project Status Reporting: A Self-Reinforcing Cycle of Distrust,2014,15,12,https://aisel.aisnet.org/jais/vol15/iss12/1,,10.17705/1JAIS.00383,879--912,,,,,
000243,article,"Wang, Jingguo and Li, Yuan and Rao, H. Raghav",Journal of the Association for Information Systems,Overconfidence in Phishing Email Detection,2016,17,11,https://aisel.aisnet.org/jais/vol17/iss11/1,,10.17705/1JAIS.00442,759--783,,,,,
000244,article,"Tams, Stefan and Hill, Kevin and Guinea, Ana and Thatcher, Jason and Grover, Varun",Journal of the Association for Information Systems,NeuroIS—Alternative or Complement to Existing Methods? Illustrating the Holistic Effects of Neuroscience and Self-Reported Data in the Context of Technostress Research,2014,15,10,https://aisel.aisnet.org/jais/vol15/iss10/1,,10.17705/1JAIS.00374,723--753,,,,,
000245,article,"Lee, Jae Kyu and Cho, Daegon and Lim, Gyoo Gun",Journal of the Association for Information Systems,Design and Validation of the Bright Internet,2018,,,https://aisel.aisnet.org/jais/vol19/iss2/3,,10.17705/1JAIS.00484,63--85,,,,,
000246,article,"Müller, Sune and Mathiassen, Lars and Saunders, Carol and Kræmmergaard, Pernille",Journal of the Association for Information Systems,Political Maneuvering During Business Process Transformation: A Pluralist Approach,2017,18,3,https://aisel.aisnet.org/jais/vol18/iss3/3,,10.17705/1JAIS.00454,173--205,,,,,
000247,article,"Silva, Leiser and Backhouse, James",Journal of the Association for Information Systems,The Circuits-of-Power Framework for Studying Power in Institutionalization of Information Systems,2003,4,1,https://aisel.aisnet.org/jais/vol4/iss1/14,,10.17705/1JAIS.00041,294--336,,,,,
000248,article,"Straub, Detmar",Journal of the Association for Information Systems,IS Research Perspectives: A Mandate for Scholarly Debate,2003,4,1,https://aisel.aisnet.org/jais/vol4/iss1/11,,10.17705/1JAIS.00038,233--236,,,,,
000249,article,"Recker, Jan and Green, Peter F.",Journal of the Association for Information Systems,How do Individuals Interpret Multiple Conceptual Models? A Theory of Combined Ontological Completeness and Overlap,2019,,,https://aisel.aisnet.org/jais/vol20/iss8/1,,10.17705/1JAIS.00565,1210--1241,,,,,
000250,article,"Zimmermann, Steffen and Angerer, Peter and Provin, Daniel and Nault, Barrie R.",Journal of the Association for Information Systems,Pricing in C2C Sharing Platforms,2018,19,,https://aisel.aisnet.org/jais/vol19/iss8/4,,10.17705/1JAIS.00505,672--688,,,,,
000251,article,"Hovorka, Dirk and Thatcher, Jason B. and Dennis, Alan and GeorgE, Joey F.",Journal of the Association for Information Systems,Informing Research: Celebrating 50 Years of Ideas and Science at HICSS,2018,,,https://aisel.aisnet.org/jais/vol19/iss10/6,,10.17705/1JAIS.00513,924--928,,,,,
000252,article,"Davis, Alanah and Murphy, John and Owens, Dawn and Khazanchi, Deepak and Zigurs, Ilze",Journal of the Association for Information Systems,"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",2009,10,2,https://aisel.aisnet.org/jais/vol10/iss2/1,,10.17705/1JAIS.00183,90--117,,,,,
000253,article,"Goh, Samuel and Wasko, Molly",Journal of the Association for Information Systems,The Effects of Leader-Member Exchange on Member Performance in Virtual World Teams,2012,13,10,https://aisel.aisnet.org/jais/vol13/iss10/1,,10.17705/1JAIS.00308,861--885,,,,,
000254,article,"Recker, Jan and Indulska, Marta and Green, Peter and Burton-Jones, Andrew and Weber, Ron",Journal of the Association for Information Systems,Information Systems as Representations: A Review of the Theory and Evidence,2019,,,https://aisel.aisnet.org/jais/vol20/iss6/5,,10.17705/1JAIS.00550,735--786,,,,,
000255,article,"Lansing, Jens and Benlian, Alexander and Sunyaev, Ali",Journal of the Association for Information Systems,“Unblackboxing” Decision Makers’ Interpretations of IS Certifications in the Context of Cloud Service Certifications,2018,,,https://aisel.aisnet.org/jais/vol19/iss11/3,,10.17705/1JAIS.00520,1064--1096,,,,,
000256,article,"Moeini, Mohammad and Rivard, Suzanne",Journal of the Association for Information Systems,Sublating Tensions in the IT Project Risk Management Literature: A Model of the Relative Performance of Intuition and Deliberate Analysis for Risk Assessment,2019,,,https://aisel.aisnet.org/jais/vol20/iss3/1,,10.17705/1JAIS.00535,243--284,,,,,
000257,article,"Briggs, Robert and Vreede, Gert-Jan and Massey, Anne",Journal of the Association for Information Systems,Introduction to JAIS Special Issue on Collaboration Engineering,2009,10,3,https://aisel.aisnet.org/jais/vol10/iss3/8,,10.17705/1JAIS.00192,118--120,,,,,
000258,article,"Nan, Guofang and Wu, Dan and Li, Mingjang and Tan, Yong",Journal of the Association for Information Systems,Optimal Freemium Strategy for Information Goods in the Presence of Piracy,2018,19,4,https://aisel.aisnet.org/jais/vol19/iss4/3,,10.17705/1JAIS.00492,266--305,,,,,
000259,article,"Panko, Raymond and Halverson, Jr., Richard",Journal of the Association for Information Systems,An Experiment In Collaborative Spreadsheet Development,2001,2,1,https://aisel.aisnet.org/jais/vol2/iss1/4,,10.17705/1JAIS.00016,1--31,,,,,
000260,article,"Kock, Ned and Chatelain-Jardón, Ruth",Journal of the Association for Information Systems,Four Guiding Principles for Research on Evolved Information Processing Traits and Technology- Mediated Task Performance,2011,12,10,https://aisel.aisnet.org/jais/vol12/iss10/1,,10.17705/1JAIS.00277,684--713,,,,,
000261,article,"Bach, Paula and Carroll, John",Journal of the Association for Information Systems,Characterizing the Dynamics of Open User Experience Design: The Cases of Firefox and OpenOffice.org,2010,11,12,https://aisel.aisnet.org/jais/vol11/iss12/1,,10.17705/1JAIS.00247,902--925,,,,,
000262,article,"Geissler, Gary and Zinkhan, George and Watson, Richard",Journal of the Association for Information Systems,Web Home Page Complexity and Communication Effectiveness,2001,2,1,https://aisel.aisnet.org/jais/vol2/iss1/2,,10.17705/1JAIS.00014,1--48,,,,,
000263,article,"Nardon, Luciara and Aten, Kathryn",Journal of the Association for Information Systems,Valuing Virtual Worlds: The Role of Categorization in Technology Assessment,2012,13,10,https://aisel.aisnet.org/jais/vol13/iss10/4,,10.17705/1JAIS.00311,772--796,,,,,
000264,article,"Ramiller, Neil and Pentland, Brian",Journal of the Association for Information Systems,Management Implications in Information Systems Research: The Untold Story,2009,10,6,https://aisel.aisnet.org/jais/vol10/iss6/2,,10.17705/1JAIS.00202,474--494,,,,,
000265,article,"Bagayogo, Fatou and Lapointe, Liette and Bassellier, Geneviève",Journal of the Association for Information Systems,Enhanced Use of IT: A New Perspective on Post-Adoption,2014,15,7,https://aisel.aisnet.org/jais/vol15/iss7/3,,10.17705/1JAIS.00367,361--387,,,,,
000266,article,"Goswami, Suparna and Chan, Hock and Kim, Hee",Journal of the Association for Information Systems,The Role of Visualization Tools in Spreadsheet Error Correction from a Cognitive Fit Perspective,2008,9,6,https://aisel.aisnet.org/jais/vol9/iss6/16,,10.17705/1JAIS.00162,321--343,,,,,
000267,article,"Lowry, Paul and Roberts, Tom and Dean, Douglas and Marakas, George",Journal of the Association for Information Systems,Toward Building Self-Sustaining Groups in PCR-based Tasks through Implicit Coordination: The Case of Heuristic Evaluation,2009,10,3,https://aisel.aisnet.org/jais/vol10/iss3/5,,10.17705/1JAIS.00189,170--195,,,,,
000268,article,"Vreede, Gert-Jan and Briggs, Robert and Massey, Anne",Journal of the Association for Information Systems,Collaboration Engineering: Foundations and Opportunities: Editorial to the Special Issue on the Journal of the Association of Information Systems,2009,10,3,https://aisel.aisnet.org/jais/vol10/iss3/7,,10.17705/1JAIS.00191,121--137,,,,,
000269,article,"Lankton, Nancy and McKnight, Harrison",Journal of the Association for Information Systems,Examining Two Expectation Disconfirmation Theory Models: Assimilation and Asymmetry Effects,2012,13,2,https://aisel.aisnet.org/jais/vol13/iss2/1,,10.17705/1JAIS.00285,88--115,,,,,
000270,article,"Briggs, Robert and Reinig, Bruce and Vreede, Gert-Jan",Journal of the Association for Information Systems,The Yield Shift Theory of Satisfaction and Its Application to the IS/IT Domain,2008,9,5,https://aisel.aisnet.org/jais/vol9/iss5/14,,10.17705/1JAIS.00160,267--293,,,,,
000271,article,"Mehta, Manjari and Hirschheim, Rudy",Journal of the Association for Information Systems,Strategic Alignment In Mergers And Acquisitions: Theorizing IS Integration Decision making.,2007,8,3,https://aisel.aisnet.org/jais/vol8/iss3/8,,10.17705/1JAIS.00118,143--174,,,,,
000272,article,"Davern, Michael and Shaft, Teresa and Te'eni, Dov",Journal of the Association for Information Systems,Cognition Matters: Enduring Questions in Cognitive IS Research,2012,13,4,https://aisel.aisnet.org/jais/vol13/iss4/1,,10.17705/1JAIS.00290,273--314,,,,,
000273,article,"Hadar, Irit and Soffer, Pnina",Journal of the Association for Information Systems,Variations in Conceptual Modeling: Classification and Ontological Analysis,2006,7,8,https://aisel.aisnet.org/jais/vol7/iss8/20,,10.17705/1JAIS.00096,568--592,,,,,
000274,article,"Soffer, Pnina and Wand, Yair and Kaner, Maya",Journal of the Association for Information Systems,Conceptualizing Routing Decisions in Business Processes: Theoretical Analysis and Empirical Testing,2015,16,5,https://aisel.aisnet.org/jais/vol16/iss5/2,,10.17705/1JAIS.00396,345--393,,,,,
000275,article,"Lyytinen, Kalle and Grover, Varun",Journal of the Association for Information Systems,Management Misinformation Systems: A Time to Revisit?,2017,18,3,https://aisel.aisnet.org/jais/vol18/iss3/2,,10.17705/1JAIS.00453,206--230,,,,,
000276,article,"Lyytinen, Kalle and King, John",Journal of the Association for Information Systems,Nothing At The Center?: Academic Legitimacy in the Information Systems Field,2004,5,6,https://aisel.aisnet.org/jais/vol5/iss6/8,,10.17705/1JAIS.00051,220--246,,,,,
000277,article,"Galletta, Dennis and Henry, Raymond and McCoy, Scott and Polak, Peter",Journal of the Association for Information Systems,Web Site Delays: How Tolerant are Users?,2004,5,1,https://aisel.aisnet.org/jais/vol5/iss1/1,,10.17705/1JAIS.00044,1--28,,,,,
000278,article,"Østerlund, Carsten and Crowston, Kevin and Jackson, Corey",Journal of the Association for Information Systems,"Building an Apparatus: Refractive, Reflective, and Diffractive Readings of Trace Data",2020,,,https://aisel.aisnet.org/jais/vol21/iss1/10,,10.17705/1JAIS.00590,1--22,,,,,
000279,article,"Fichman, Robert",Journal of the Association for Information Systems,Going Beyond the Dominant Paradigm for Information Technology Innovation Research: Emerging Concepts and Methods,2004,5,8,https://aisel.aisnet.org/jais/vol5/iss8/11,,10.17705/1JAIS.00054,314--355,,,,,
000280,article,"Tan, Chengxun and Sia, Siew",Journal of the Association for Information Systems,Managing Flexibility in Outsourcing,2006,7,4,https://aisel.aisnet.org/jais/vol7/iss4/10,,10.17705/1JAIS.00086,179--206,,,,,
000281,article,"Setia, Pankaj and Setia, Monika and Krishnan, Ranjani and Sambamurthy, Vallabh",Journal of the Association for Information Systems,The Effects of the Assimilation and Use of IT Applications on Financial Performance in Healthcare Organizations,2011,12,3,https://aisel.aisnet.org/jais/vol12/iss3/1,,10.17705/1JAIS.0060,274--298,,,,,
000282,article,"Nancy, Pouloudi and Currie, Wendy and Whitley, Edgar",Journal of the Association for Information Systems,Entangled Stakeholder Roles and Perceptions in Health Information Systems: A Longitudinal Study of the U.K. NHS N3 Network,2016,17,2,https://aisel.aisnet.org/jais/vol17/iss2/1,,10.17705/1JAIS.00421,107--161,,,,,
000283,article,"Warkentin, Merrill and Walden, Eric and Johnston, Allen and Straub, Detmar",Journal of the Association for Information Systems,Neural Correlates of Protection Motivation for Secure IT Behaviors: An fMRI Examination,2016,17,3,https://aisel.aisnet.org/jais/vol17/iss3/1,,10.17705/1JAIS.00424,194--215,,,,,
000284,article,"Ormond, Dustin and Warkentin, Merrill and Crossler, Robert E.",Journal of the Association for Information Systems,Integrating Cognition with an Affective Lens to Better Understand Information Security Policy Compliance,2019,,,https://aisel.aisnet.org/jais/vol20/iss12/4,,10.17705/1JAIS.00586,1794--1843,,,,,
000285,article,"Johnston, Allen C. and Di Gangi, Paul M. and Howard, Jack and Worrell, James",Journal of the Association for Information Systems,It Takes a Village: Understanding the Collective Security Efficacy of Employee Groups,2019,,,https://aisel.aisnet.org/jais/vol20/iss3/3,,10.17705/1JAIS.00533,186--212,,,,,
000286,article,"Chatterjee, Sutirtha and Sarker, Suprateek and Fuller, Mark",Journal of the Association for Information Systems,Ethical Information Systems Development: A Baumanian Postmodernist Perspective,2009,10,11,https://aisel.aisnet.org/jais/vol10/iss11/3,,10.17705/1JAIS.00214,787--815,,,,,
000287,article,"Cenfetelli, Ronald",Journal of the Association for Information Systems,Inhibitors and Enablers as Dual Factor Concepts in Technology Usage,2004,5,11,https://aisel.aisnet.org/jais/vol5/iss11/16,,10.17705/1JAIS.00059,472--492,,,,,
000288,article,"Al-Natour, Sameh and Benbasat, Izak and Cenfetelli, Ronald",Journal of the Association for Information Systems,The Adoption of Online Shopping Assistants: Perceived Similarity as an Antecedent to Evaluative Beliefs,2011,12,5,https://aisel.aisnet.org/jais/vol12/iss5/2,,10.17705/1JAIS.00267,347--374,,,,,
000289,article,"Datta, Pratim",Journal of the Association for Information Systems,An Agent-Mediated Knowledge-in-Motion Model,2007,8,5,https://aisel.aisnet.org/jais/vol8/iss5/20,,10.17705/1JAIS.00130,287--311,,,,,
000290,article,"Kraemer, Kenneth and Ganley, Dale and Dewan, Sanjeev",Journal of the Association for Information Systems,Across the Digital Divide: A Cross-Country Multi-Technology Analysis of the Determinants of IT Penetration,2005,6,12,https://aisel.aisnet.org/jais/vol6/iss12/10,,10.17705/1JAIS.00071,409--432,,,,,
000291,article,"Wang, Weiquan and Zhao, Yi and Qiu, Lingyun and Zhu, Yan",Journal of the Association for Information Systems,Effects of Emoticons on the Acceptance of Negative Feedback in Computer-Mediated Communication,2014,15,8,https://aisel.aisnet.org/jais/vol15/iss8/3,,10.17705/1JAIS.00370,454--483,,,,,
000292,article,"Jewer, Jennifer and McKay, Kenneth",Journal of the Association for Information Systems,Antecedents and Consequences of Board IT Governance: Institutional and Strategic Choice Perspectives,2012,13,7,https://aisel.aisnet.org/jais/vol13/iss7/1,,10.17705/1JAIS.00301,581--617,,,,,
000293,article,"Ribes, David and Finholt, Thomas",Journal of the Association for Information Systems,The Long Now of Technology Infrastructure: Articulating Tensions in Development,2009,10,5,https://aisel.aisnet.org/jais/vol10/iss5/5,,10.17705/1JAIS.00199,375--398,,,,,
000294,article,"Verhagen, Tibert and Hooff, Bart and Meents, Selmar",Journal of the Association for Information Systems,Toward a Better Use of the Semantic Differential in IS Research: An Integrative Framework of Suggested Action,2015,16,2,https://aisel.aisnet.org/jais/vol16/iss2/1,,10.17705/1JAIS.00388,108--143,,,,,
000295,article,"Straub, Detmar and Burton-Jones, Andrew",Journal of the Association for Information Systems,"Veni, Vidi, Vici: Breaking the TAM Logjam",2007,8,4,https://aisel.aisnet.org/jais/vol8/iss4/14,,10.17705/1JAIS.00124,223--229,,,,,
000296,article,"Howison, James and Wiggins, Andrea and Crowston, Kevin",Journal of the Association for Information Systems,Validity Issues in the Use of Social Network Analysis with Digital Trace Data,2011,12,12,https://aisel.aisnet.org/jais/vol12/iss12/2,,10.17705/1JAIS.00282,767--797,,,,,
000297,article,"Chen, Langtao and Baird, Aaron and Straub, Detmar",Journal of the Association for Information Systems,"""An Analysis of the Evolving Intellectual Structure of Health Information Systems Research in the Information Systems Discipline""",2019,,,https://aisel.aisnet.org/jais/vol20/iss8/5,,10.17705/1JAIS.00561,1023--1074,,,,,
000298,article,"Li, Seth and Karahanna, Elena",Journal of the Association for Information Systems,Online Recommendation Systems in a B2C E-Commerce Context: A Review and Future Directions,2015,16,2,https://aisel.aisnet.org/jais/vol16/iss2/2,,10.17705/1JAIS.00389,72--107,,,,,
000299,article,"Robey, Daniel and Anderson, Chad and Raymond, Benoit",Journal of the Association for Information Systems,"Information Technology, Materiality, and Organizational Change: A Professional Odyssey",2013,14,7,https://aisel.aisnet.org/jais/vol14/iss7/1,,10.17705/1JAIS.00337,379--398,,,,,
000300,article,"Meth, Hendrik and Mueller, Benjamin and Maedche, Alexander",Journal of the Association for Information Systems,Designing a Requirement Mining System,2015,16,9,https://aisel.aisnet.org/jais/vol16/iss9/2,,10.17705/1JAIS.00408,799--837,,,,,
000301,article,"Aksulu, Altay and Wade, Michael",Journal of the Association for Information Systems,A Comprehensive Review and Synthesis of Open Source Research,2010,11,11,https://aisel.aisnet.org/jais/vol11/iss11/6,,10.17705/1JAIS.00245,576--656,,,,,
000302,article,"Sun, Heshan and Zhang, Ping",Journal of the Association for Information Systems,Causal Relationships between Perceived Enjoyment and Perceived Ease of Use: An Alternative Approach,2006,7,9,https://aisel.aisnet.org/jais/vol7/iss9/24,,10.17705/1JAIS.00100,618--645,,,,,
000303,article,"Montealegre, Ramiro and Iyengar, Kishen and Sweeney, Jeffrey",Journal of the Association for Information Systems,Understanding Ambidexterity: Managing Contradictory Tensions Between Exploration and Exploitation in the Evolution of Digital Infrastructure,2019,,,https://aisel.aisnet.org/jais/vol20/iss5/1,,10.17705/1JAIS.00547,647--680,,,,,
000304,article,"Wade, Michael and Biehl, Markus and Kim, Henry",Journal of the Association for Information Systems,Information Systems is Not a Reference Discipline (And What We Can Do About It),2006,7,5,https://aisel.aisnet.org/jais/vol7/iss5/14,,10.17705/1JAIS.00090,247--269,,,,,
000305,article,"Vessey, Iris and Ward, Kerry",Journal of the Association for Information Systems,The Dynamics of Sustainable IS Alignment: The Case for IS Adaptivity,2013,14,6,https://aisel.aisnet.org/jais/vol14/iss6/2,,10.17705/1JAIS.00336,283--311,,,,,
000306,article,"Salehan, Mohammad and Kim, Dan and Kim, Changsu",Journal of the Association for Information Systems,Use of Online Social Networking Services from a Theoretical Perspective of the Motivation-Participation-Performance Framework,2017,18,2,https://aisel.aisnet.org/jais/vol18/iss2/1,,10.17705/1JAIS.00449,141--172,,,,,
000307,article,"Park, EunHee and Im, Ghiyoung and Storey, Veda C. and Baskerville, Richard L.",Journal of the Association for Information Systems,"Never, Never Together Again: How Postpurchase Affect Drives Consumer Outcomes Within the Context of Online Consumer Support Communities",2019,20,,https://aisel.aisnet.org/jais/vol20/iss1/1,,10.17705/1JAIS.00529,58--104,,,,,
000308,article,"Pavlou, Paul and Housel, Thomas and Rodgers, Waymond and Jansen, Erik",Journal of the Association for Information Systems,Measuring the Return on Information Technology: A Knowledge-Based Approach for Revenue Allocation at the Process and Firm Level,2005,6,7,https://aisel.aisnet.org/jais/vol6/iss7/8,,10.17705/1JAIS.00069,199--226,,,,,
000309,article,"Larsen, Kai R. and Hovorka, Dirk S. and Dennis, Alan R. and West, Jevin D.",Journal of the Association for Information Systems,"""Understanding the Elephant: The Discourse Approach to Boundary Identification and Corpus Construction for Theory Review Articles""",2019,,,https://aisel.aisnet.org/jais/vol20/iss7/15,,10.17705/1JAIS.00556,887--927,,,,,
000310,article,"Widjaja, Thomas and Gregory, Robert",Journal of the Association for Information Systems,Monitoring the Complexity of IT Architectures: Design Principles and an IT Artifact,2020,21,3,https://aisel.aisnet.org/jais/vol21/iss3/4,,10.17705/1JAIS.00616,664--694,,,,,
000311,article,"Rossi, Matti and Mueller-Bloch, Christoph and Thatcher, Jason Bennett and Beck, Roman",Journal of the Association for Information Systems,"""Blockchain Research in Information Systems: Current Trends and an Inclusive Future Research Agenda""",2019,,,https://aisel.aisnet.org/jais/vol20/iss9/14,,10.17705/1JAIS.00571,1388--1403,,,,,
000312,article,"Lou, Hao and Chau, Patrick and Li, Dahui",Journal of the Association for Information Systems,Understanding Individual Adoption of Instant Messaging: An Empirical Investigation,2005,6,4,https://aisel.aisnet.org/jais/vol6/iss4/5,,10.17705/1JAIS.00066,102--129,,,,,
000313,article,"Jones, David and Gregor, Shirley",Journal of the Association for Information Systems,The Anatomy of a Design Theory,2007,8,5,https://aisel.aisnet.org/jais/vol8/iss5/19,,10.17705/1JAIS.00129,312--335,,,,,
000314,article,"Chan, Frank and Thong, James and Venkatesh, Viswanath and Brown, Susan and Hu, Paul and Tam, Kar",Journal of the Association for Information Systems,Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,11,10,https://aisel.aisnet.org/jais/vol11/iss10/2,,10.17705/1JAIS.00239,519--549,,,,,
