ID,orig_ID,orig_source,url,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,language,abstract,dblp_key,grobid-version,file,note
C_000181,000181,crossref,https://aisel.aisnet.org/jais/vol8/iss12/35,619--633,12,8,2007,A Scientometric Investigation into the Validity of IS Journal Quality Measures,Journal of the Association for Information Systems,"Lewis, Bruce and Templeton, Gary and Luo, Xin",10.17705/1JAIS.00145,article,,,,,,
C_000182,000182,crossref,https://aisel.aisnet.org/jais/vol4/iss1/2,39--64,1,4,2003,The Contribution of Commitment Value in Internet Commerce: An Empirical Investigation,Journal of the Association for Information Systems,"Lee, Jae-Nam and Pi, Shih-Ming and Kwok, Ron and Huynh, Minh",10.17705/1JAIS.00029,article,,,,,,
C_000183,000183,crossref,https://aisel.aisnet.org/jais/vol9/iss8/21,432--441,8,9,2008,Some Guidelines for the Critical Reviewing of Conceptual Papers,Journal of the Association for Information Systems,"Hirschheim, Rudy",10.17705/1JAIS.00167,article,,,,,,
C_000184,000184,crossref,https://aisel.aisnet.org/jais/vol1/iss1/2,1--31,1,1,2000,"Electronic Journals in Business Schools: Legitimacy, Acceptance, and Use",Journal of the Association for Information Systems,"Palmer, Jonathan and Speier, Cheri and Wren, Daniel and Hahn, Susan",10.17705/1JAIS.00002,article,,,,,,
C_000185,000185,crossref,https://aisel.aisnet.org/jais/vol15/iss7/2,388--421,7,15,2014,"Engaging Consumers with Advergames: An Experimental Evaluation of Interactivity, Fit and Expectancy",Journal of the Association for Information Systems,"Goh, Khim-Yong and Ping, Jerry",10.17705/1JAIS.00366,article,,,,,,
C_000186,000186,crossref,https://aisel.aisnet.org/jais/vol7/iss7/19,445--472,7,7,2006,Six Design Theories for IS Security Policies and Guidelines,Journal of the Association for Information Systems,"Siponen, Mikko",10.17705/1JAIS.00095,article,,,,,,
C_000187,000187,crossref,https://aisel.aisnet.org/jais/vol11/iss10/1,550--575,10,11,2010,Knowledge Sharing in Information Systems Development: A Social Interdependence Perspective,Journal of the Association for Information Systems,"Pee, Loo and Kankanhalli, Atreyi and Kim, Hee-Woong",10.17705/1JAIS.00238,article,,,,,,
C_000188,000188,crossref,https://aisel.aisnet.org/jais/vol7/iss12/33,797--821,12,7,2006,Theorizing in information systems research: A reflexive analysis of the adaptation of theory in information systems research,Journal of the Association for Information Systems,"Truex, Duane and Holmström, Jonny and Keil, Mark",10.17705/1JAIS.00109,article,,,,,,
C_000189,000189,crossref,https://aisel.aisnet.org/jais/vol20/iss7/14,928--952,,,2019,"""Doctors’ Orders or Patients’ Preferences? Examining the Role of Physicians in Patients’ Privacy Decisions on Health Information Exchange Platforms""",Journal of the Association for Information Systems,"Yaraghi, Niam and Gopal, Ram D. and Ramesh, Ramaswamy",10.17705/1JAIS.00557,article,,,,,,
C_000190,000190,crossref,https://aisel.aisnet.org/jais/vol16/iss11/2,919--946,11,16,2015,Fostering Fast-response Spontaneous Virtual Team: Effects of Member Skill Awareness and Shared Governance on Team Cohesion and Outcomes,Journal of the Association for Information Systems,"Yang, Xue and Tong, Yu and Teo, Hock-Hai",10.17705/1JAIS.00414,article,,,,,,
C_000191,000191,crossref,https://aisel.aisnet.org/jais/vol20/iss4/5,317--345,,,2019,Measuring and Controlling Social Desirability Bias: Applications in Information Systems Research,Journal of the Association for Information Systems,"Kwak, Dong-Heon and Holtkamp, Philipp and Kim, Sung S.",10.17705/1JAIS.00537,article,,,,,,
C_000192,000192,crossref,https://aisel.aisnet.org/jais/vol21/iss3/9,520--544,3,21,2020,Special Issue Editorial –Accumulation and Evolution of Design Knowledge in Design Science Research: A Journey Through Time and Space,Journal of the Association for Information Systems,"vom Brocke, Jan and Winter, Robert and Hevner, Alan and Maedche, Alexander",10.17705/1JAIS.00611,article,,,,,,
C_000193,000193,crossref,https://aisel.aisnet.org/jais/vol21/iss6/3,1621--1643,,21,2020,What Lies Beneath: Unraveling the Generative Mechanisms of Smart Technology and Service Design,Journal of the Association for Information Systems,"Y. H. Lee, Joyce and Hsu, Carol and Silva, Leiser",10.17705/1JAIS.00648,article,,,,,,
C_000194,000194,crossref,https://aisel.aisnet.org/jais/vol15/iss6/2,306--345,6,15,2014,Boundary Interactions and Motors of Change in Requirements Elicitation: A Dynamic Perspective on Knowledge Sharing,Journal of the Association for Information Systems,,10.17705/1JAIS.00364,article,,,,,,
C_000195,000195,crossref,https://aisel.aisnet.org/jais/vol22/iss1/6,102--129,1,22,2021,Unpacking the Difference Between Digital Transformation and IT-Enabled Organizational Transformation,Journal of the Association for Information Systems,"Wessel, Lauri and Baiyere, Abayomi and Ologeanu-Taddei, Roxana and Cha, Jonghyuk and Blegind Jensen, Tina",10.17705/1JAIS.00655,article,,,,,,
C_000196,000196,crossref,https://aisel.aisnet.org/jais/vol9/iss4/9,151--174,4,9,2008,Risk Analysis in Extended Enterprise Environments: Identification of Critical Risk Factors in B2B E-Commerce Relationships,Journal of the Association for Information Systems,"Sutton, Steve and Hampton, Clark and Khazanchi, Deepak and Arnold, Vicky",10.17705/1JAIS.00155,article,,,,,,
C_000197,000197,crossref,https://aisel.aisnet.org/jais/vol1/iss1/5,1--44,1,1,2000,Factors Influencing the Adoption of Internet Banking,Journal of the Association for Information Systems,"Tan, Margaret and Teo, Thompson",10.17705/1JAIS.00005,article,,,,,,
C_000198,000198,crossref,https://aisel.aisnet.org/jais/vol9/iss1/1,23--39,1,9,2008,Business Value of IT: An Essay on Expanding Research Directions to Keep up with the Times,Journal of the Association for Information Systems,"Kohli, Rajiv and Grover, Varun",10.17705/1JAIS.00147,article,,,,,,
C_000199,000199,crossref,https://aisel.aisnet.org/jais/vol9/iss10/5,609--632,10,9,2008,A Foundation for the Study of IT Effects: A New Look at DeSanctis and Poole’s Concepts of Structural Features and Spirit,Journal of the Association for Information Systems,"Markus, M. Lynne and Silver, Mark",10.17705/1JAIS.00176,article,,,,,,
C_000200,000200,crossref,https://aisel.aisnet.org/jais/vol8/iss4/16,211--218,4,8,2007,Quo vadis TAM?,Journal of the Association for Information Systems,"Benbasat, Izak and Barki, Henri",10.17705/1JAIS.00126,article,,,,,,
C_000201,000201,crossref,https://aisel.aisnet.org/jais/vol21/iss2/3,428--459,,,2020,"""Can Secure Behaviors Be Contagious? A Two-Stage Investigation of the Influence of Herd Behavior on Security Decisions """,Journal of the Association for Information Systems,"Vedadi, Ali and Warkentin, Merrill",10.17705/1JAIS.00607,article,,,,,,
C_000202,000202,crossref,https://aisel.aisnet.org/jais/vol9/iss3/6,231--266,3,9,2008,A Semantic Approach to Secure Collaborative Inter-Organizational eBusiness Processes (SSCIOBP),Journal of the Association for Information Systems,"Iyer, Lakshmi and Aubeterre, Fergle and Singh, Rahul",10.17705/1JAIS.00152,article,,,,,,
C_000203,000203,crossref,https://aisel.aisnet.org/jais/vol7/iss10/27,714--721,10,7,2006,The Theoretical Core and Academic Legitimacy: A Response to Professor Weber,Journal of the Association for Information Systems,"Lyytinen, Kalle and King, John",10.17705/1JAIS.00103,article,,,,,,
C_000204,000204,crossref,https://aisel.aisnet.org/jais/vol20/iss4/3,398--433,,,2019,Revisiting the Impact of System Use on Task Performance: An Exploitative-Explorative System Use Framework,Journal of the Association for Information Systems,"Sun, Heshan and Wright, Ryan T. and Thatcher, Jason B.",10.17705/1JAIS.00539,article,,,,,,
C_000205,000205,crossref,https://aisel.aisnet.org/jais/vol20/iss8/4,1075--1127,,,2019,"""Brute-Force Sentence Pattern Extortion from Harmful Messages for Cyberbullying Detection""",Journal of the Association for Information Systems,"Ptaszynski, Michal and Lempa, Pawel and Masui, Fumito and Kimura, Yasutomo and Rzepka, Rafal and Araki, Kenji and Wroczynski, Michal and Leliwa, Gniewosz",10.17705/1JAIS.00562,article,,,,,,
C_000206,000206,crossref,https://aisel.aisnet.org/jais/vol7/iss8/22,514--544,8,7,2006,Analysis of Competing Data Structures: Does Ontological Clarity Produce Better End User Query Performance,Journal of the Association for Information Systems,"Bowen, Paul and O'Farrell, Robert and Rohde, Fiona",10.17705/1JAIS.00098,article,,,,,,
C_000207,000207,crossref,https://aisel.aisnet.org/jais/vol18/iss9/2,633--647,9,18,2017,"Goals, Values, and Expectations of the AIS Family of Journals",Journal of the Association for Information Systems,"Saunders, Carol and Brown, Sue and Bygstad, Bendik and Dennis, Alan and Ferran, Carlos and Galletta, Dennis and Liang, Ting-Peng and Lowry, Paul and Recker, Jan and Sarker, Suprateek",10.17705/1JAIS.00468,article,,,,,,
C_000208,000208,crossref,https://aisel.aisnet.org/jais/vol2/iss1/3,1--30,1,2,2001,Performance And Satisfaction In Adaptive Websites: An Experiment On Searches Within A Task-Adapted Website,Journal of the Association for Information Systems,"Te'eni, Dov and Feldman, Ron",10.17705/1JAIS.00015,article,,,,,,
C_000209,000209,crossref,https://aisel.aisnet.org/jais/vol19/iss11/4,1035--1063,,,2018,Evidence-Based Information Systems: A New Perspective and a Road Map for Research-Informed Practice,Journal of the Association for Information Systems,"Wainwright, David W. and Oates, Briony J. and Edwards, Helen M. and Childs, Sue",10.17705/1JAIS.00519,article,,,,,,
C_000210,000210,crossref,https://aisel.aisnet.org/jais/vol13/iss4/4,I--VIII,4,13,2012,Historical Interpretations of the IS Discipline: An Introduction to the Special Issue,Journal of the Association for Information Systems,"Hirschheim, Rudy and Saunders, Carol and Straub, Detmar",10.17705/1JAIS.00293,article,,,,,,
C_000211,000211,crossref,https://aisel.aisnet.org/jais/vol15/iss5/3,244--262,5,15,2014,Innovating Financial Information Infrastructures: The Transition of Legacy Assets to the Securitization Market,Journal of the Association for Information Systems,"Kaniadakis, Antonios and Constantinides, Panos",10.17705/1JAIS.00362,article,,,,,,
C_000212,000212,crossref,https://aisel.aisnet.org/jais/vol9/iss3/7,200--230,3,9,2008,Emergency Response Information System Interoperability: Development of Chemical Incident Response Data Model,Journal of the Association for Information Systems,"Chen, Rui and Sharman, Raj and Chakravarti, Nirupama and Rao, H. Raghav and Upadhyaya, Shambhu",10.17705/1JAIS.00153,article,,,,,,
C_000213,000213,crossref,https://aisel.aisnet.org/jais/vol14/iss8/1,452--481,8,14,2013,Infusing Ethical Considerations in Knowledge Management Scholarship: Toward a Research Agenda,Journal of the Association for Information Systems,"Chatterjee, Sutirtha and Sarker, Suprateek",10.17705/1JAIS.00339,article,,,,,,
C_000214,000214,crossref,https://aisel.aisnet.org/jais/vol20/iss6/3,824--841,,,2019,“I Am Your Fan; Bookmarked!” Members’ Identification Development in Founder-Led Online Communities,Journal of the Association for Information Systems,"Panteli, Niki and Sivunen, Anu",10.17705/1JAIS.00552,article,,,,,,
C_000215,000215,crossref,https://aisel.aisnet.org/jais/vol20/iss7/16,858--886,,,2019,"""Pricing or Advertising? A Game-Theoretic Analysis of Online Retailing """,Journal of the Association for Information Systems,"Wen, Zhong and Lin, Lihui",10.17705/1JAIS.00555,article,,,,,,
C_000216,000216,crossref,https://aisel.aisnet.org/jais/vol20/iss11/5,1566--1588,,,2019,Measuring Riskfrom IT Initiatives UsingImplied Volatility,Journal of the Association for Information Systems,"Zhang, Dawei (David) and Nault, Barrie R.",10.17705/1JAIS.00578,article,,,,,,
C_000217,000217,crossref,https://aisel.aisnet.org/jais/vol19/iss6/4,441--502,06,19,2018,From Placebo to Panacea: Studying the Diffusion of IT Management Techniques with Ambiguous Efficiencies: The Case of Capability Maturity Model,Journal of the Association for Information Systems,"Akhlaghpour, Saeed and Lapointe, Liette",10.17705/1JAIS.00498,article,,,,,,
C_000218,000218,crossref,https://aisel.aisnet.org/jais/vol9/iss10/1,706--726,10,9,2008,The Structure of Collaboration in Electronic Networks,Journal of the Association for Information Systems,"Kudaravalli, Srinivas and Faraj, Samer",10.17705/1JAIS.00172,article,,,,,,
C_000219,000219,crossref,https://aisel.aisnet.org/jais/vol16/iss9/1,I--XX,9,16,2015,Roles and Responsibilities of a Senior Editor,Journal of the Association for Information Systems,"Sarker, Suprateek and Agarwal, Ritu and Goes, Paulo and Gregor, Shirley and Henfridsson, Ola and Saunders, Carol and Tan, Bernard",10.17705/1JAIS.00407,article,,,,,,
C_000220,000220,crossref,https://aisel.aisnet.org/jais/vol7/iss10/29,700--702,10,7,2006,Special Research Perspectives Issue on the IS Core/Identity Debate,Journal of the Association for Information Systems,"Hirschheim, Rudy",10.17705/1JAIS.00105,article,,,,,,
C_000221,000221,crossref,https://aisel.aisnet.org/jais/vol9/iss12/2,727--747,12,9,2008,A Two-Process View of Trust and Distrust Building in Recommendation Agents: A Process-Tracing Study,Journal of the Association for Information Systems,"Komiak, Sherrie and Benbasat, Izak",10.17705/1JAIS.00180,article,,,,,,
C_000222,000222,crossref,https://aisel.aisnet.org/jais/vol5/iss11/14,514--544,11,5,2004,"Participation in Development and Implementation - Updating An Old, Tired Concept for Today's IS Contexts",Journal of the Association for Information Systems,"Markus, M. Lynne and Mao, Ji-Ye",10.17705/1JAIS.00057,article,,,,,,
C_000223,000223,crossref,https://aisel.aisnet.org/jais/vol22/iss1/9,5--40,1,22,2021,Online Child Sexual Exploitation: A New MIS Challenge,Journal of the Association for Information Systems,"Demetis, Dionysios and Kietzmann, Jan",10.17705/1JAIS.00652,article,,,,,,
C_000224,000224,crossref,https://aisel.aisnet.org/jais/vol20/iss1/3,1--32,,20,2019,Sleight of Hand: Identifying Concealed Information by Monitoring Mouse-Cursor Movements,Journal of the Association for Information Systems,"Jenkins., Jeffrey L. and Proudfoot, Jeffrey G. and Valacich, Joseph S. and Grimes, G. Mark and Nunamaker, Jay F. Jr.",10.17705/1JAIS.00527,article,,,,,,
C_000225,000225,crossref,https://aisel.aisnet.org/jais/vol21/iss1/9,23--49,,,2020,Pluralist Theory Building: A Methodology for Generalizing from Data to Theory,Journal of the Association for Information Systems,"Dueholm Müller, Sune and Mathiassen, Lars and Saunders, Carol",10.17705/1JAIS.00591,article,,,,,,
C_000226,000226,crossref,https://aisel.aisnet.org/jais/vol20/iss3/2,213--242,,,2019,Privacy in the Sharing Economy,Journal of the Association for Information Systems,"Teubner, Timm and Flath, Christoph M.",10.17705/1JAIS.00534,article,,,,,,
C_000227,000227,crossref,https://aisel.aisnet.org/jais/vol19/iss2/4,58--62,,,2018,ICT Challenges and Opportunities in Building a “Bright Society”,Journal of the Association for Information Systems,"Oh, Wonseok and Acquisti, Alessandro and Sia, Choon Ling",10.17705/1JAIS.00483,article,,,,,,
C_000228,000228,crossref,https://aisel.aisnet.org/jais/vol14/iss9/1,521--549,9,14,2013,The Role of Restrictiveness of Use in Determining Ethical and Legal Awareness of Unauthorized File Sharing,Journal of the Association for Information Systems,"Hansen, Jared and Walden, Eric",10.17705/1JAIS.00342,article,,,,,,
C_000229,000229,crossref,https://aisel.aisnet.org/jais/vol12/iss10/2,662--683,10,12,2011,Secondary Design: A Case of Behavioral Design Science Research,Journal of the Association for Information Systems,"Germonprez, Matt and Hovorka, Dirk and Gal, Uri",10.17705/1JAIS.00278,article,,,,,,
C_000230,000230,crossref,https://aisel.aisnet.org/jais/vol3/iss1/1,1--28,1,3,2002,Information Exchange Between Humanitarian Organizations: Using the XML Schema IDML,Journal of the Association for Information Systems,"Huesemann, Stefan",10.17705/1JAIS.00021,article,,,,,,
C_000231,000231,crossref,https://aisel.aisnet.org/jais/vol6/iss6/7,171--198,6,6,2005,Theoretical Explanations for Firms' Information Privacy Behaviors,Journal of the Association for Information Systems,"Chan, Yolande and Greenaway, Kathleen",10.17705/1JAIS.00068,article,,,,,,
C_000232,000232,crossref,https://aisel.aisnet.org/jais/vol14/iss9/2,482--520,9,14,2013,The Influence of Analyst Communication in IS Projects,Journal of the Association for Information Systems,"Shuraida, Shadi and Barki, Henri",10.17705/1JAIS.00343,article,,,,,,
C_000233,000233,crossref,https://aisel.aisnet.org/jais/vol4/iss1/4,99--117,1,4,2003,The Impact of Organizational Coordination and Climate on Marketing Executives' Satisfaction with Information Systems Services,Journal of the Association for Information Systems,"Li, Eldon and Jiang, James and Klein, Gary",10.17705/1JAIS.00031,article,,,,,,
C_000234,000234,crossref,https://aisel.aisnet.org/jais/vol20/iss1/1,33--57,,20,2019,An Activity Theory Approach to Modeling Dispatch-Mediated Emergency Response,Journal of the Association for Information Systems,"Valecha, Rohit and Rao, H. Raghav and Upadhyaya, Shambhu J. and Sharman, Raj",10.17705/1JAIS.00528,article,,,,,,
C_000235,000235,crossref,https://aisel.aisnet.org/jais/vol20/iss10/3,1475--1503,,,2019,"""Game of Platforms: Strategic Expansion into Rival (Online) Territory""",Journal of the Association for Information Systems,"Bar-Gill1, Sagit",10.17705/1JAIS.00575,article,,,,,,
C_000236,000236,crossref,https://aisel.aisnet.org/jais/vol7/iss11/31,725--770,11,7,2006,A Design Theory for Secure Information Systems Design Methods,Journal of the Association for Information Systems,"Heikka, Juhani and Baskerville, Richard and Siponen, Mikko",10.17705/1JAIS.00107,article,,,,,,
C_000237,000237,crossref,https://aisel.aisnet.org/jais/vol19/iss4/2,306--332,4,19,2018,User Resistance to the Implementation of Information Systems: A Psychological Contract Breach Perspective,Journal of the Association for Information Systems,"Lin, Tung-ching and Huang, Shiu-li and Chiang, Shun-Chi",10.17705/1JAIS.00493,article,,,,,,
C_000238,000238,crossref,https://aisel.aisnet.org/jais/vol8/iss1/3,47--70,1,8,2007,Do You Read Me? Perspective Making and Perspective Taking in Chat Communities,Journal of the Association for Information Systems,"Dickey, Michael and Burnett, Gary and Chudoba, Katherine and Kazmer, Michelle",10.17705/1JAIS.00113,article,,,,,,
C_000239,000239,crossref,https://aisel.aisnet.org/jais/vol21/iss3/2,735--770,3,21,2020,Accumulating Design Knowledge with Reference Models: Insights from 12 Years’ Research into Data Management,Journal of the Association for Information Systems,"Legner, Christine and Pentek, Tobias and Otto, Boris",10.17705/1JAIS.00618,article,,,,,,
C_000240,000240,crossref,https://aisel.aisnet.org/jais/vol20/iss12/7,1700--1742,,,2019,"Generally Speaking, Context Matters: Making the Case for a Change from Universal to Particular ISP Research",Journal of the Association for Information Systems,"Aurigemma, Sal and Mattson, Thomas",10.17705/1JAIS.00583,article,,,,,,
C_000241,000241,crossref,https://aisel.aisnet.org/jais/vol20/iss6/1,848--856,,,2019,Policy to Avoid a Privacy Disaster,Journal of the Association for Information Systems,"Culnan, Mary J.",10.17705/1JAIS.00554,article,,,,,,
C_000242,000242,crossref,https://aisel.aisnet.org/jais/vol15/iss12/1,879--912,12,15,2014,The Dynamics of IT Project Status Reporting: A Self-Reinforcing Cycle of Distrust,Journal of the Association for Information Systems,"Keil, Mark and Smith, H. Jeff and Iacovou, Charalambos and Thompson, Ronald",10.17705/1JAIS.00383,article,,,,,,
C_000243,000243,crossref,https://aisel.aisnet.org/jais/vol17/iss11/1,759--783,11,17,2016,Overconfidence in Phishing Email Detection,Journal of the Association for Information Systems,"Wang, Jingguo and Li, Yuan and Rao, H. Raghav",10.17705/1JAIS.00442,article,,,,,,
C_000244,000244,crossref,https://aisel.aisnet.org/jais/vol15/iss10/1,723--753,10,15,2014,NeuroIS—Alternative or Complement to Existing Methods? Illustrating the Holistic Effects of Neuroscience and Self-Reported Data in the Context of Technostress Research,Journal of the Association for Information Systems,"Tams, Stefan and Hill, Kevin and Guinea, Ana and Thatcher, Jason and Grover, Varun",10.17705/1JAIS.00374,article,,,,,,
C_000245,000245,crossref,https://aisel.aisnet.org/jais/vol19/iss2/3,63--85,,,2018,Design and Validation of the Bright Internet,Journal of the Association for Information Systems,"Lee, Jae Kyu and Cho, Daegon and Lim, Gyoo Gun",10.17705/1JAIS.00484,article,,,,,,
C_000246,000246,crossref,https://aisel.aisnet.org/jais/vol18/iss3/3,173--205,3,18,2017,Political Maneuvering During Business Process Transformation: A Pluralist Approach,Journal of the Association for Information Systems,"Müller, Sune and Mathiassen, Lars and Saunders, Carol and Kræmmergaard, Pernille",10.17705/1JAIS.00454,article,,,,,,
C_000247,000247,crossref,https://aisel.aisnet.org/jais/vol4/iss1/14,294--336,1,4,2003,The Circuits-of-Power Framework for Studying Power in Institutionalization of Information Systems,Journal of the Association for Information Systems,"Silva, Leiser and Backhouse, James",10.17705/1JAIS.00041,article,,,,,,
C_000248,000248,crossref,https://aisel.aisnet.org/jais/vol4/iss1/11,233--236,1,4,2003,IS Research Perspectives: A Mandate for Scholarly Debate,Journal of the Association for Information Systems,"Straub, Detmar",10.17705/1JAIS.00038,article,,,,,,
C_000249,000249,crossref,https://aisel.aisnet.org/jais/vol20/iss8/1,1210--1241,,,2019,How do Individuals Interpret Multiple Conceptual Models? A Theory of Combined Ontological Completeness and Overlap,Journal of the Association for Information Systems,"Recker, Jan and Green, Peter F.",10.17705/1JAIS.00565,article,,,,,,
C_000250,000250,crossref,https://aisel.aisnet.org/jais/vol19/iss8/4,672--688,,19,2018,Pricing in C2C Sharing Platforms,Journal of the Association for Information Systems,"Zimmermann, Steffen and Angerer, Peter and Provin, Daniel and Nault, Barrie R.",10.17705/1JAIS.00505,article,,,,,,
C_000251,000251,crossref,https://aisel.aisnet.org/jais/vol19/iss10/6,924--928,,,2018,Informing Research: Celebrating 50 Years of Ideas and Science at HICSS,Journal of the Association for Information Systems,"Hovorka, Dirk and Thatcher, Jason B. and Dennis, Alan and GeorgE, Joey F.",10.17705/1JAIS.00513,article,,,,,,
C_000252,000252,crossref,https://aisel.aisnet.org/jais/vol10/iss2/1,90--117,2,10,2009,"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",Journal of the Association for Information Systems,"Davis, Alanah and Murphy, John and Owens, Dawn and Khazanchi, Deepak and Zigurs, Ilze",10.17705/1JAIS.00183,article,,,,,,
C_000253,000253,crossref,https://aisel.aisnet.org/jais/vol13/iss10/1,861--885,10,13,2012,The Effects of Leader-Member Exchange on Member Performance in Virtual World Teams,Journal of the Association for Information Systems,"Goh, Samuel and Wasko, Molly",10.17705/1JAIS.00308,article,,,,,,
C_000254,000254,crossref,https://aisel.aisnet.org/jais/vol20/iss6/5,735--786,,,2019,Information Systems as Representations: A Review of the Theory and Evidence,Journal of the Association for Information Systems,"Recker, Jan and Indulska, Marta and Green, Peter and Burton-Jones, Andrew and Weber, Ron",10.17705/1JAIS.00550,article,,,,,,
C_000255,000255,crossref,https://aisel.aisnet.org/jais/vol19/iss11/3,1064--1096,,,2018,“Unblackboxing” Decision Makers’ Interpretations of IS Certifications in the Context of Cloud Service Certifications,Journal of the Association for Information Systems,"Lansing, Jens and Benlian, Alexander and Sunyaev, Ali",10.17705/1JAIS.00520,article,,,,,,
C_000256,000256,crossref,https://aisel.aisnet.org/jais/vol20/iss3/1,243--284,,,2019,Sublating Tensions in the IT Project Risk Management Literature: A Model of the Relative Performance of Intuition and Deliberate Analysis for Risk Assessment,Journal of the Association for Information Systems,"Moeini, Mohammad and Rivard, Suzanne",10.17705/1JAIS.00535,article,,,,,,
C_000257,000257,crossref,https://aisel.aisnet.org/jais/vol10/iss3/8,118--120,3,10,2009,Introduction to JAIS Special Issue on Collaboration Engineering,Journal of the Association for Information Systems,"Briggs, Robert and Vreede, Gert-Jan and Massey, Anne",10.17705/1JAIS.00192,article,,,,,,
C_000258,000258,crossref,https://aisel.aisnet.org/jais/vol19/iss4/3,266--305,4,19,2018,Optimal Freemium Strategy for Information Goods in the Presence of Piracy,Journal of the Association for Information Systems,"Nan, Guofang and Wu, Dan and Li, Mingjang and Tan, Yong",10.17705/1JAIS.00492,article,,,,,,
C_000259,000259,crossref,https://aisel.aisnet.org/jais/vol2/iss1/4,1--31,1,2,2001,An Experiment In Collaborative Spreadsheet Development,Journal of the Association for Information Systems,"Panko, Raymond and Halverson, Jr., Richard",10.17705/1JAIS.00016,article,,,,,,
C_000260,000260,crossref,https://aisel.aisnet.org/jais/vol12/iss10/1,684--713,10,12,2011,Four Guiding Principles for Research on Evolved Information Processing Traits and Technology- Mediated Task Performance,Journal of the Association for Information Systems,"Kock, Ned and Chatelain-Jardón, Ruth",10.17705/1JAIS.00277,article,,,,,,
C_000261,000261,crossref,https://aisel.aisnet.org/jais/vol11/iss12/1,902--925,12,11,2010,Characterizing the Dynamics of Open User Experience Design: The Cases of Firefox and OpenOffice.org,Journal of the Association for Information Systems,"Bach, Paula and Carroll, John",10.17705/1JAIS.00247,article,,,,,,
C_000262,000262,crossref,https://aisel.aisnet.org/jais/vol2/iss1/2,1--48,1,2,2001,Web Home Page Complexity and Communication Effectiveness,Journal of the Association for Information Systems,"Geissler, Gary and Zinkhan, George and Watson, Richard",10.17705/1JAIS.00014,article,,,,,,
C_000263,000263,crossref,https://aisel.aisnet.org/jais/vol13/iss10/4,772--796,10,13,2012,Valuing Virtual Worlds: The Role of Categorization in Technology Assessment,Journal of the Association for Information Systems,"Nardon, Luciara and Aten, Kathryn",10.17705/1JAIS.00311,article,,,,,,
C_000264,000264,crossref,https://aisel.aisnet.org/jais/vol10/iss6/2,474--494,6,10,2009,Management Implications in Information Systems Research: The Untold Story,Journal of the Association for Information Systems,"Ramiller, Neil and Pentland, Brian",10.17705/1JAIS.00202,article,,,,,,
C_000265,000265,crossref,https://aisel.aisnet.org/jais/vol15/iss7/3,361--387,7,15,2014,Enhanced Use of IT: A New Perspective on Post-Adoption,Journal of the Association for Information Systems,"Bagayogo, Fatou and Lapointe, Liette and Bassellier, Geneviève",10.17705/1JAIS.00367,article,,,,,,
C_000266,000266,crossref,https://aisel.aisnet.org/jais/vol9/iss6/16,321--343,6,9,2008,The Role of Visualization Tools in Spreadsheet Error Correction from a Cognitive Fit Perspective,Journal of the Association for Information Systems,"Goswami, Suparna and Chan, Hock and Kim, Hee",10.17705/1JAIS.00162,article,,,,,,
C_000267,000267,crossref,https://aisel.aisnet.org/jais/vol10/iss3/5,170--195,3,10,2009,Toward Building Self-Sustaining Groups in PCR-based Tasks through Implicit Coordination: The Case of Heuristic Evaluation,Journal of the Association for Information Systems,"Lowry, Paul and Roberts, Tom and Dean, Douglas and Marakas, George",10.17705/1JAIS.00189,article,,,,,,
C_000268,000268,crossref,https://aisel.aisnet.org/jais/vol10/iss3/7,121--137,3,10,2009,Collaboration Engineering: Foundations and Opportunities: Editorial to the Special Issue on the Journal of the Association of Information Systems,Journal of the Association for Information Systems,"Vreede, Gert-Jan and Briggs, Robert and Massey, Anne",10.17705/1JAIS.00191,article,,,,,,
C_000269,000269,crossref,https://aisel.aisnet.org/jais/vol13/iss2/1,88--115,2,13,2012,Examining Two Expectation Disconfirmation Theory Models: Assimilation and Asymmetry Effects,Journal of the Association for Information Systems,"Lankton, Nancy and McKnight, Harrison",10.17705/1JAIS.00285,article,,,,,,
C_000270,000270,crossref,https://aisel.aisnet.org/jais/vol9/iss5/14,267--293,5,9,2008,The Yield Shift Theory of Satisfaction and Its Application to the IS/IT Domain,Journal of the Association for Information Systems,"Briggs, Robert and Reinig, Bruce and Vreede, Gert-Jan",10.17705/1JAIS.00160,article,,,,,,
C_000271,000271,crossref,https://aisel.aisnet.org/jais/vol8/iss3/8,143--174,3,8,2007,Strategic Alignment In Mergers And Acquisitions: Theorizing IS Integration Decision making.,Journal of the Association for Information Systems,"Mehta, Manjari and Hirschheim, Rudy",10.17705/1JAIS.00118,article,,,,,,
C_000272,000272,crossref,https://aisel.aisnet.org/jais/vol13/iss4/1,273--314,4,13,2012,Cognition Matters: Enduring Questions in Cognitive IS Research,Journal of the Association for Information Systems,"Davern, Michael and Shaft, Teresa and Te'eni, Dov",10.17705/1JAIS.00290,article,,,,,,
C_000273,000273,crossref,https://aisel.aisnet.org/jais/vol7/iss8/20,568--592,8,7,2006,Variations in Conceptual Modeling: Classification and Ontological Analysis,Journal of the Association for Information Systems,"Hadar, Irit and Soffer, Pnina",10.17705/1JAIS.00096,article,,,,,,
