id,ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
207,P_0000000212,212,pdf,2.0,10.0,Integrating Expert Systems and Decision Support Systems,MIS Quarterly,"Watkins, Paul R",lfoppiano/grobid:0.8.1,data/pdfs/10_2/TurbanWatkins1986.pdf,article,,,
208,P_0000000213,213,pdf,2.0,21.0,Qualitative Research in Information Systems,MIS Quarterly,"Myers, Michael D",lfoppiano/grobid:0.8.1,data/pdfs/21_2/Myers1997.pdf,article,,,
209,P_0000000214,214,pdf,4.0,42.0,COLLECTIVE INFORMATION SYSTEMS USE: A TYPOLOGICAL THEORY 1,MIS Quarterly,"Negoita, Bogdan and Lapointe, Liette and Rivard, Suzanne",lfoppiano/grobid:0.8.1,data/pdfs/42_4/NegoitaLapointeRivard2018.pdf,article,10.25300/MISQ/2018/13219,,
210,P_0000000215,215,pdf,4.0,45.0,CONSTRUCTS AND INDICATORS: AN ONTOLOGICAL ANALYSIS 1,MIS Quarterly,"Weber, Ron",lfoppiano/grobid:0.8.1,data/pdfs/45_4/Weber2021.pdf,article,10.25300/MISQ/2021/15999,,
211,P_0000000216,216,pdf,1.0,11.0,Executive Information Systems The Management Information and Decision Support (MIDS) System Lockheed-Georgia,MIS Quarterly,"Watson, Hugh J",lfoppiano/grobid:0.8.1,data/pdfs/11_1/HoudeshelWatson1987.pdf,article,,,
212,P_0000000217,217,pdf,2.0,46.0,COMBINING CROWD AND MACHINE INTELLIGENCE TO DETECT FALSE NEWS ON SOCIAL MEDIA 1,MIS Quarterly,"Wei, Xuan and Zhang, Zhu and Zhang, Mingyue and Chen, Weiyun and Zeng, Daniel Dajun",lfoppiano/grobid:0.8.1,data/pdfs/46_2/WeiZhangZhangEtAl2022.pdf,article,10.25300/MISQ/2022/16526,,
213,P_0000000218,218,pdf,3.0,10.0,The Effects of 3D Imagery on Managerial Data Interpretation,MIS Quarterly,"Lee, Jong Min and Maclachlan, James and Wallace, William A",lfoppiano/grobid:0.8.1,data/pdfs/10_3/LeeMacLachlanWallace1986.pdf,article,,,
214,P_0000000219,219,pdf,3.0,27.0,TRUST AND THE UNINTENDED EFFECTS OF BEHAVIOR CONTROL IN VIRTUAL TEAMS 1,MIS Quarterly,"Piccoli, Gabriele and Ives, Blake and Beath, Cynthia",lfoppiano/grobid:0.8.1,data/pdfs/27_3/PiccoliIves2003.pdf,article,,,
215,P_0000000220,220,pdf,1.0,43.0,SYNTHETIC KNOWING: THE POLITICS OF THE INTERNET OF THINGS 1,MIS Quarterly,"Monteiro, Eric and Parmiggiani, Elena",lfoppiano/grobid:0.8.1,data/pdfs/43_1/MonteiroParmiggiani2019.pdf,article,10.25300/MISQ/2019/13799,,
216,P_0000000221,221,pdf,2.0,39.0,"DISASTER EXPERIENCE AND HOSPITAL INFORMATION SYSTEMS: AN EXAMINATION OF PERCEIVED INFORMATION ASSURANCE, RISK, RESILIENCE, AND HIS USEFULNESS 1",MIS Quarterly,"Park, Insu and Sharman, Raj and Rao, H. Raghav",lfoppiano/grobid:0.8.1,data/pdfs/39_2/ParkSharmanRao2015.pdf,article,,,
217,P_0000000222,222,pdf,1.0,16.0,On Generalizing the Concept of Hypertext,MIS Quarterly,"Bieber, Michael P and Kimbrough, Steven 0",lfoppiano/grobid:0.8.1,data/pdfs/16_1/BieberKimbrough1992.pdf,article,,,
218,P_0000000223,223,pdf,1.0,13.0,The Problem of Statistical Power in MIS Research,MIS Quarterly,"Baroudi, Jack and Orlikowski, Wanda",lfoppiano/grobid:0.8.1,data/pdfs/13_1/BaroudiOrlikowski1989.pdf,article,,,
219,P_0000000224,224,pdf,4.0,12.0,Information Technology to Support Electronic Meetings,MIS Quarterly,"Dennis, Alan R and George, Joey F and Len, M. and Jessup, Jay F and Nunamaker and Douglas, R. and Vogel",lfoppiano/grobid:0.8.1,data/pdfs/12_4/DennisGeorgeJessupEtAl1988.pdf,article,,,
220,P_0000000225,225,pdf,2.0,26.0,INDUCING SENSITIVITY TO DECEPTION IN ORDER TO IMPROVE DECISION MAKING PERFORMANCE: A FIELD STUDY 1,MIS Quarterly,"Biros, David P and George, Joey F and Zmud, Robert W",lfoppiano/grobid:0.8.1,data/pdfs/26_2/BirosGeorgeZmud2002.pdf,article,,,
221,P_0000000226,226,pdf,4.0,17.0,The Effects of Information System User Expectations on Their Performance and Perceptions,MIS Quarterly,"Szajna, Bernadette and Neeley, M. J and Scamell, Richard W and Eh, Em and Em, >.",lfoppiano/grobid:0.8.1,data/pdfs/17_4/SzajnaScamell1993.pdf,article,,2014.0,
222,P_0000000227,227,pdf,3.0,38.0,KNOW YOURSELF AND KNOW YOUR ENEMY: AN ANALYSIS OF FIRM RECOMMENDATIONS AND CONSUMER REVIEWS IN A COMPETITIVE ENVIRONMENT 1,MIS Quarterly,"Jabr, Wael and Zheng, Eric",lfoppiano/grobid:0.8.1,data/pdfs/38_3/JabrZheng2014.pdf,article,,,
223,P_0000000228,228,pdf,3.0,12.0,Using a GDSS to Facilitate Group Consensus: Some Intended and Unintended Consequences,MIS Quarterly,"Watson, Richard T and Desanctis, Gerardine and Poole, Marshall Scott",lfoppiano/grobid:0.8.1,data/pdfs/12_3/WatsonDeSanctisPoole1988.pdf,article,,,
224,P_0000000229,229,pdf,1.0,29.0,EDITOR'S COMMENTS Looking for Diamond Cutters,MIS Quarterly,"Saunders, Carol",lfoppiano/grobid:0.8.1,data/pdfs/29_1/Saunders2005.pdf,article,,,
225,P_0000000230,230,pdf,3.0,38.0,SPECIAL ISSUE: SOCIOMATERIALITY OF IS & ORGANIZING ENTANGLEMENTS IN PRACTICE: PERFORMING ANONYMITY THROUGH SOCIAL MEDIA 1,MIS Quarterly,"Scott, Susan V and Orlikowski, Wanda J",lfoppiano/grobid:0.8.1,data/pdfs/38_3/ScottOrlikowski2014.pdf,article,,,
226,P_0000000231,231,pdf,2.0,42.0,DID I BUY THE WRONG GADGET? HOW THE EVALUABILITY OF TECHNOLOGY FEATURES INFLUENCES TECHNOLOGY FEATURE PREFERENCES AND SUBSEQUENT PRODUCT CHOICE 1,MIS Quarterly,"Valacich, Joseph S and Wang, Xuequn and Jessup, Leonard M",lfoppiano/grobid:0.8.1,data/pdfs/42_2/ValacichWangJessup2018.pdf,article,10.25300/MISQ/2018/12847,,
227,P_0000000232,232,pdf,1.0,1.0,Case Studies of End User Requirements for Interactive Problem-Solving Systems,MIS Quarterly,"Carlson, Eric D and Grace, Barbara F and Sutton, Jimmy A and Carlson and Sutton, Mr",lfoppiano/grobid:0.8.1,data/pdfs/1_1/CarlsonGraceSutton1977.pdf,article,,,
228,P_0000000233,233,pdf,3.0,31.0,"THE DYNAMIC STRUCTURE OF MANAGEMENT SUPPORT SYSTEMS: THEORY DEVELOPMENT, RESEARCH FOCUS, AND DIRECTION 1",MIS Quarterly,"Clark, Thomas D E J and Ourso and Jones, Mary C and Armstrong, Curtis P",lfoppiano/grobid:0.8.1,data/pdfs/31_3/ClarkJrJonesArmstrong2007.pdf,article,,,
229,P_0000000234,234,pdf,3.0,35.0,THE EFFECTS OF DIGITAL TRADING PLATFORMS ON COMMODITY PRICES IN AGRICULTURAL SUPPLY CHAINS 1,MIS Quarterly,"Banker, Rajiv and Mitra, Sabyasachi and Sambamurthy, V.",lfoppiano/grobid:0.8.1,data/pdfs/35_3/BankerMitraSambamurthy2011.pdf,article,,,
230,P_0000000235,235,pdf,2.0,17.0,Exploring Individual User Satisfaction Within User-Led Development,MIS Quarterly,"Lawrence, Michael and Low, Graham",lfoppiano/grobid:0.8.1,data/pdfs/17_2/LawrenceLow1993.pdf,article,,,
231,P_0000000236,236,pdf,1.0,27.0,TRUST AND TAM IN ONLINE SHOPPING: AN INTEGRATED MODEL 1,MIS Quarterly,"Gefen, David and Karahanna, Elena and Straub, Detmar W",lfoppiano/grobid:0.8.1,data/pdfs/27_1/GefenKarahannaStraub2003.pdf,article,,,
232,P_0000000237,237,pdf,3.0,30.0,THE ROLE OF ESPOUSED NATIONAL CULTURAL VALUES IN TECHNOLOGY ACCEPTANCE 1,MIS Quarterly,"Srite, Mark and Karahanna, Elena",lfoppiano/grobid:0.8.1,data/pdfs/30_3/SriteKarahanna2006.pdf,article,,,
233,P_0000000238,238,pdf,3.0,36.0,A KNOWLEDGE-BASED MODEL OF RADICAL INNOVATION IN SMALL SOFTWARE FIRMS 1,MIS Quarterly,"Luo, Jessica and Lyytinen, Kalle and Rose, Gregory M",lfoppiano/grobid:0.8.1,data/pdfs/36_3/CarloLyytinenRose2012.pdf,article,,,
234,P_0000000239,239,pdf,2.0,8.0,MIS Project Teams: An Investigation of Cognitive Style Implications,MIS Quarterly,"Brittain White, Kathy",lfoppiano/grobid:0.8.1,data/pdfs/8_2/White1984.pdf,article,,,
235,P_0000000240,240,pdf,2.0,13.0,Integrating Decision Technologies: Implications for Management Curriculum,MIS Quarterly,"Adams, Carl R",lfoppiano/grobid:0.8.1,data/pdfs/13_2/AdamsSong1989.pdf,article,,,
236,P_0000000241,241,pdf,2.0,40.0,SPECIAL ISSUE: ICT AND SOCIETAL CHALLENGES DIGITAL ACTION REPERTOIRES AND TRANSFORMING A SOCIAL MOVEMENT ORGANIZATION 1,MIS Quarterly,"Selander, Lisen and Jarvenpaa, Sirkka L",lfoppiano/grobid:0.8.1,data/pdfs/40_2/SelanderJarvenpaa2016.pdf,article,,,
237,P_0000000242,242,pdf,3.0,34.0,"EDITOR'S COMMENTS MISQ, Inc. or an Online Collective? Is There a Journal Personality and What it Means for Authors",MIS Quarterly,"Straub, Detmar",lfoppiano/grobid:0.8.1,data/pdfs/34_3/Straub2010a.pdf,article,,,
238,P_0000000243,243,pdf,2.0,12.0,The Measurement of End-User Computing Satisfaction,MIS Quarterly,"Doll, William J and Torkzadeh, Gholamreza",lfoppiano/grobid:0.8.1,data/pdfs/12_2/DollTorkzadeh1988.pdf,article,,,
239,P_0000000244,244,pdf,2.0,38.0,THE BUSINESS OF BEING A USER: THE ROLE OF THE REFERENCE ACTOR IN SHAPING PACKAGED ENTERPRISE SYSTEM ACQUISITION AND DEVELOPMENT 1,MIS Quarterly,"Pollock, Neil and Hyysalo, Sampsa",lfoppiano/grobid:0.8.1,data/pdfs/38_2/PollockHyysalo2014.pdf,article,,,
240,P_0000000245,245,pdf,4.0,35.0,NETWORK EFFECTS: THE INFLUENCE OF STRUCTURAL CAPITAL ON OPEN SOURCE PROJECT SUCCESS 1,MIS Quarterly,"Param, Vir and Singh and Tan, Yong and Mookerjee, Vijay",lfoppiano/grobid:0.8.1,data/pdfs/35_4/SinghTanMookerjee2011.pdf,article,,,
241,P_0000000246,246,pdf,3.0,26.0,A DESIGN THEORY FOR SYSTEMS THAT SUPPORT EMERGENT KNOWLEDGE PROCESSES 1,MIS Quarterly,"Markus, M. Lynne and Majchrzak, Ann and Gasser, Les",lfoppiano/grobid:0.8.1,data/pdfs/26_3/MarkusMajchrzakGasser2002.pdf,article,,,
242,P_0000000247,247,pdf,2.0,19.0,Task-Technology Fit and Individual Performance,MIS Quarterly,"Goodhue, Dale L and Thompson, Ronald L",lfoppiano/grobid:0.8.1,data/pdfs/19_2/GoodhueThompson1995.pdf,article,,,
243,P_0000000248,248,pdf,3.0,28.0,NETWORKS OF ACTION: SUSTAINABLE HEALTH INFORMATION SYSTEMS ACROSS DEVELOPING COUNTRIES 1,MIS Quarterly,"Braa, Jørn and Monteiro, Eric and Sahay, Sundeep and Ngo, Ngo",lfoppiano/grobid:0.8.1,data/pdfs/28_3/BraaMonteiroSahay2004.pdf,article,,,
244,P_0000000249,249,pdf,1.0,29.0,ANTECEDENTS OF KNOWLEDGE TRANSFER FROM CONSULTANTS TO CLIENTS IN ENTERPRISE SYSTEM IMPLEMENTATIONS 1,MIS Quarterly,"Ko, Dong-Gil and Kirsch, Laurie J and King, William R",lfoppiano/grobid:0.8.1,data/pdfs/29_1/KoKirschKing2005.pdf,article,,,
245,P_0000000250,250,pdf,4.0,21.0,Redesigning the Customer Support Process for the Electronic Economy: Insights From Storage Dimensions 1,MIS Quarterly,"Sawy, Omar A El and Bowles, Gene",lfoppiano/grobid:0.8.1,data/pdfs/21_4/SawyBowles1997.pdf,article,,,
246,P_0000000251,251,pdf,4.0,6.0,Future Role of the Information Systems Executive,MIS Quarterly,"Rockart, John F and Ball, Leslie and Bullen, Christine V",lfoppiano/grobid:0.8.1,data/pdfs/6_4/RockartBallBullen1982.pdf,article,,1981.0,
247,P_0000000252,252,pdf,2.0,43.0,USING RETWEETS WHEN SHAPING OUR ONLINE PERSONA: TOPIC MODELING APPROACH 1,MIS Quarterly,"Geva, Hilah and Oestreicher-Singer, Gal and Saar-Tsechansky, Maytal",lfoppiano/grobid:0.8.1,data/pdfs/43_2/GevaOestreicherSingerSaarTsechansky2019.pdf,article,10.25300/MISQ/2019/14346,,
248,P_0000000253,253,pdf,3.0,20.0,Measuring the Extent of EDI Usage in Complex Organizations: Strategies and Illustrative Examples*,MIS Quarterly,"Massetti, Brenda and Zmud, Robert W",lfoppiano/grobid:0.8.1,data/pdfs/20_3/MassettiZmud1996.pdf,article,,,
249,P_0000000254,254,pdf,4.0,29.0,THE EFFECTS OF VIRTUAL REALITY ON CONSUMER LEARNING: AN EMPIRICAL INVESTIGATION 1,MIS Quarterly,"Suh, Kil-Soo and Lee, Young Eun",lfoppiano/grobid:0.8.1,data/pdfs/29_4/SuhLee2005.pdf,article,,,
250,P_0000000255,255,pdf,4.0,34.0,IMPROVING EMPLOYEES' COMPLIANCE THROUGH INFORMATION SYSTEMS SECURITY TRAINING: AN ACTION RESEARCH STUDY 1,MIS Quarterly,"Puhakainen, Petri and Siponen, Mikko",lfoppiano/grobid:0.8.1,data/pdfs/34_4/PuhakainenSiponen2010.pdf,article,,,
251,P_0000000256,256,pdf,2.0,35.0,CONSTRUCT MEASUREMENT AND VALIDATION PROCEDURES IN MIS AND BEHAVIORAL RESEARCH: INTEGRATING NEW AND EXISTING TECHNIQUES 1,MIS Quarterly,"Mackenzie, Scott B and Podsakoff, Philip M and Podsakoff, Nathan P",lfoppiano/grobid:0.8.1,data/pdfs/35_2/MacKenziePodsakoffPodsakoff2011.pdf,article,,,
252,P_0000000257,257,pdf,1.0,29.0,"BEHAVIORAL INTENTION FORMATION IN KNOWLEDGE SHARING: EXAMINING THE ROLES OF EXTRINSIC MOTIVATORS, SOCIAL-PSYCHOLOGICAL FORCES, AND ORGANIZATIONAL CLIMATE 1",MIS Quarterly,"Bock, Gee-Woo and Zmud, Robert W and Kim, Young-Gul and Lee, Jae-Nam",lfoppiano/grobid:0.8.1,data/pdfs/29_1/BockZmudKimEtAl2005.pdf,article,,,
253,P_0000000258,258,pdf,4.0,5.0,Evaluating Information System Effectiveness --Part I1: Comparing Evaluator Viewpoints,MIS Quarterly,"Hamilton, Scott and Chervany, Norman L",lfoppiano/grobid:0.8.1,data/pdfs/5_4/HamiltonChervany1981.pdf,article,,,
254,P_0000000259,259,pdf,2.0,36.0,A COST-BASED DATABASE REQUEST DISTRIBUTION TECHNIQUE FOR ONLINE E-COMMERCE APPLICATIONS 1,MIS Quarterly,"Vandermeer, Debra and Dutta, Kaushik and Datta, Anindya",lfoppiano/grobid:0.8.1,data/pdfs/36_2/VanderMeerDuttaDatta2012.pdf,article,,,
255,P_0000000260,260,pdf,4.0,19.0,Electronic Data Interchange and Small Organizations: Adoption and Impact of Technology,MIS Quarterly,"Lacovou, Charalambos L and Benbasat, Izak and Dexter, Albert S",lfoppiano/grobid:0.8.1,data/pdfs/19_4/IacovouBenbasatDexter1995.pdf,article,,,
256,P_0000000261,261,pdf,3.0,35.0,MEMBERSHIP TURNOVER AND COLLABORATION SUCCESS IN ONLINE COMMUNITIES: EXPLAINING RISES AND FALLS FROM GRACE IN WIKIPEDIA 1,MIS Quarterly,"Ransbotham, Sam and Kane, Gerald C",lfoppiano/grobid:0.8.1,data/pdfs/35_3/RansbothamKane2011.pdf,article,,,
257,P_0000000262,262,pdf,2.0,32.0,INFORMATION SYSTEMS OFFSHORING: RESEARCH STATUS AND ISSUES,MIS Quarterly,"King, William R and Katz, Joseph M and Torkzadeh, Gholamreza and Mortensen, Mark",lfoppiano/grobid:0.8.1,data/pdfs/32_2/KingTorkzadeh2008.pdf,article,,,
258,P_0000000263,263,pdf,4.0,4.0,Auditability of Software: A Survey of Techniques and Costs*,MIS Quarterly,"Weiss, Ira R",lfoppiano/grobid:0.8.1,data/pdfs/4_4/Weiss1980.pdf,article,,,
259,P_0000000264,264,pdf,2.0,4.0,THE RELATIONSHIP BETWEEN ORGANIZATIONAL CHARACTERISTICS AND THE STRUCTURE OF THE INFORMATION SERVICES FUNCTION,MIS Quarterly,"Olson, Margrethe H and Chervany, Norman L",lfoppiano/grobid:0.8.1,data/pdfs/4_2/OlsonChervany1980.pdf,article,,,
260,P_0000000265,265,pdf,3.0,45.0,THE IMPACT OF THE SHARING ECONOMY ON HOUSEHOLD BANKRUPTCY 1,MIS Quarterly,"Nian, Tingting and Zhu, Anthony and Gurbaxani, Vijay",lfoppiano/grobid:0.8.1,data/pdfs/45_3/NianZhuGurbaxani2021.pdf,article,10.25300/MISQ/2021/15514,,
261,P_0000000266,266,pdf,3.0,38.0,ESTIMATING RETURNS TO TRAINING IN THE KNOWLEDGE ECONOMY: A FIRM-LEVEL ANALYSIS OF SMALL AND MEDIUM ENTERPRISES 1,MIS Quarterly,"Mehra, Amit and Langer, Nishtha and Bapna, Ravi and Gopal, Ram",lfoppiano/grobid:0.8.1,data/pdfs/38_3/MehraLangerBapnaEtAl2014.pdf,article,,,
262,P_0000000267,267,pdf,1.0,17.0,Knowledge-Based Approaches to Database Design,MIS Quarterly,"Storey, Veda C and Simon, Wm E and Goldstein, Robert C",lfoppiano/grobid:0.8.1,data/pdfs/17_1/StoreyGoldstein1993.pdf,article,,,
263,P_0000000268,268,pdf,4.0,33.0,SELECTIVE STATUS REPORTING IN INFORMATION SYSTEMS PROJECTS: A DYADIC-LEVEL INVESTIGATION 1,MIS Quarterly,"Iacovou, Charalambos L and Thompson, Ronald L and Smith, H. Jeff",lfoppiano/grobid:0.8.1,data/pdfs/33_4/IacovouThompsonSmith2009.pdf,article,,,
264,P_0000000269,269,pdf,1.0,31.0,UNDERSTANDING AND MITIGATING UNCERTAINTY IN ONLINE EXCHANGE RELATIONSHIPS: A PRINCIPAL-AGENT PERSPECTIVE 1,MIS Quarterly,"Pavlou, Paul A and Anderson, A. Gary and Liang, Huigang and Xue, Yajiong",lfoppiano/grobid:0.8.1,data/pdfs/31_1/PavlouLiangXue2007.pdf,article,,,
265,P_0000000270,270,pdf,3.0,28.0,MANAGING RISK IN SOFTWARE PROCESS IMPROVEMENT: AN ACTION RESEARCH APPROACH 1,MIS Quarterly,"Iversen, Jakob H and Mathiassen, Lars and Nielsen, Peter Axel",lfoppiano/grobid:0.8.1,data/pdfs/28_3/IversenMathiassenNielsen2004.pdf,article,,,
266,P_0000000271,271,pdf,3.0,28.0,EDITOR'S COMMENTS The Grim Reaper: The Curse of E-Mail 1,MIS Quarterly,"Weber, Ron",lfoppiano/grobid:0.8.1,data/pdfs/28_3/Weber2004c.pdf,article,,,
267,P_0000000272,272,pdf,4.0,44.0,ENHANCING SOCIAL MEDIA ANALYSIS WITH VISUAL DATA ANALYTICS: A DEEP LEARNING APPROACH 1 Donghyuk Shin,MIS Quarterly,"Carey, W. P and He, Shu and Lee, Gene Moo and Whinston, Andrew B and Cetintas, Suleyman and Lee, Kuang-Chih",lfoppiano/grobid:0.8.1,data/pdfs/44_4/ShinHeLeeEtAl2020.pdf,article,10.25300/MISQ/2020/14870,,
268,P_0000000273,273,pdf,2.0,30.0,"RELIABILITY, MINDFULNESS, AND INFORMATION SYSTEMS 1",MIS Quarterly,"Butler, Brian S and Gray, Peter H",lfoppiano/grobid:0.8.1,data/pdfs/30_2/ButlerGray2006.pdf,article,,,
269,P_0000000274,274,pdf,1.0,42.0,GOVERNANCE OF CORPORATE TAKEOVERS: TIME FOR SAY-ON-TAKEOVERS? 1,MIS Quarterly,"Vithayathil, Joseph and Choudhary, Vidyanand",lfoppiano/grobid:0.8.1,data/pdfs/42_1/VithayathilChoudhary2018.pdf,article,10.25300/MISQ/2018/13575,,
270,P_0000000275,275,pdf,2.0,1.0,Attributes of Information System Development,MIS Quarterly,"Juergens, Hugh",lfoppiano/grobid:0.8.1,data/pdfs/1_2/Juergens1977.pdf,article,,,
271,P_0000000276,276,pdf,3.0,36.0,INFORMATION TECHNOLOGY IMPLEMENTERS' RESPONSES TO USER RESISTANCE: NATURE AND EFFECTS 1,MIS Quarterly,"Rivard, Suzanne and Lapointe, Liette",lfoppiano/grobid:0.8.1,data/pdfs/36_3/RivardLapointe2012.pdf,article,,,
272,P_0000000277,277,pdf,4.0,42.0,NEURAL CORRELATES OF MULTIDIMENSIONAL VISUALIZATIONS: AN FMRI COMPARISON OF BUBBLE AND THREE-DIMENSIONAL SURFACE GRAPHS USING EVOLUTIONARY THEORY 1,MIS Quarterly,"Walden, Eric and Cogo, Gabriel S and Lucus, David J and Moradiabadi, Elshan and Safi, Roozmehr",lfoppiano/grobid:0.8.1,data/pdfs/42_4/WaldenCogoLucusEtAl2018.pdf,article,10.25300/MISQ/2018/14419,,
273,P_0000000278,278,pdf,2.0,45.0,STABILITY OF TRANSACTION FEES IN BITCOIN: A SUPPLY AND DEMAND PERSPECTIVE 1,MIS Quarterly,"Ilk, Noyan and Shang, Guangzhi and Fan, Shaokun and Zhao, J. Leon",lfoppiano/grobid:0.8.1,data/pdfs/45_2/IlkShangFanEtAl2021.pdf,article,10.25300/MISQ/2021/15718,,
274,P_0000000279,279,pdf,3.0,23.0,ORIZONTAL MECHANISMS UNDER DIFFERING IS ORGANIZATION CONTEXTS 1,MIS Quarterly,"Brown, Carol V",lfoppiano/grobid:0.8.1,data/pdfs/23_3/Brown1999.pdf,article,,,
275,P_0000000280,280,pdf,4.0,34.0,FOCUS AND DIVERSITY IN INFORMATION SYSTEMS RESEARCH: MEETING THE DUAL DEMANDS OF A HEALTHY APPLIED DISCIPLINE 1,MIS Quarterly,"Taylor, Hazel and Dillon, Stuart and Van Wingen, Melinda",lfoppiano/grobid:0.8.1,data/pdfs/34_4/TaylorDillonvanWingen2010.pdf,article,,,
276,P_0000000281,281,pdf,3.0,6.0,,MIS Quarterly,"Hamilton, Scott and Ives, Blake and Davis, Gordon B",lfoppiano/grobid:0.8.1,data/pdfs/6_3/HamiltonIvesDavis1982.pdf,article,,,
277,P_0000000282,282,pdf,1.0,12.0,Airline Management Information System at Arkia Israeli Airlines,MIS Quarterly,"Borovits, Israel and Neumann, Seev",lfoppiano/grobid:0.8.1,data/pdfs/12_1/BorovitsNeumann1988.pdf,article,,,
278,P_0000000283,283,pdf,3.0,26.0,"KNOWLEDGE MANAGEMENT IN PURSUIT OF PERFORMANCE: INSIGHTS FROM NORTEL NETWORKS 1, 2",MIS Quarterly,"Massey, Anne P and Montoya-Weiss, Mitzi M and O'driscoll, Tony M",lfoppiano/grobid:0.8.1,data/pdfs/26_3/MasseyMontoyaWeissODriscoll2002.pdf,article,,,
279,P_0000000284,284,pdf,2.0,3.0,MAKING OPERATIONAL LONG-RANGE PLANNING FOR INFORMATION SYSTEMS,MIS Quarterly,"Lyles, Marjorie A",lfoppiano/grobid:0.8.1,data/pdfs/3_2/Lyles1979.pdf,article,,,
280,P_0000000285,285,pdf,3.0,42.0,TECHNOLOGY SUPPORT AND POST-ADOPTION IT SERVICE USE: EVIDENCE FROM THE CLOUD 1,MIS Quarterly,"Retana, German F and Forman, Chris and Narasimhan, Sridhar and Niculescu, Marius Florin and Wu, D. J",lfoppiano/grobid:0.8.1,data/pdfs/42_3/RetanaFormanNarasimhanEtAl2018.pdf,article,10.25300/MISQ/2018/13064,,
281,P_0000000286,286,pdf,3.0,9.0,Knowledge as a Basis for Expertise in Systems Analysis: An Empirical Study,MIS Quarterly,"Vitalari, Nicholas P",lfoppiano/grobid:0.8.1,data/pdfs/9_3/Vitalari1985.pdf,article,,,
282,P_0000000287,287,pdf,4.0,41.0,SOCIAL MEDIA AFFORDANCES FOR CONNECTIVE ACTION: AN EXAMINATION OF MICROBLOGGING USE DURING THE GULF OF MEXICO OIL SPILL 1,MIS Quarterly,"Vaast, Emmanuelle and Safadi, Hani and Lapointe, Liette and Negoita, Bogdan",lfoppiano/grobid:0.8.1,data/pdfs/41_4/VaastSafadiLapointeEtAl2017.pdf,article,,,
283,P_0000000288,288,pdf,1.0,33.0,POWER AND CONCESSION IN COMPUTER-MEDIATED NEGOTIATIONS: AN EXAMINATION OF FIRST OFFERS 1,MIS Quarterly,"Johnson, Norman A and Bauer, C. T and Cooper, Randolph B",lfoppiano/grobid:0.8.1,data/pdfs/33_1/JohnsonCooper2009.pdf,article,,,
284,P_0000000289,289,pdf,1.0,46.0,DESIGNING HYBRID MECHANISMS TO OVERCOME CONGESTION IN SEQUENTIAL DUTCH AUCTIONS 1,MIS Quarterly,"Lu, Yixin and Gupta, Alok and Ketter, Wolfgang and Van Heck, Eric",lfoppiano/grobid:0.8.1,data/pdfs/46_1/LuGuptaKetterEtAl2022.pdf,article,10.25300/MISQ/2022/16472,,
285,P_0000000290,290,pdf,2.0,31.0,FOREWORD: SPECIAL ISSUE ON INFORMATION SYSTEMS IN DEVELOPING COUNTRIES,MIS Quarterly,"Walsham, Geoff and Robey, Daniel and Sahay, Sundeep",lfoppiano/grobid:0.8.1,data/pdfs/31_2/WalshamRobeySahay2007.pdf,article,,,
286,P_0000000291,291,pdf,4.0,2.0,,MIS Quarterly,,lfoppiano/grobid:0.8.1,data/pdfs/2_4/Dickson1978.pdf,article,,,
287,P_0000000292,292,pdf,3.0,44.0,A DAILY FIELD INVESTIGATION OF TECHNOLOGY-DRIVEN SPILLOVERS FROM WORK TO HOME 1,MIS Quarterly,"Benlian, Alexander",lfoppiano/grobid:0.8.1,data/pdfs/44_3/Benlian2020.pdf,article,10.25300/MISQ/2020/14911,,
288,P_0000000293,293,pdf,2.0,32.0,OUTSOURCING TO AN UNKNOWN WORKFORCE: EXPLORING OPENSOURCING AS A GLOBAL SOURCING STRATEGY 1,MIS Quarterly,"Ågerfalk, Pär J and Fitzgerald, Brian",lfoppiano/grobid:0.8.1,data/pdfs/32_2/AgerfalkFitzgerald2006.pdf,article,,,
289,P_0000000294,294,pdf,3.0,23.0,ORGANIZATIONAL MECHANISMS FOR ENHANCING USER INNOVATION IN INFORMATION TECHNOLOGY 1,MIS Quarterly,"Nambisan, Satish and Agarwal, Ritu and Tanniru, Mohan",lfoppiano/grobid:0.8.1,data/pdfs/23_3/NambisanAgarwalTanniru1999.pdf,article,,,
290,P_0000000295,295,pdf,1.0,30.0,INCORPORATING SOFTWARE AGENTS INTO SUPPLY CHAINS: EXPERIMENTAL INVESTIGATION WITH A PROCUREMENT TASK 1,MIS Quarterly,"Nissen, Mark E",lfoppiano/grobid:0.8.1,data/pdfs/30_1/NissenSengupta2006.pdf,article,,,
291,P_0000000296,296,pdf,1.0,11.0,Mapping Chargeback Systems to Organizational Environments,MIS Quarterly,"Mckinnon, William P and Kallman, Ernest A",lfoppiano/grobid:0.8.1,data/pdfs/11_1/McKinnonKallman1987.pdf,article,,,
292,P_0000000297,297,pdf,1.0,35.0,PRODUCT-RELATED DECEPTION IN E-COMMERCE: A THEORETICAL PERSPECTIVE 1,MIS Quarterly,"Xiao, Bo and Benbasat, Izak",lfoppiano/grobid:0.8.1,data/pdfs/35_1/XiaoBenbasat2011.pdf,article,,,
