ID,orig_ID,orig_source,url,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,language,metadata_source,dblp_key
C_000324,000324,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000511,273--285,4,13,2004,Strategic aspirations for net-enabled business,European Journal of Information Systems,"Hackbarth, Gary and Kettinger, William J",10.1057/PALGRAVE.EJIS.3000511,article,,,
C_000325,000325,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1814680,563--584,5,29,2020,Virtually in this together - how web-conferencing systems enabled a new virtual togetherness during the COVID-19 crisis,European Journal of Information Systems,"Hacker, Janine and vom Brocke, Jan and Handali, Joshua and Otto, Markus and Schneider, Johannes",10.1080/0960085X.2020.1814680,article,,,
C_000326,000326,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000677,178--191,2,16,2007,Towards an e-Government efficiency agenda - the impact of information and communication behaviour on e-Reverse auctions in public sector procurement,European Journal of Information Systems,"Hackney, Ray and Jones, Steve and Lösch, Andrea",10.1057/PALGRAVE.EJIS.3000677,article,,,
C_000327,000327,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1841572,89--99,1,30,2021,Productive and connected while working from home - what client-facing remote workers can learn from telenurses about ‘belonging through technology',European Journal of Information Systems,"Hafermalz, Ella and Riemer, Kai",10.1080/0960085X.2020.1841572,article,,,
C_000328,000328,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.70,156--167,2,20,2011,A new perspective on de-individuation via computer-mediated communication,European Journal of Information Systems,"Haines, Russell and Cheney Mann, Joan Ellen",10.1057/EJIS.2010.70,article,,,
C_000329,000329,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1747365,3--26,1,30,2021,"Digital M&A, digital innovation, and firm performance - an empirical investigation",European Journal of Information Systems,"Hanelt, André and Firk, Sebastian and Hildebrandt, Björn and Kolbe, Lutz M.",10.1080/0960085X.2020.1747365,article,,,
C_000330,000330,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000723,793--805,6,16,2007,Impediments to requirements engineering during global software development,European Journal of Information Systems,"Hanisch, Jo and Corbitt, Brian",10.1057/PALGRAVE.EJIS.3000723,article,,,
C_000331,000331,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000572,474--476,5,14,2005,Drifting with Claudio,European Journal of Information Systems,"Hanseth, Ole",10.1057/PALGRAVE.EJIS.3000572,article,,,
C_000332,000332,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.1,645--663,6,24,2015,Flexible generification: ICT standardization strategies and service innovation in health care,European Journal of Information Systems,"Hanseth, Ole and Bygstad, Bendik",10.1057/EJIS.2015.1,article,eng,,
C_000333,000333,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.2,456--476,4,20,2011,Is information systems a discipline? Foucauldian and Toulminian insights,European Journal of Information Systems,"Hassan, Nik R",10.1057/EJIS.2011.2,article,,,
C_000334,000334,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.29,600--615,6,23,2014,Paradigm lost … paradigm gained - a hermeneutical rejoinder to Banville and Landry's ‘Can the Field of MIS be Disciplined?',European Journal of Information Systems,"Hassan, Nik R",10.1057/EJIS.2013.29,article,,,
C_000335,000335,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1470776,263--277,3,27,2018,Philosophy and information systems - where are we and where should we go?,European Journal of Information Systems,"Hassan, Nik Rushdi and Mingers, John and Stahl, Bernd",10.1080/0960085X.2018.1470776,article,,,
C_000336,000336,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000522,60--74,1,14,2005,Towards the development of a social capital approach to evaluating change management interventions,European Journal of Information Systems,"Hatzakis, Tally and Lycett, Mark and Macredie, Robert D and Martin, Valerie A",10.1057/PALGRAVE.EJIS.3000522,article,,,
C_000337,000337,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000707,643--657,5,16,2007,A programme management approach for ensuring curriculum coherence in IS (higher) education,European Journal of Information Systems,"Hatzakis, Tally and Lycett, Mark and Serrano, Alan",10.1057/PALGRAVE.EJIS.3000707,article,,,
C_000338,000338,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000352,129--129,2,9,2000,IT investments in developing countries - An assessment and practical guide,European Journal of Information Systems,"Hecks, Richard",10.1057/PALGRAVE.EJIS.3000352,article,,,
C_000339,000339,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000446,49--59,1,12,2003,The business model concept - theoretical underpinnings and empirical illustrations,European Journal of Information Systems,"Hedman, Jonas and Kalling, Thomas",10.1057/PALGRAVE.EJIS.3000446,article,,,
C_000340,000340,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.2,117--120,2,24,2015,Information system integration in mergers and acquisitions - research ahead,European Journal of Information Systems,"Hedman, Jonas and Sarker, Suprateek",10.1057/EJIS.2015.2,article,,,
C_000341,000341,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000676,165--177,2,16,2007,Understanding e-Government project trajectories from an actor-network perspective,European Journal of Information Systems,"Heeks, Richard and Stanforth, Carolyne",10.1057/PALGRAVE.EJIS.3000676,article,,,
C_000342,000342,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.30,462--475,5,18,2009,Why college undergraduates choose IT - a multi-theoretical perspective,European Journal of Information Systems,"Heinze, Nathan and Hu, Qing",10.1057/EJIS.2009.30,article,,,
C_000343,000343,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.43,76--94,1,22,2013,Everyday power struggles - living in an IOIS project,European Journal of Information Systems,"Hekkala, Riitta and Urquhart, Cathy",10.1057/EJIS.2012.43,article,,,
C_000344,000344,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1782276,474--499,5,29,2020,"Orchestrating automation and sharing in DevOps teams - a revelatory case of job satisfaction factors, risk and work conditions",European Journal of Information Systems,"Hemon-Hildgen, Aymeric and Rowe, Frantz and Monnier-Senicourt, Laetitia",10.1080/0960085X.2020.1782276,article,,,
C_000345,000345,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.18,121--144,2,24,2015,Learning to acquire - how serial acquirers build organisational knowledge for information systems integration,European Journal of Information Systems,"Henningsson, Stefan",10.1057/EJIS.2014.18,article,,,
C_000346,000346,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1860656,137--156,2,30,2021,Transformative rare events - Leveraging digital affordance actualisation,European Journal of Information Systems,"Henningsson, Stefan and Kettinger, William J. and Zhang, Chen and Vaidyanathan, Nageswaran",10.1080/0960085X.2020.1860656,article,,,
C_000347,000347,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1756701,219--235,2,30,2021,Curbing cyberloafing - studying general and specific deterrence effects with field evidence,European Journal of Information Systems,"Hensel, Przemysław G. and Kacprzak, Agnieszka",10.1080/0960085X.2020.1756701,article,,,
C_000348,000348,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.36,99--112,1,21,2012,Analysing quadratic effects of formative constructs by means of variance-based structural equation modelling,European Journal of Information Systems,"Henseler, Jörg and Fassott, Georg and Dijkstra, Theo K and Wilson, Bradley",10.1057/EJIS.2011.36,article,,,
C_000349,000349,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.6,106--125,2,18,2009,Protection motivation and deterrence - a framework for security policy compliance in organisations,European Journal of Information Systems,"Herath, Tejaswini and Rao, H Raghav",10.1057/EJIS.2009.6,article,,,
C_000350,000350,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.15,418--421,4,20,2011,Special issue on the Kleinian approach to information system research - foreword,European Journal of Information Systems,"Hirschheim, Rudy and Lyytinen, Kalle and Myers, Michael D",10.1057/EJIS.2011.15,article,,,
C_000351,000351,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1496882,91--113,1,28,2019,A nomological network of customers' privacy perceptions - linking artifact design to shopping efficiency,European Journal of Information Systems,"Hoehle, Hartmut and Aloysius, John A. and Goodarzi, Soheil and Venkatesh, Viswanath",10.1080/0960085X.2018.1496882,article,,,
C_000352,000352,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.43,337--359,3,24,2015,An espoused cultural perspective to understand continued intention to use mobile applications - a four-country study of mobile social media application usability,European Journal of Information Systems,"Hoehle, Hartmut and Zhang, Xiaojun and Venkatesh, Viswanath",10.1057/EJIS.2014.43,article,,,
C_000353,000353,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000386,69--69,1,10,2001,Handbook on Electronic Commerce,European Journal of Information Systems,"Hollocks, Brian W",10.1057/PALGRAVE.EJIS.3000386,article,,,
C_000354,000354,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000404,83--83,1,11,2002,Qualitative Research in IS - Issues and Trends,European Journal of Information Systems,"Hollocks, Brian W",10.1057/PALGRAVE.EJIS.3000404,article,,,
C_000355,000355,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000651,663--664,6,15,2006,Electronic Brains - Stories from the Dawn of the Computer Age,European Journal of Information Systems,"Hollocks, Brian W",10.1057/PALGRAVE.EJIS.3000651,article,,,
C_000356,000356,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000602,146--158,2,15,2006,Agility through scenario development and continuous implementation - a global aftermarket logistics case,European Journal of Information Systems,"Holmqvist, Magnus and Pessi, Kalevi",10.1057/PALGRAVE.EJIS.3000602,article,,,
C_000357,000357,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.51,34--47,1,20,2011,Requirements engineering blinders - exploring information systems developers' black-boxing of the emergent character of requirements,European Journal of Information Systems,"Holmström, Jonny and Sawyer, Steven",10.1057/EJIS.2010.51,article,,,
C_000358,000358,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1718009,153--171,2,29,2020,Gamifying knowledge sharing in humanitarian organisations - a design science journey,European Journal of Information Systems,"Holzer, Adrian and Kocher, Bruno and Bendahan, Samuel and Vonèche Cardia, Isabelle and Mazuze, Jorge and Gillet, Denis",10.1080/0960085X.2020.1718009,article,,,
C_000359,000359,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000611,214--224,2,15,2006,The shaping of I.T. trajectories - evidence from the U.K. public sector,European Journal of Information Systems,"Horton, Keith S and Wood-Harper, Trevor A",10.1057/PALGRAVE.EJIS.3000611,article,,,
C_000360,000360,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000606,159--168,2,15,2006,Enabling agile adoption practices through network organizations,European Journal of Information Systems,"Hovorka, Dirk S and Larsen, Kai R",10.1057/PALGRAVE.EJIS.3000606,article,,,
C_000361,000361,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000635,473--485,5,15,2006,The incompatibility of knowledge regimes - consequences of the material world for cross-domain work,European Journal of Information Systems,"Howard-Grenville, Jennifer A and Carlile, Paul R",10.1057/PALGRAVE.EJIS.3000635,article,,,
C_000362,000362,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.7,140--150,2,18,2009,Frame misalignment - interpreting the implementation of information systems security certification in an organization,European Journal of Information Systems,"Hsu, Carol W",10.1057/EJIS.2009.7,article,,,
C_000363,000363,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.33,278--294,3,24,2015,A legitimacy challenge of a cross-cultural interorganizational information system,European Journal of Information Systems,"Hsu, Carol and Lin, Yu-Tzu and Wang, Tawei",10.1057/EJIS.2014.33,article,,,
C_000364,000364,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.22,391--410,4,24,2015,The effect of online social value on satisfaction and continued use of social media,European Journal of Information Systems,"Hu, Tao and Kettinger, William J and Poston, Robin S",10.1057/EJIS.2014.22,article,,,
C_000365,000365,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000675,149--164,2,16,2007,A comprehensive analysis of U.S. counties' e-Government portals - development status and functionalities,European Journal of Information Systems,"Huang, Zhenyu",10.1057/PALGRAVE.EJIS.3000675,article,,,
C_000366,000366,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000402,161--174,3,10,2001,The process of global knowledge integration - a case study of a multinational investment bank's Y2K program,European Journal of Information Systems,"Huang, J C and Newell, S and Pan, S-L",10.1057/PALGRAVE.EJIS.3000402,article,,,
C_000367,000367,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.4,462--480,4,23,2014,Developing information processing capability for operational agility: implications from a Chinese manufacturer,European Journal of Information Systems,"Huang, Pei-Ying and Pan, Shan L and Ouyang, Tao Hua",10.1057/EJIS.2014.4,article,eng,,
C_000368,000368,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.16,288--302,3,19,2010,Influencing the effectiveness of IT governance practices through steering committees and communication policies,European Journal of Information Systems,"Huang, Rui and Zmud, Robert W and Price, R Leon",10.1057/EJIS.2010.16,article,,,
C_000369,000369,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000399,72--79,2,10,2001,Transfer of knowledge in knowledge management systems - unexplored issues and suggested studies,European Journal of Information Systems,"Huber, G P",10.1057/PALGRAVE.EJIS.3000399,article,,,
C_000370,000370,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.33,689--703,6,19,2010,"Same technology, different outcome? Reinterpreting Barley'sTechnology as an Occasion for Structuring",European Journal of Information Systems,"Hunter III, Starling David",10.1057/EJIS.2010.33,article,,,
C_000371,000371,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2019.1620477,523--548,5,28,2019,A critical perspective of engagement in online health communities,European Journal of Information Systems,"Hur, Inkyoung and Cousins, Karlene C. and Stahl, Bernd Carsten",10.1080/0960085X.2019.1620477,article,,,
C_000372,000372,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1779621,237--260,3,30,2021,Complementor dedication in platform ecosystems - rule adequacy and the moderating role of flexible and benevolent practices,European Journal of Information Systems,"Hurni, Thomas and Huber, Thomas L. and Dibbern, Jens and Krancher, Oliver",10.1080/0960085X.2020.1779621,article,,,
C_000373,000373,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000532,150--161,2,14,2005,"Investigating enterprise systems adoption - uncertainty avoidance, intrinsic motivation, and the technology acceptance model",European Journal of Information Systems,"Hwang, Yujong",10.1057/PALGRAVE.EJIS.3000532,article,,,
C_000374,000374,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.24,588--606,6,24,2015,Personal information management effectiveness of knowledge workers - conceptual development and empirical validation,European Journal of Information Systems,"Hwang, Yujong and Kettinger, William J and Yi, Mun Y",10.1057/EJIS.2014.24,article,,,
C_000375,000375,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.12,693--702,6,20,2011,Assessing moderating effect in meta-analysis - a re-analysis of top management support studies and suggestions for researchers,European Journal of Information Systems,"Hwang, Mark I and Schmidt, Frank L",10.1057/EJIS.2011.12,article,,,
C_000376,000376,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.3,35--48,1,19,2010,When is an information infrastructure? Investigating the emergence of public sector information infrastructures,European Journal of Information Systems,"Iannacci, Federico",10.1057/EJIS.2010.3,article,,,
C_000377,000377,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.17,223--234,3,18,2009,The impacts of competence-trust and openness-trust on interorganizational systems,European Journal of Information Systems,"Ibrahim, Mohammed and Ribbers, Pieter M",10.1057/EJIS.2009.17,article,,,
C_000378,000378,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.10,169--173,2,17,2008,Expert evaluation vs bibliometric evaluation - experiences from Finland,European Journal of Information Systems,"Iivari, Juhani",10.1057/EJIS.2008.10,article,,,
C_000379,000379,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.35,107--115,1,24,2015,Distinguishing and contrasting two strategies for design science research,European Journal of Information Systems,"Iivari, Juhani",10.1057/EJIS.2013.35,article,,,
C_000380,000380,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1793697,286--303,3,30,2021,A proposal for minimum reusability evaluation of design principles,European Journal of Information Systems,"Iivari, Juhani and Rotvit Perlt Hansen, Magnus and Haj-Bolouri, Amir",10.1080/0960085X.2020.1793697,article,,,
C_000381,000381,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.37,49--69,1,21,2012,Quantitative approaches to content analysis - identifying conceptual drift across publication outlets,European Journal of Information Systems,"Indulska, Marta and Hovorka, Dirk S and Recker, Jan",10.1057/EJIS.2011.37,article,,,
C_000382,000382,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000465,235--240,3,12,2003,Disciplining Information Systems - Truth and its Regimes,European Journal of Information Systems,"Introna, Lucas D",10.1057/PALGRAVE.EJIS.3000465,article,,,
C_000383,000383,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000574,513--517,5,14,2005,Claudio Ciborra's way of being - authenticity and the world of information systems,European Journal of Information Systems,"Introna, Lucas D",10.1057/PALGRAVE.EJIS.3000574,article,,,
C_000384,000384,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000503,221--234,3,13,2004,The ontological screening of contemporary life - a phenomenological analysis of screens,European Journal of Information Systems,"Introna, Lucas D and Ilharco, Fernando M",10.1057/PALGRAVE.EJIS.3000503,article,,,
C_000385,000385,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000456,161--162,2,12,2003,"The Relationship Advantage - Information Technologies, Sourcing, and Management",European Journal of Information Systems,"Irani, Zahir",10.1057/PALGRAVE.EJIS.3000456,article,,,
C_000386,000386,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.35,336--342,4,17,2008,Creating social entrepreneurship in local government,European Journal of Information Systems,"Irani, Zahir and Elliman, Tony",10.1057/EJIS.2008.35,article,,,
C_000387,000387,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000698,327--335,4,16,2007,Electronic transformation of government in the U.K. - a research agenda,European Journal of Information Systems,"Irani, Zahir and Elliman, Tony and Jackson, Paul",10.1057/PALGRAVE.EJIS.3000698,article,,,
C_000388,000388,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000408,183--188,4,10,2001,"Information systems evaluation - past, present and future",European Journal of Information Systems,"Irani, Z and Love, P E D",10.1057/PALGRAVE.EJIS.3000408,article,,,
C_000389,000389,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000411,74--82,1,11,2002,Developing a frame of reference for ex-ante IT/IS investment evaluation,European Journal of Information Systems,"Irani, Z and Love, P E D",10.1057/PALGRAVE.EJIS.3000411,article,,,
C_000390,000390,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000678,103--105,2,16,2007,"e-Government - past, present and future",European Journal of Information Systems,"Irani, Zahir and Love, Peter E D and Montazemi, Ali",10.1057/PALGRAVE.EJIS.3000678,article,,,
C_000391,000391,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000384,55--66,1,10,2001,Transforming failure into success through organisational learning - an analysis of a manufacturing information system,European Journal of Information Systems,"Irani, Z and Sharif, A M and Love, P E D",10.1057/PALGRAVE.EJIS.3000384,article,,,
C_000392,000392,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000538,213--228,3,14,2005,Linking knowledge transformation to Information Systems evaluation,European Journal of Information Systems,"Irani, Zahir and Sharif, Amir M and Love, Peter E D",10.1057/PALGRAVE.EJIS.3000538,article,,,
C_000393,000393,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000431,181--195,3,11,2002,Personality traits and effectiveness of presentation of product information in e-business systems,European Journal of Information Systems,"Jahng, J J and Jain, H and Ramamurthy, K",10.1057/PALGRAVE.EJIS.3000431,article,,,
C_000394,000394,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000665,254--269,3,16,2007,Effects of interaction richness on consumer attitudes and behavioral intentions in e-commerce - some experimental results,European Journal of Information Systems,"Jahng, Jungjoo and Jain, Hemant and Ramamurthy, Keshavamurthy",10.1057/PALGRAVE.EJIS.3000665,article,,,
C_000395,000395,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.42,159--177,2,24,2015,The roles of contextual elements in post-merger common platform development - an empirical investigation,European Journal of Information Systems,"Jain, Radhika P and Ramesh, Balasubramaniam",10.1057/EJIS.2014.42,article,,,
C_000396,000396,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000466,210--224,3,12,2003,Determinants of ASP choice - an integrated perspective,European Journal of Information Systems,"Jayatilaka, Bandula and Schwarz, Andrew and Hirschheim, Rudy",10.1057/PALGRAVE.EJIS.3000466,article,,,
C_000397,000397,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000713,672--680,6,16,2007,Hospitality and hostility in hospitals - a case study of an EPR adoption among surgeons,European Journal of Information Systems,"Jensen, Tina Blegind and Aanestad, Margunn",10.1057/PALGRAVE.EJIS.3000713,article,,,
C_000398,000398,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1793696,27--45,1,30,2021,Using susceptibility claims to motivate behaviour change in IT security,European Journal of Information Systems,"Jensen, Matthew L. and Durcikova, Alexandra and Wright, Ryan T",10.1080/0960085X.2020.1793696,article,,,
C_000399,000399,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.22,417--434,4,17,2008,The effect of flaming on computer-mediated negotiations,European Journal of Information Systems,"Johnson, Norman A and Cooper, Randolph B and Chin, Wynne W",10.1057/EJIS.2008.22,article,,,
C_000400,000400,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2016.4,391--410,5,25,2016,"The impact of media on how positive, negative, and neutral communicated affect influence unilateral concessions during negotiations",European Journal of Information Systems,"Johnson, Norman A and Cooper, Randolph B and Holowczak, Richard D",10.1057/EJIS.2016.4,article,,,
C_000401,000401,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000375,243--251,4,9,2000,A theory of industry-level activity for understanding the adoption of interorganizational systems,European Journal of Information Systems,"Johnston, R B and Gregor, S",10.1057/PALGRAVE.EJIS.3000375,article,,,
C_000402,000402,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.15,231--251,3,25,2016,Dispositional and situational factors - influences on information security policy violations,European Journal of Information Systems,"Johnston, Allen C and Warkentin, Merrill and McBride, Maranda and Carter, Lemuria",10.1057/EJIS.2015.15,article,,,
C_000403,000403,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000405,189--203,4,10,2001,Understanding IS evaluation as a complex social process - a case study of a UK local authority,European Journal of Information Systems,"Jones, S and Hughes, J",10.1057/PALGRAVE.EJIS.3000405,article,,,
C_000404,000404,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.29,387--402,4,17,2008,Personality traits and concern for privacy - an empirical study in the context of location-based services,European Journal of Information Systems,"Junglas, Iris A and Johnson, Norman A and Spitzmüller, Christiane",10.1057/EJIS.2008.29,article,,,
C_000405,000405,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.57,1--6,1,20,2011,The inflation of academic intellectual capital - the case for design science research in Europe,European Journal of Information Systems,"Junglas, Iris and Niehaves, Björn and Spiekermann, Sarah and Stahl, Bernd Carsten and Weitzel, Tim and Winter, Robert and Baskerville, Richard",10.1057/EJIS.2010.57,article,,,
C_000406,000406,crossref,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0042-5,298--314,3,26,2017,Once upon a time - Crafting allegories to analyze and share the cultural complexity of strategic alignment,European Journal of Information Systems,"Kaarst-Brown, Michelle Lynn",10.1057/S41303-017-0042-5,article,,,
C_000407,000407,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000679,284--298,3,16,2007,Prioritization of e-Government strategies using a SWOT-AHP analysis - the case of Turkey,European Journal of Information Systems,"Kahraman, Cengiz and Demirel, Nihan Çetin and Demirel, Tufan",10.1057/PALGRAVE.EJIS.3000679,article,,,
C_000408,000408,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000582,467--469,5,14,2005,The spirit never dies,European Journal of Information Systems,"Kallinikos, Jannis",10.1057/PALGRAVE.EJIS.3000582,article,,,
C_000409,000409,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.41,526--533,6,18,2009,Challenges associated with RFID tag implementations in supply chains,European Journal of Information Systems,"Kapoor, Gaurav and Zhou, Wei and Piramuthu, Selwyn",10.1057/EJIS.2009.41,article,,,
C_000410,000410,crossref,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1497929,26--42,1,28,2019,"A study of information systems issues, practices, and leadership in Europe",European Journal of Information Systems,"Kappelman, Leon and Johnson, Vess and Torres, Russell and Maurer, Chris and McLean, Ephraim",10.1080/0960085X.2018.1497929,article,,,
C_000411,000411,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.20,529--542,5,23,2014,Mobile technology in mobile work - contradictions and congruencies in activity systems,European Journal of Information Systems,"Karanasios, Stan and Allen, David",10.1057/EJIS.2014.20,article,,,
C_000412,000412,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.30,690--710,6,22,2013,Longitudinal use of method rationale in method configuration - an exploratory study,European Journal of Information Systems,"Karlsson, Fredrik",10.1057/EJIS.2012.30,article,,,
C_000413,000413,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.20,300--316,4,18,2009,Exploring agile values in method configuration,European Journal of Information Systems,"Karlsson, Fredrik and Ågerfalk, Pär",10.1057/EJIS.2009.20,article,,,
C_000414,000414,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000596,82--90,1,15,2006,Combining method engineering with activity theory - theoretical grounding of the method component concept,European Journal of Information Systems,"Karlsson, Fredrik and Wistrand, Kai",10.1057/PALGRAVE.EJIS.3000596,article,,,
C_000415,000415,crossref,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000395,89--98,2,10,2001,Crossing boundaries and conscripting participation - representing and integrating knowledge in a paper machinery project,European Journal of Information Systems,"Karsten, H and Lyytinen, K and Hurskainen, M and Koskelainen, T",10.1057/PALGRAVE.EJIS.3000395,article,,,
C_000416,000416,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.13,320--343,3,19,2010,Control patterns in a health-care network,European Journal of Information Systems,"Kartseva, Vera and Hulstijn, Joris and Gordijn, Jaap and Tan, Yao-Hua",10.1057/EJIS.2010.13,article,,,
C_000417,000417,crossref,,29--46,1,17,2008,Resilience of super users’ mental models of enterprise-wide systems,European Journal of Information Systems,"Karuppan, Corinne M and Karuppan, Muthu",10.1057/PALGRAVE.EJIS.3000728,article,eng,,
C_000418,000418,crossref,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0064-z,688--715,6,26,2017,Adverse consequences of access to individuals’ information: an analysis of perceptions and the scope of organisational influence,European Journal of Information Systems,"Karwatzki, Sabrina and Trenz, Manuel and Tuunainen, Virpi Kristiina and Veit, Daniel",10.1057/S41303-017-0064-Z,article,eng,,
C_000419,000419,crossref,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000727,62--78,1,17,2008,The post mortem paradox - a Delphi study of IT specialist perceptions,European Journal of Information Systems,"Kasi, Vijay and Keil, Mark and Mathiassen, Lars and Pedersen, Keld",10.1057/PALGRAVE.EJIS.3000727,article,,,
C_000420,000420,crossref,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.33,255--267,3,21,2012,A balanced scorecard for item-level RFID in the retail sector - a Delphi study,European Journal of Information Systems,"Kasiri, Narges and Sharda, Ramesh and Hardgrave, Bill",10.1057/EJIS.2011.33,article,,,
