ID,ENTRYTYPE,author,journal,title,year,volume,number,url,dblp_key,doi,file,grobid-version,note,pages,language,cited_by
001389,article,"Yan, Jie and Leidner, Dorothy E. and Benbya, Hind",Journal of Management Information Systems,Differential Innovativeness Outcomes of User and Employee Participation in an Online User Innovation Community,2018,35,3,http://www.jmis-web.org/articles/1401,https://dblp.org/rec/journals/jmis/YanLB18,,,,,,,
001390,article,"Lee, Ho Cheung Brian and Li, Xinxin",Journal of Management Information Systems,Impact of Online Word of Mouth on Channel Disintermediation for Information Goods,2018,35,3,http://www.jmis-web.org/articles/1403,https://dblp.org/rec/journals/jmis/LeeL18,,,,,,,
001391,article,"Schlager, Tobias and Hildebrand, Christian and Häubl, Gerald and Franke, Nikolaus and Herrmann, Andreas",Journal of Management Information Systems,"Social Product-Customization Systems - Peer Input, Conformity, and Consumers' Evaluation of Customized Products",2018,35,1,http://www.jmis-web.org/articles/1371,https://dblp.org/rec/journals/jmis/SchlagerHHFH18,,,,,,,
001392,article,"Bulgurcu, Burcu and van Osch, Wietske and Kane, Gerald C.",Journal of Management Information Systems,The Rise of the Promoters - User Classes and Contribution Patterns in Enterprise Social Media,2018,35,2,http://www.jmis-web.org/articles/1389,https://dblp.org/rec/journals/jmis/BulgurcuOK18,,,,,,,
001393,article,"Burtch, Gordon and Hong, Yili and Liu, De",Journal of Management Information Systems,The Role of Provision Points in Online Crowdfunding,2018,35,1,http://www.jmis-web.org/articles/1372,https://dblp.org/rec/journals/jmis/BurtchHL18,,,,,,,
001394,article,"Chiang, Roger H. L. and Grover, Varun and Liang, Ting-Peng and Zhang, Dongsong",Journal of Management Information Systems,Special Issue - Strategic Value of Big Data and Business Analytics,2018,35,2,http://www.jmis-web.org/articles/1381,https://dblp.org/rec/journals/jmis/ChiangGLZ18,,,,,,,
001395,article,"Dong, Wei and Liao, Shaoyi and Zhang, Zhongju",Journal of Management Information Systems,Leveraging Financial Social Media Data for Corporate Fraud Detection,2018,35,2,http://www.jmis-web.org/articles/1384,https://dblp.org/rec/journals/jmis/DongLZ18,,,,,,,
001396,article,"Grover, Varun and Chiang, Roger H. L. and Liang, Ting-Peng and Zhang, Dongsong",Journal of Management Information Systems,Creating Strategic Business Value from Big Data Analytics - A Research Framework,2018,35,2,http://www.jmis-web.org/articles/1382,https://dblp.org/rec/journals/jmis/GroverCLZ18,,,,,,,
001397,article,"Havakhor, Taha and Sabherwal, Rajiv",Journal of Management Information Systems,Team Processes in Virtual Knowledge Teams - The Effects of Reputation Signals and Network Density,2018,35,1,http://www.jmis-web.org/articles/1369,https://dblp.org/rec/journals/jmis/HavakhorS18,,,,,,,
001398,article,"Ivanov, Anton and Sharman, Raj",Journal of Management Information Systems,Impact of User-Generated Internet Content on Hospital Reputational Dynamics,2018,35,4,http://www.jmis-web.org/articles/1413,https://dblp.org/rec/journals/jmis/IvanovS18,,,,,,,
001399,article,"Kim, Antino",Journal of Management Information Systems,Doubly-Bound Relationship Between Publisher and Retailer - The Curious Mix of Wholesale and Agency Models,2018,35,3,http://www.jmis-web.org/articles/1399,https://dblp.org/rec/journals/jmis/Kim18,,,,,,,
001400,article,"Kumar, Naveen and Venugopal, Deepak and Qiu, Liangfei and Kumar, Subodha",Journal of Management Information Systems,Detecting Review Manipulation on Online Platforms with Hierarchical Supervised Learning,2018,35,1,http://www.jmis-web.org/articles/1370,https://dblp.org/rec/journals/jmis/KumarVQK18,,,,,,,
001401,article,"Langer, Nishtha and Mani, Deepa",Journal of Management Information Systems,Impact of Formal Controls on Client Satisfaction and Profitability in Strategic Outsourcing Contracts,2018,35,4,http://www.jmis-web.org/articles/1406,https://dblp.org/rec/journals/jmis/LangerM18,,,,,,,
001402,article,"Ma, Xiao and Khansa, Lara and Kim, Sung S.",Journal of Management Information Systems,Active Community Participation and Crowdworking Turnover - A Longitudinal Model and Empirical Test of Three Mechanisms,2018,35,4,http://www.jmis-web.org/articles/1411,https://dblp.org/rec/journals/jmis/MaKK18,,,,,,,
001403,article,"Magni, Massimo and Ahuja, Manju K. and Maruping, Likoebe M.",Journal of Management Information Systems,Distant but Fair - Intra-Team Justice Climate and Performance in Dispersed Teams,2018,35,4,http://www.jmis-web.org/articles/1407,https://dblp.org/rec/journals/jmis/MagniAM18,,,,,,,
001404,article,"Moqri and Mei, Xiaowei and Qiu, Liangfei and Bandyopadhyay, Subhajyoti",Journal of Management Information Systems,"Effect of ""Following"" on Contributions to Open Source Communities",2018,35,4,http://www.jmis-web.org/articles/1415,https://dblp.org/rec/journals/jmis/MoqriMQB18,,,,,,,
001405,article,"van Osch, Wietske and Steinfield, Charles W.",Journal of Management Information Systems,Strategic Visibility in Enterprise Social Media - Implications for Network Formation and Boundary Spanning,2018,35,2,http://www.jmis-web.org/articles/1390,https://dblp.org/rec/journals/jmis/OschS18,,,,,,,
001406,article,"Venkatraman, Srinivasan and Cheung, Christy M. K. and Lee, Zach W. Y. and Davis, Fred D. and Venkatesh, Viswanath",Journal of Management Information Systems,"The ""Darth"" Side of Technology Use - An Inductively Derived Typology of Cyberdeviance",2018,35,4,http://www.jmis-web.org/articles/1408,https://dblp.org/rec/journals/jmis/VenkatramanCLDV18,,,,,,,
001407,article,,Journal of Management Information Systems,Erratum,2018,35,2,http://www.jmis-web.org/articles/1392,https://dblp.org/rec/journals/jmis/X18,,,,,,,
001408,article,,Journal of Management Information Systems,Corrigendum,2018,35,3,http://www.jmis-web.org/articles/1404,https://dblp.org/rec/journals/jmis/X18a,,,,,,,
001409,article,"Zhou, Shihao and Qiao, Zhilei and Du, Qianzhou and Wang, G. Alan and Fan, Weiguo and Yan, Xiangbin",Journal of Management Information Systems,Measuring Customer Agility from Online Reviews Using Big Data Text Analytics,2018,35,2,http://www.jmis-web.org/articles/1386,https://dblp.org/rec/journals/jmis/ZhouQDWFY18,,,,,,,
001410,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2018,35,1,http://www.jmis-web.org/articles/1368,https://dblp.org/rec/journals/jmis/Zwass18,,,,,,,
001411,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2018,35,2,http://www.jmis-web.org/articles/1380,https://dblp.org/rec/journals/jmis/Zwass18a,,,,,,,
001412,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2018,35,3,http://www.jmis-web.org/articles/1393,https://dblp.org/rec/journals/jmis/Zwass18b,,,,,,,
001413,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2018,35,4,http://www.jmis-web.org/articles/1405,https://dblp.org/rec/journals/jmis/Zwass18c,,,,,,,
001414,article,"Kauffman, Robert J. and Weber, Thomas A.",Journal of Management Information Systems,Special Section - Social Influence and Networked Business Interaction,2019,36,4,http://www.jmis-web.org/articles/1452,https://dblp.org/rec/journals/jmis/KauffmanW19,,,,,,,
001415,article,"Peukert, Christian and Pfeiffer, Jella and Meißner, Martin and Pfeiffer, Thies and Weinhardt, Christof",Journal of Management Information Systems,Shopping in Virtual Reality Stores - The Influence of Immersion on System Adoption,2019,36,3,http://www.jmis-web.org/articles/1443,https://dblp.org/rec/journals/jmis/PeukertPMPW19,,,,,,,
001416,article,"Giboney, Justin Scott and Briggs, Robert O. and Nunamaker Jr., Jay F.",Journal of Management Information Systems,Special Section - Engineering Artifacts and Processes of Information Systems,2019,36,1,http://www.jmis-web.org/articles/1426,https://dblp.org/rec/journals/jmis/GiboneyBN19,,,,,,,
001417,article,"Jha, Ashish Kumar and Shah, Snehal",Journal of Management Information Systems,Social Influence on Future Review Sentiments - An Appraisal-Theoretic View,2019,36,2,http://www.jmis-web.org/articles/1437,https://dblp.org/rec/journals/jmis/JhaS19,,,,,,,
001418,article,"Winkler, Till J. and Wulf, Jochen",Journal of Management Information Systems,Effectiveness of IT Service Management Capability - Value Co-Creation and Value Facilitation Mechanisms,2019,36,2,http://www.jmis-web.org/articles/1438,https://dblp.org/rec/journals/jmis/WinklerW19,,,,,,,
001419,article,"Cavusoglu, Huseyin and Dennis, Alan R. and Parsons, Jeffrey",Journal of Management Information Systems,Special Issue - Immersive Systems,2019,36,3,http://www.jmis-web.org/articles/1440,https://dblp.org/rec/journals/jmis/CavusogluDP19,,,,,,,
001420,article,"Fang, Bin and Zheng, Zhiqiang and Ye, Qiang and Góes, Paulo B.",Journal of Management Information Systems,Social Influence and Monetization of Freemium Social Games,2019,36,3,http://www.jmis-web.org/articles/1442,https://dblp.org/rec/journals/jmis/FangZYG19,,,,,,,
001421,article,"Guo, Yue and Li, Xiaotong and Zeng, Xiaohua",Journal of Management Information Systems,Platform Competition in the Sharing Economy - Understanding How Ride-Hailing Services Influence New Car Purchases,2019,36,4,http://www.jmis-web.org/articles/1453,https://dblp.org/rec/journals/jmis/GuoLZ19,,,,,,,
001422,article,"Hou, Jinghui and Kim, Keehyung and Kim, Sung S. and Ma, Xiao",Journal of Management Information Systems,Disrupting Unwanted Habits in Online Gambling Through Information Technology,2019,36,4,http://www.jmis-web.org/articles/1454,https://dblp.org/rec/journals/jmis/HouKKM19,,,,,,,
001423,article,"Maruping, Likoebe M. and Venkatesh, Viswanath and Thong, James Y. L. and Zhang, Xiaojun",Journal of Management Information Systems,A Risk Mitigation Framework for Information Technology Projects - A Cultural Contingency Perspective,2019,36,1,http://www.jmis-web.org/articles/1420,https://dblp.org/rec/journals/jmis/MarupingVTZ19,,,,,,,
001424,article,"Nordbäck, Emma S. and Espinosa, J. Alberto",Journal of Management Information Systems,Effective Coordination of Shared Leadership in Global Virtual Teams,2019,36,1,http://www.jmis-web.org/articles/1427,https://dblp.org/rec/journals/jmis/NordbackE19,,,,,,,
001425,article,"Oshri, Ilan and Dibbern, Jens and Kotlarsky, Julia and Krancher, Oliver",Journal of Management Information Systems,An Information Processing View on Joint Vendor Performance in Multi-Sourcing - The Role of the Guardian,2019,36,4,http://www.jmis-web.org/articles/1457,https://dblp.org/rec/journals/jmis/OshriDKK19,,,,,,,
001426,article,"Siering, Michael and Janze, Christian",Journal of Management Information Systems,Information Processing on Online Review Platforms,2019,36,4,http://www.jmis-web.org/articles/1460,https://dblp.org/rec/journals/jmis/SieringJ19,,,,,,,
001427,article,"Chen, Langtao and Baird, Aaron and Straub, Detmar W.",Journal of Management Information Systems,Fostering Participant Health Knowledge and Attitudes - An Econometric Study of a Chronic Disease-Focused Online Health Community,2019,36,1,http://www.jmis-web.org/articles/1416,https://dblp.org/rec/journals/jmis/ChenBS19,,,,,,,
001428,article,"Chen, Hailiang and Hu, Yu and Huang, Shan",Journal of Management Information Systems,Monetary Incentive and Stock Opinions on Social Media,2019,36,2,http://www.jmis-web.org/articles/1430,https://dblp.org/rec/journals/jmis/ChenHH19,,,,,,,
001429,article,"Craig, Kevin and Thatcher, Jason Bennett and Grover, Varun",Journal of Management Information Systems,The IT Identity Threat - A Conceptual Definition and Operational Measure,2019,36,1,http://www.jmis-web.org/articles/1423,https://dblp.org/rec/journals/jmis/CraigTG19,,,,,,,
001430,article,"Hylving, Lena and Bygstad, Bendik",Journal of Management Information Systems,"Nuanced Responses to Enterprise Architecture Management - Loyalty, Voice, and Exit",2019,36,1,http://www.jmis-web.org/articles/1417,https://dblp.org/rec/journals/jmis/HylvingB19,,,,,,,
001431,article,"Khuntia, Jiban and Kathuria, Abhishek and Saldanha, Terence Joseph Vinay and Konsynski, Benn R.",Journal of Management Information Systems,Benefits of IT-Enabled Flexibilities for Foreign versus Local Firms in Emerging Economies,2019,36,3,http://www.jmis-web.org/articles/1446,https://dblp.org/rec/journals/jmis/KhuntiaKSK19,,,,,,,
001432,article,"Klier, Julia and Klier, Mathias and Thiel, Lea and Agarwal, Ritu",Journal of Management Information Systems,Power of Mobile Peer Groups - A Design-Oriented Approach to Address Youth Unemployment,2019,36,1,http://www.jmis-web.org/articles/1421,https://dblp.org/rec/journals/jmis/KlierKTA19,,,,,,,
001433,article,"Li and Wang, Jing",Journal of Management Information Systems,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding,2019,36,2,http://www.jmis-web.org/articles/1435,https://dblp.org/rec/journals/jmis/LiW19,,,,,,,
001434,article,"Liu, Yang and Jiang, Zhenhui Jack and Chan, Hock Chuan",Journal of Management Information Systems,Touching Products Virtually - Facilitating Consumer Mental Imagery with Gesture Control and Visual Presentation,2019,36,3,http://www.jmis-web.org/articles/1445,https://dblp.org/rec/journals/jmis/LiuJC19,,,,,,,
001435,article,"Lowry, Paul Benjamin and Zhang, Jun and Moody, Gregory D. and Chatterjee, Sutirtha and Wang, Chuang and Wu, Tailai",Journal of Management Information Systems,An Integrative Theory Addressing Cyberharassment in the Light of Technology-Based Opportunism,2019,36,4,http://www.jmis-web.org/articles/1456,https://dblp.org/rec/journals/jmis/LowryZMCWW19,,,,,,,
001436,article,"Minas, Randall K. and Dennis, Alan R.",Journal of Management Information Systems,Visual Background Music - Creativity Support Systems with Priming,2019,36,1,http://www.jmis-web.org/articles/1422,https://dblp.org/rec/journals/jmis/MinasD19,,,,,,,
001437,article,"Steffen, Jacob Heaton and Gaskin, James E. and Meservy, Thomas O. and Jenkins, Jeffrey L. and Wolman, Iopa",Journal of Management Information Systems,Framework of Affordances for Virtual Reality and Augmented Reality,2019,36,3,http://www.jmis-web.org/articles/1441,https://dblp.org/rec/journals/jmis/SteffenGMJW19,,,,,,,
001438,article,"Velichety, Srikar and Ram, Sudha and Bockstedt, Jesse C.",Journal of Management Information Systems,Quality Assessment of Peer-Produced Content in Knowledge Repositories using Development and Coordination Activities,2019,36,2,http://www.jmis-web.org/articles/1433,https://dblp.org/rec/journals/jmis/VelichetyRB19,,,,,,,
001439,article,"Wang, Kai and Nickerson, Jeffrey V.",Journal of Management Information Systems,A Wikipedia-based Method to Support Creative Idea Generation - The Role of Stimulus Relatedness,2019,36,4,http://www.jmis-web.org/articles/1461,https://dblp.org/rec/journals/jmis/WangN19,,,,,,,
001440,article,"Chan, Tommy K. H. and Cheung, Christy M. K. and Wong, Randy Y. M.",Journal of Management Information Systems,Cyberbullying on Social Networking Sites - The Crime Opportunity and Affordance Perspectives,2019,36,2,http://www.jmis-web.org/articles/1436,https://dblp.org/rec/journals/jmis/ChanCW19,,,,,,,
001441,article,"Dunn, Brian Kimball and Ramasubbu, Narayan and Galletta, Dennis F. and Lowry, Paul Benjamin",Journal of Management Information Systems,"Digital Borders, Location Recognition, and Experience Attribution within a Digital Geography",2019,36,2,http://www.jmis-web.org/articles/1431,https://dblp.org/rec/journals/jmis/DunnRGL19,,,,,,,
001442,article,"Ferreira, Pedro and Telang, Rahul and de Matos, Miguel Godinho",Journal of Management Information Systems,Effect of Friends' Churn on Consumer Behavior in Mobile Networks,2019,36,2,http://www.jmis-web.org/articles/1429,https://dblp.org/rec/journals/jmis/FerreiraTM19,,,,,,,
001443,article,"Hu, Yuheng and Xu, Anbang and Hong, Yili and Gal, David and Sinha, Vibha and Akkiraju, Rama",Journal of Management Information Systems,"Generating Business Intelligence Through Social Media Analytics - Measuring Brand Personality with Consumer-, Employee-, and Firm-Generated Content",2019,36,3,http://www.jmis-web.org/articles/1447,https://dblp.org/rec/journals/jmis/HuXHGSA19,,,,,,,
001444,article,"Kim, Antino and Moravec, Patricia L. and Dennis, Alan R.",Journal of Management Information Systems,Combating Fake News on Social Media with Source Ratings - The Effects of User and Expert Reputation Ratings,2019,36,3,http://www.jmis-web.org/articles/1448,https://dblp.org/rec/journals/jmis/KimMD19,,,,,,,
001445,article,"Kuang, Lini and Huang, Ni and Hong, Yili and Yan, Zhijun",Journal of Management Information Systems,Spillover Effects of Financial Incentives on Non-Incentivized User Engagement - Evidence from an Online Knowledge Exchange Platform,2019,36,1,http://www.jmis-web.org/articles/1424,https://dblp.org/rec/journals/jmis/KuangHHY19,,,,,,,
001446,article,"Kumar, Naveen and Venugopal, Deepak and Qiu, Liangfei and Kumar, Subodha",Journal of Management Information Systems,Detecting Anomalous Online Reviewers - An Unsupervised Approach Using Mixture Models,2019,36,4,http://www.jmis-web.org/articles/1455,https://dblp.org/rec/journals/jmis/KumarVQK19,,,,,,,
001447,article,"Nan, Guofang and Yao, Lina and Ho, Yi-Chun and Li, Zhiyong and Li, Minqiang",Journal of Management Information Systems,An Economic Analysis of Platform Protection in the Presence of Content Substitutability,2019,36,3,http://www.jmis-web.org/articles/1450,https://dblp.org/rec/journals/jmis/NanYHLL19,,,,,,,
001448,article,"Phang, Chee Wei and Luo, Xueming and Fang, Zheng",Journal of Management Information Systems,Mobile Time-Based Targeting - Matching Product-Value Appeal to Time of Day,2019,36,2,http://www.jmis-web.org/articles/1434,https://dblp.org/rec/journals/jmis/PhangLF19,,,,,,,
001449,article,"Pirkkalainen, Henri and Salo, Markus and Tarafdar, Monideepa and Makkonen, Markus",Journal of Management Information Systems,Deliberate or Instinctive? Proactive and Reactive Coping for Technostress,2019,36,4,http://www.jmis-web.org/articles/1458,https://dblp.org/rec/journals/jmis/PirkkalainenSTM19,,,,,,,
001450,article,"Saifee, Danish H. and Bardhan, Indranil R. and Lahiri, Atanu and Zheng, Zhiqiang",Journal of Management Information Systems,"Adherence to Clinical Guidelines, Electronic Health Record Use, and Online Reviews",2019,36,4,http://www.jmis-web.org/articles/1459,https://dblp.org/rec/journals/jmis/SaifeeBLZ19,,,,,,,
001451,article,"Saremi, Hamed Qahri and Montazemi, Ali Reza",Journal of Management Information Systems,Factors Affecting the Adoption of an Electronic Word of Mouth Message - A Meta-Analysis,2019,36,3,http://www.jmis-web.org/articles/1449,https://dblp.org/rec/journals/jmis/SaremiM19,,,,,,,
001452,article,"de Vreede, Gert-Jan and Briggs, Robert O.",Journal of Management Information Systems,"A Program of Collaboration Engineering Research and Practice - Contributions, Insights, and Future Directions",2019,36,1,http://www.jmis-web.org/articles/1419,https://dblp.org/rec/journals/jmis/VreedeB19,,,,,,,
001453,article,"Yang, Shuai and Xiong, Guiyang",Journal of Management Information Systems,Try It On! Contingency Effects of Virtual Fitting Rooms,2019,36,3,http://www.jmis-web.org/articles/1444,https://dblp.org/rec/journals/jmis/YangX19,,,,,,,
001454,article,"Yin, Haohua Sun and Langenheldt, Klaus Christian and Harlev, Mikkel Alexander and Mukkamala, Raghava Rao and Vatrapu, Ravikiran",Journal of Management Information Systems,Regulating Cryptocurrencies - A Supervised Machine Learning Approach to De-Anonymizing the Bitcoin Blockchain,2019,36,1,http://www.jmis-web.org/articles/1418,https://dblp.org/rec/journals/jmis/YinLHMV19,,,,,,,
001455,article,"Yoo, Eunae and Gu, Bin and Rabinovich, Elliot",Journal of Management Information Systems,Diffusion on Social Media Platforms - A Point Process Model for Interaction among Similar Content,2019,36,4,http://www.jmis-web.org/articles/1462,https://dblp.org/rec/journals/jmis/YooGR19,,,,,,,
001456,article,"Yuan, Lingyao and Dennis, Alan R.",Journal of Management Information Systems,Acting Like Humans? Anthropomorphism and Consumer's Willingness to Pay in Electronic Commerce,2019,36,2,http://www.jmis-web.org/articles/1432,https://dblp.org/rec/journals/jmis/YuanD19,,,,,,,
001457,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2019,36,1,http://www.jmis-web.org/articles/1425,https://dblp.org/rec/journals/jmis/Zwass19,,,,,,,
001458,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2019,36,2,http://www.jmis-web.org/articles/1428,https://dblp.org/rec/journals/jmis/Zwass19a,,,,,,,
001459,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2019,36,3,http://www.jmis-web.org/articles/1439,https://dblp.org/rec/journals/jmis/Zwass19b,,,,,,,
001460,article,"Zwass, Vladimir",Journal of Management Information Systems,Editorial Introduction,2019,36,4,http://www.jmis-web.org/articles/1451,https://dblp.org/rec/journals/jmis/Zwass19c,,,,,,,
001461,article,"Kauffman, Robert J. and Weber, Thomas A.",Journal of Management Information Systems,Special Section: The Economics of Sharing and Information Security,2020,37,3,,https://dblp.org/rec/journals/jmis/KauffmanW20,10.1080/07421222.2020.1790176,,,,,,
001462,article,"Twyman, Nathan W. and Pentland, Steven J. and Spitzley, Lee",Journal of Management Information Systems,Design Principles for Signal Detection in Modern Job Application Systems: Identifying Fabricated Qualifications,2020,37,3,,https://dblp.org/rec/journals/jmis/TwymanPS20,10.1080/07421222.2020.1790201,,,,,,
001463,article,"Dennis, Alan R. and Yuan, Lingyao and Feng, Xuan and Webb, Eric M. and Hsieh, Christine J.",Journal of Management Information Systems,Digital Nudging: Numeric and Semantic Priming in E-Commerce,2020,37,1,,https://dblp.org/rec/journals/jmis/DennisYFWH20,10.1080/07421222.2019.1705505,,,,,,
001464,article,"Twyman, Nathan W. and Proudfoot, Jeffrey Gainer and Cameron, Ann-Frances and Case, J. Eric and Burgoon, Judee K. and Twitchell, Douglas P.",Journal of Management Information Systems,Too Busy to Be Manipulated: How Multitasking with Technology Improves Deception Detection in Collaborative Teamwork,2020,37,2,,https://dblp.org/rec/journals/jmis/TwymanPCCBT20,10.1080/07421222.2020.1759938,,,,,,
001465,article,"Cui, Tingru and Tong, Yu and Teo, Hock-Hai and Li, Jizhen",Journal of Management Information Systems,Managing Knowledge Distance: IT-Enabled Inter-Firm Knowledge Capabilities in Collaborative Innovation,2020,37,1,,https://dblp.org/rec/journals/jmis/CuiTTL20,10.1080/07421222.2019.1705504,,,,,,
001466,article,"Schütz, Sebastian Walter and Lowry, Paul Benjamin and Pienta, Daniel A. and Thatcher, Jason Bennett",Journal of Management Information Systems,The Effectiveness of Abstract Versus Concrete Fear Appeals in Information Security,2020,37,3,,https://dblp.org/rec/journals/jmis/SchutzLPT20,10.1080/07421222.2020.1790187,,,,,,
001467,article,"Briggs, Robert O. and Nunamaker Jr., Jay F.",Journal of Management Information Systems,Special Section: The Growing Complexity of Enterprise Software,2020,37,2,,https://dblp.org/rec/journals/jmis/BriggsN20,10.1080/07421222.2020.1759339,,,,,,
001468,article,"Durward, David and Blohm, Ivo and Leimeister, Jan Marco",Journal of Management Information Systems,The Nature of Crowd Work and its Effects on Individuals' Work Perception,2020,37,1,,https://dblp.org/rec/journals/jmis/DurwardBL20,10.1080/07421222.2019.1705506,,,,,,
001469,article,"Ebrahimi, Mohammadreza and Nunamaker Jr., Jay F. and Chen, Hsinchun",Journal of Management Information Systems,Semi-Supervised Cyber Threat Identification in Dark Net Markets: A Transductive and Deep Learning Approach,2020,37,3,,https://dblp.org/rec/journals/jmis/EbrahimiNC20,10.1080/07421222.2020.1790186,,,,,,
001470,article,"Hong, Soo Jeong and Bauer, Johannes M. and Lee, Kwangjin and Granados, Nelson F.",Journal of Management Information Systems,Drivers of Supplier Participation in Ride-Hailing Platforms,2020,37,3,,https://dblp.org/rec/journals/jmis/HongBLG20,10.1080/07421222.2020.1790177,,,,,,
001471,article,"Kuem, Jungwon and Khansa, Lara and Kim, Sung S.",Journal of Management Information Systems,Prominence and Engagement: Different Mechanisms Regulating Continuance and Contribution in Online Communities,2020,37,1,,https://dblp.org/rec/journals/jmis/KuemKK20,10.1080/07421222.2019.1705510,,,,,,
001472,article,"Liu, Che-Wei and Huang, Peng and Lucas, Henry C.",Journal of Management Information Systems,Centralized IT Decision Making and Cybersecurity Breaches: Evidence from U.S. Higher Education Institutions,2020,37,3,,https://dblp.org/rec/journals/jmis/LiuHL20,10.1080/07421222.2020.1790190,,,,,,
001473,article,"Saremi, Hamed Qahri and Turel, Ofir",Journal of Management Information Systems,Ambivalence and Coping Responses in Post-Adoptive Information Systems Use,2020,37,3,,https://dblp.org/rec/journals/jmis/SaremiT20,10.1080/07421222.2020.1790193,,,,,,
001474,article,"Schuetzler, Ryan M. and Grimes, G. Mark and Giboney, Justin Scott",Journal of Management Information Systems,The impact of chatbot conversational skill on engagement and perceived humanness,2020,37,3,,https://dblp.org/rec/journals/jmis/SchuetzlerGG20,10.1080/07421222.2020.1790204,,,,,,
001475,article,"Wang, Zhao and Jiang, Cuiqing and Zhao, Huimin and Ding, Yong",Journal of Management Information Systems,Mining Semantic Soft Factors for Credit Risk Evaluation in Peer-to-Peer Lending,2020,37,1,,https://dblp.org/rec/journals/jmis/WangJZD20,10.1080/07421222.2019.1705513,,,,,,
001476,article,"Wulf, Jochen and Blohm, Ivo",Journal of Management Information Systems,Fostering Value Creation with Digital Platforms: A Unified Theory of the Application Programming Interface Design,2020,37,1,,https://dblp.org/rec/journals/jmis/WulfB20,10.1080/07421222.2019.1705514,,,,,,
001477,article,"Xie, Peng and Chen, Hailiang and Hu, Yu",Journal of Management Information Systems,Signal or Noise in Social Media Discussions: The Role of Network Cohesion in Predicting the Bitcoin Market,2020,37,4,,https://dblp.org/rec/journals/jmis/XieCH20,10.1080/07421222.2020.1831762,,,,,,
001478,article,"Xu, Jingjun and Benbasat, Izak and Cenfetelli, Ronald T.",Journal of Management Information Systems,The Relative Effect of the Convergence of Product Recommendations from Various Online Sources,2020,37,3,,https://dblp.org/rec/journals/jmis/XuBC20,10.1080/07421222.2020.1790192,,,,,,
001479,article,"Zhao, Xia and Tian, Jing and Xue, Ling",Journal of Management Information Systems,Herding and Software Adoption: A Re-Examination Based on Post-Adoption Software Discontinuance,2020,37,2,,https://dblp.org/rec/journals/jmis/ZhaoTX20,10.1080/07421222.2020.1759941,,,,,,
001480,article,"Zhu, Hongyi and Samtani, Sagar and Chen, Hsinchun and Nunamaker Jr., Jay F.",Journal of Management Information Systems,Human Identification for Activities of Daily Living: A Deep Transfer Learning Approach,2020,37,2,,https://dblp.org/rec/journals/jmis/ZhuSCN20,10.1080/07421222.2020.1759961,,,,,,
001481,article,"McKnight, D. Harrison and Liu, Peng and Pentland, Brian T.",Journal of Management Information Systems,Trust Change in Information Technology Products,2020,37,4,,https://dblp.org/rec/journals/jmis/McKnightLP20,10.1080/07421222.2020.1831772,,,,,,
001482,article,"Bhattacharyya, Samadrita and Banerjee, Shankhadeep and Bose, Indranil and Kankanhalli, Atreyi",Journal of Management Information Systems,Temporal Effects of Repeated Recognition and Lack of Recognition on Online Community Contributions,2020,37,2,,https://dblp.org/rec/journals/jmis/BhattacharyyaBB20,10.1080/07421222.2020.1759341,,,,,,
001483,article,"Chen, Liang and Xu, Pei and Liu, De",Journal of Management Information Systems,Effect of Crowd Voting on Participation in Crowdsourcing Contests,2020,37,2,,https://dblp.org/rec/journals/jmis/ChenXL20,10.1080/07421222.2020.1759342,,,,,,
001484,article,"Cheng, Hsing Kenneth and Fan, Weiguo and Guo, Peipei and Huang, Hailiang and Qiu, Liangfei",Journal of Management Information Systems,"Can ""Gold Medal"" Online Sellers Earn Gold? The Impact of Reputation Badges on Sales",2020,37,4,,https://dblp.org/rec/journals/jmis/ChengFGHQ20,10.1080/07421222.2020.1831776,,,,,,
001485,article,"Cheng, Xusen and Fu, Shixuan and de Vreede, Triparna and de Vreede, Gert-Jan and Seeber, Isabella and Maier, Ronald and Weber, Barbara",Journal of Management Information Systems,Idea Convergence Quality in Open Innovation Crowdsourcing: A Cognitive Load Perspective,2020,37,2,,https://dblp.org/rec/journals/jmis/ChengFVVSMW20,10.1080/07421222.2020.1759344,,,,,,
001486,article,"Cho, SooHyun and Qiu, Liangfei and Bandyopadhyay, Subhajyoti",Journal of Management Information Systems,Vertical Integration and Zero-Rating Interplay: An Economic Analysis of Ad-Supported and Ad-Free Digital Content,2020,37,4,,https://dblp.org/rec/journals/jmis/ChoQB20,10.1080/07421222.2020.1831769,,,,,,
001487,article,"Ghobadi, Shahla and Mathiassen, Lars",Journal of Management Information Systems,A Generational Perspective on the Software Workforce: Precocious Users of Social Networking in Software Development,2020,37,1,,https://dblp.org/rec/journals/jmis/GhobadiM20,10.1080/07421222.2019.1705508,,,,,,
