cluster,ID,title,author,language,abstract,pages,number,volume,year,journal,doi,ENTRYTYPE,fulltext,cited_by,url,__orig_index
79,001127,Knowledge Entrepreneurship: Institutionalising Wiki-based Knowledge-management Processes in Competitive and Hierarchical Organisations,"Argyris, Young ‘Anna’ and Ransbotham, Sam",eng,"Social media in general and wikis in particular offer unique opportunities for knowledge management. Despite widely publicised successes in public settings, wikis in businesses evince mixed results; enterprises struggle to apply wikis to institutionalise knowledge-management practices. We investigate the inherent tensions underlying knowledge-sharing in competitive and hierarchical organisations. Our application of the multi-level organisational learning framework demonstrates that, although wikis facilitate some important learning stages, other critical challenges remain. A unique blend of project leadership can facilitate the institutionalisation of wiki-based knowledge-management processes. To observe the leadership archetype, we use a longitudinal case study of wiki use within a division of NBC Universal. On the basis of our observations, we propose a new archetype of project leadership called Knowledge Entrepreneurship that integrates managerial skills, technology affordances, and critical factors in knowledge-management processes.",226--239,2,31,2016,Journal of Information Technology,10.1057/JIT.2016.11,article,,,,1126
80,000754,IS decision-making: a study in information-intensive firms,"Proudlock, Mark J and Phelps, Bob and Gamble, Paul R",,,55--66,1,13,1998,Journal of Information Technology,10.1080/026839698344954,article,,,,753
80,002325,Is Decision-Making: A Study in Information-Intensive Firms,"Proudlock, Mark J. and Phelps, Bob and Gamble, Paul R.",eng,"This paper looks at IS decisions within small professional organizations. The study investigates three aspects of IS decision processes drawn from the literature. These focus upon organizational approaches to planning, risk management and product selection, and the factors that impact upon each process. The results of an exploratory survey undertaken in nine firms are presented and compared with the findings of existing research. One expectation is supported; two prove unsupported.",55--66,1,13,1998,Journal of Information Technology,10.1177/026839629801300104,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629801300104,,,2324
81,000438,Explaining Intranet use with the Technology Acceptance Model,"Horton, Robin P. and Buck, Tamsin and Waterson, Patrick E. and Clegg, Chris W.",eng,This paper considers the application of the technology acceptance model (TAM) in explaining intranet usage in two organizations. The TAM was originally developed for explaining technology acceptance and has since been successfully applied to a number of technologies. Its suitability for modelling intranet use is considered here. The model is tested in two UK companies from the banking and engineering sectors. Study 1 finds that the TAM may be valuable as a tool for helping with analysing and understanding intranet usage. The second study indicates that its applicability may be variable between intranets and demonstrates that self-report and actual measures of usage are not interchangeable when applying such a model. The findings have implications for previous and current research employing the TAM and for intranet research in general.,237--249,4,16,2001,Journal of Information Technology,10.1080/02683960110102407,article,http://journals.sagepub.com/doi/pdf/10.1080/02683960110102407,136,,437
81,001500,Explaining Intranet use with the Technology Acceptance Model,"Horton, Robin P. and Buck, Tamsin and Waterson, Patrick E. and Clegg, Chris W.",eng,This paper considers the application of the technology acceptance model (TAM) in explaining intranet usage in two organizations. The TAM was originally developed for explaining technology acceptance and has since been successfully applied to a number of technologies. Its suitability for modelling intranet use is considered here. The model is tested in two UK companies from the banking and engineering sectors. Study 1 finds that the TAM may be valuable as a tool for helping with analysing and understanding intranet usage. The second study indicates that its applicability may be variable between intranets and demonstrates that self-report and actual measures of usage are not interchangeable when applying such a model. The findings have implications for previous and current research employing the TAM and for intranet research in general.,237--249,4,16,2001,Journal of Information Technology,10.1080/02683960110102407,article,https://journals.sagepub.com/doi/pdf/10.1080/02683960110102407,,,1499
82,000664,Coordination of joint tasks in organizational processes,"Mentzas, Gregory N",eng,,139--150,3,8,1993,Journal of Information Technology,10.1057/JIT.1993.20,article,,16,,663
82,001726,Coordination of joint tasks in organizational processes,"Mentzas, Gregory N",eng,,139--150,3,8,1993,Journal of Information Technology,10.1057/JIT.1993.20,article,,,https://link.springer.com/article/10.1057/jit.1993.20,1725
82,001987,Coordination of Joint Tasks in Organizational Processes,"Mentzas, Gregory N.",eng,"Organizational productivity can be maximized by creating, using and maintaining structural and dynamic configurations of multi-participant interaction. The paper highlights a number of areas for consideration that arise when studying coordination within an organizational setting. The focus of the analysis is on two types of tasks: decision-making tasks and routine office processes. The paper argues that a number of (conflicting) options exist when developing the coordination aspects of group systems; they are classified across the following axes: specification and implementation of coordination; use of synchronous and asynchronous working phases; information exchange and information sharing; support of sequential and concurrent processing; support of negotiation and conflict resolution; support of analytical modelling; and description of the organizational environment.",139--150,3,8,1993,Journal of Information Technology,10.1177/026839629300800303,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629300800303,,,1986
83,000221,The Diffusion of WOZ: Expanding the Topology of IS Innovations,"Costello, Gabriel J and Donnellan, Brian",eng,"The growth and diffusion of self-service technology (SST) over the last decade has resulted in an increasing number of business and government transactions being completed without human assistance. One innovation in this area, the speech-enabled business system, is characterised by complex implementations that bring together language-processing technologies, applications development, and end-user psychology. A resulting secondary innovation, the Wizard-of-OZ (WOZ) experiment is a valuable technique for simulating and building human–machine prototypes to ensure successful deployment of the completed service. The objective of the paper is to examine these innovations in relation to the changing business landscape; the technology and innovation literature, and the population of likely adopters. The review is carried out by placing the authors’ former experience as practitioners within current theoretical research frameworks. The result is a number of suggestions relating to both IT technology research and IT innovation research. Firstly, it proposes the simplification and diffusion of the WOZ methodology to support the growth in demand for automated e-business transactions that is mindful of human and ethical challenges. Secondly, the paper argues that because SST and business extends the traditional boundaries of the customer service function, it now needs to be incorporated into Swanson's tri-core innovation typology. The paper concludes by presenting the suggested reorientation of information systems research that incorporates an outward facing perceptive as a conceptual model.",79--86,1,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000085,article,,6,,220
83,001283,The Diffusion of WOZ: Expanding the Topology of IS Innovations,"Costello, Gabriel J and Donnellan, Brian",eng,"The growth and diffusion of self-service technology (SST) over the last decade has resulted in an increasing number of business and government transactions being completed without human assistance. One innovation in this area, the speech-enabled business system, is characterised by complex implementations that bring together language-processing technologies, applications development, and end-user psychology. A resulting secondary innovation, the Wizard-of-OZ (WOZ) experiment is a valuable technique for simulating and building human–machine prototypes to ensure successful deployment of the completed service. The objective of the paper is to examine these innovations in relation to the changing business landscape; the technology and innovation literature, and the population of likely adopters. The review is carried out by placing the authors’ former experience as practitioners within current theoretical research frameworks. The result is a number of suggestions relating to both IT technology research and IT innovation research. Firstly, it proposes the simplification and diffusion of the WOZ methodology to support the growth in demand for automated e-business transactions that is mindful of human and ethical challenges. Secondly, the paper argues that because SST and business extends the traditional boundaries of the customer service function, it now needs to be incorporated into Swanson's tri-core innovation typology. The paper concludes by presenting the suggested reorientation of information systems research that incorporates an outward facing perceptive as a conceptual model.",79--86,1,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000085,article,,,,1282
84,000244,An Exploratory Comparison of Electronic Commerce Adoption in Large and Small Enterprises,"Daniel, Elizabeth M. and Grimshaw, David J.",eng,"This study compares the reasons why small and large companies are adopting electronic commerce (e-commerce) and compares the benefits realized from the adoption of e-commerce by these two groups of companies. Two surveys that were undertaken contemporaneously on the use of e-commerce by small and large companies in the UK were used as the empirical basis for this study. The study found that the use of e-commerce for responding to competitors, providing enhanced customer services and improving relations with suppliers was driving the uptake by smaller businesses to a greater extent than by their larger counterparts. Only in the area of improved operational efficiency did larger businesses express greater interest in adopting e-commerce. The study also found that smaller businesses believed that they had achieved greater benefits from their e-commerce services than had the larger firms in all areas explored.",133--147,3,17,2002,Journal of Information Technology,10.1080/0268396022000018409,article,http://journals.sagepub.com/doi/pdf/10.1080/0268396022000018409,102,,243
84,001306,An Exploratory Comparison of Electronic Commerce Adoption in Large and Small Enterprises,"Daniel, Elizabeth M. and Grimshaw, David J.",eng,"This study compares the reasons why small and large companies are adopting electronic commerce (e-commerce) and compares the benefits realized from the adoption of e-commerce by these two groups of companies. Two surveys that were undertaken contemporaneously on the use of e-commerce by small and large companies in the UK were used as the empirical basis for this study. The study found that the use of e-commerce for responding to competitors, providing enhanced customer services and improving relations with suppliers was driving the uptake by smaller businesses to a greater extent than by their larger counterparts. Only in the area of improved operational efficiency did larger businesses express greater interest in adopting e-commerce. The study also found that smaller businesses believed that they had achieved greater benefits from their e-commerce services than had the larger firms in all areas explored.",133--147,3,17,2002,Journal of Information Technology,10.1080/0268396022000018409,article,https://journals.sagepub.com/doi/pdf/10.1080/0268396022000018409,,,1305
85,000314,Managing Expectations and Benefits: A Model for Electronic Trading and EDI in the Insurance Industry,"Fearon, Colm and Philip, George",eng,"This paper investigates the role of insurer and broker expectations in achieving long-term benefit success from electronic trading in the insurance industry. The paper highlights the importance of intra- and inter-organisational expectations with the implementation of electronic data intercharge, as a major electronic trading initiative within the insurance industry. A benefits management model is conceptualised to explore the effects of competitive stimuli and depict the technology management response of insurers and brokers within the case study. The model highlights the importance of managing benefits and expectations in developing long-term partnerships for the successful implementation of electronic trading. The technology management response among key stakeholders and the roles of communication, coordination and support during the implementation phase are also discussed. Finally, a number of lessons are recommended, which should be of use to practitioners and concluding remarks indicate areas for future research.",177--186,3,20,2005,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000036,article,,11,,313
85,001376,Managing Expectations and Benefits: A Model for Electronic Trading and EDI in the Insurance Industry,"Fearon, Colm and Philip, George",eng,"This paper investigates the role of insurer and broker expectations in achieving long-term benefit success from electronic trading in the insurance industry. The paper highlights the importance of intra- and inter-organisational expectations with the implementation of electronic data intercharge, as a major electronic trading initiative within the insurance industry. A benefits management model is conceptualised to explore the effects of competitive stimuli and depict the technology management response of insurers and brokers within the case study. The model highlights the importance of managing benefits and expectations in developing long-term partnerships for the successful implementation of electronic trading. The technology management response among key stakeholders and the roles of communication, coordination and support during the implementation phase are also discussed. Finally, a number of lessons are recommended, which should be of use to practitioners and concluding remarks indicate areas for future research.",177--186,3,20,2005,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000036,article,,,,1375
86,000576,People and technology: how to make your IT investment work for you,"Leeming, Anne",eng,,236--237,4,5,1990,Journal of Information Technology,10.1057/JIT.1990.48,article,,0,,575
86,001638,People and technology: how to make your IT investment work for you,"Leeming, Anne",eng,,236--237,4,5,1990,Journal of Information Technology,10.1057/JIT.1990.48,article,,,https://link.springer.com/article/10.1057/jit.1990.48,1637
86,002194,People and Technology: How to Make Your IT Investment Work for You,"Leeming, Anne",eng,,236--237,4,5,1990,Journal of Information Technology,10.1177/026839629000500409,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500409,,,2193
87,000577,Policy for the Journal of Information Technology,"Leeming, Anne",eng,,3--4,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.2,article,,1,,576
87,001639,Policy for the Journal of Information Technology,"Leeming, Anne",eng,,3--4,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.2,article,,,https://link.springer.com/article/10.1057/jit.1990.2,1638
87,002442,Policy for the Journal of Information Technology,"Leeming, Anne",eng,,3--4,1,5,1990,Journal of Information Technology,10.1177/026839629000500102,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500102,,,2441
88,000578,Creating a business-oriented IT department,"Leeming, Anne",eng,,175--177,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.36,article,,1,,577
88,001640,Creating a business-oriented IT department,"Leeming, Anne",eng,,175--177,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.36,article,,,https://link.springer.com/article/10.1057/jit.1990.36,1639
88,002224,Creating a Business-Oriented IT Department,"Leeming, Anne",eng,,175--177,3,5,1990,Journal of Information Technology,10.1177/026839629000500308,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500308,,,2223
89,000588,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,1--2,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.1,article,,0,,587
89,001650,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,1--2,1,5,1990,Journal of Information Technology,10.1057/JIT.1990.1,article,,,https://link.springer.com/article/10.1057/jit.1990.1,1649
89,001923,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,1--2,1,5,1990,Journal of Information Technology,10.1177/026839629000500101,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500101,,,1922
90,000589,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,181--184,4,5,1990,Journal of Information Technology,10.1057/JIT.1990.41,article,,0,,588
90,001651,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,181--184,4,5,1990,Journal of Information Technology,10.1057/JIT.1990.41,article,,,https://link.springer.com/article/10.1057/jit.1990.41,1650
91,000590,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,121--122,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.29,article,,0,,589
91,001652,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,121--122,3,5,1990,Journal of Information Technology,10.1057/JIT.1990.29,article,,,https://link.springer.com/article/10.1057/jit.1990.29,1651
91,002496,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,121--122,3,5,1990,Journal of Information Technology,10.1177/026839629000500301,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500301,,,2495
92,000591,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,61--62,2,5,1990,Journal of Information Technology,10.1057/JIT.1990.14,article,,0,,590
92,001653,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,61--62,2,5,1990,Journal of Information Technology,10.1057/JIT.1990.14,article,,,https://link.springer.com/article/10.1057/jit.1990.14,1652
92,002156,Editorial,"Leeming, Anne and Willcocks, Leslie",eng,,61--62,2,5,1990,Journal of Information Technology,10.1177/026839629000500201,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500201,,,2155
93,000311,Evaluating investments in IT,"Farbey, Barbara and Land, Frank and Targett, David",eng,,109--122,2,7,1992,Journal of Information Technology,10.1057/JIT.1992.16,article,,71,,310
93,001373,Evaluating investments in IT,"Farbey, Barbara and Land, Frank and Targett, David",eng,,109--122,2,7,1992,Journal of Information Technology,10.1057/JIT.1992.16,article,,,https://link.springer.com/article/10.1057/jit.1992.16,1372
93,001947,Evaluating Investments in IT,"Farbey, Barbara and Land, Frank and Targett, David",eng,Evaluating the costs and benefits of IT projects is currently a major issue for senior general managers. This paper focuses on a particular aspect of the problem: how organizations appraise IT investments in taking the decision whether to go ahead with them or not. The paper looks first at the different roles of evaluation; second at what is done in practice and third at what might be done given the wide range of techniques that are available and the widely different circumstances in which appraisal is undertaken. A speculative heuristic is proposed for matching an evaluation method with a particular situation. The method is presented in the hope of stimulating further research into the matching problem.,109--122,2,7,1992,Journal of Information Technology,10.1177/026839629200700207,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629200700207,,,1946
94,000076,Is Theory King?: Questioning the Theory Fetish in Information Systems,"Avison, David and Malaurent, Julien",eng,"This paper suggests that there is too much emphasis on the requirement for theory use and theory building in qualitative research published in our leading journals. We discuss six concerns that we have that relate to this high status of theory in such papers. We argue for what we refer to as ‘theory light’ papers where theory plays no significant part in the paper and the contribution lies elsewhere, for example, new arguments, facts, patterns or relationships. Some examples of theory light papers (and research) are provided from other disciplines and one exemplar information systems paper is studied in depth. We see these papers as equally worthy as those which demonstrate the applicability and predictive qualities of theory use as well as the potential of theory building. We propose a list of 10 questions that authors and reviewers might ask themselves when writing or reviewing such theory light papers. The more demanding role of the reader is also discussed along with the requirement for editorial teams to adapt. We suggest that the requirement for a contribution to theory would be replaced with the requirement that any journal paper has a high potential for stimulating research that will impact on information systems theory and/or practice.",327--336,4,29,2014,Journal of Information Technology,10.1057/JIT.2014.8,article,,61,,75
94,001138,Is Theory King?: Questioning the Theory Fetish in Information Systems,"Avison, David and Malaurent, Julien",eng,"This paper suggests that there is too much emphasis on the requirement for theory use and theory building in qualitative research published in our leading journals. We discuss six concerns that we have that relate to this high status of theory in such papers. We argue for what we refer to as ‘theory light’ papers where theory plays no significant part in the paper and the contribution lies elsewhere, for example, new arguments, facts, patterns or relationships. Some examples of theory light papers (and research) are provided from other disciplines and one exemplar information systems paper is studied in depth. We see these papers as equally worthy as those which demonstrate the applicability and predictive qualities of theory use as well as the potential of theory building. We propose a list of 10 questions that authors and reviewers might ask themselves when writing or reviewing such theory light papers. The more demanding role of the reader is also discussed along with the requirement for editorial teams to adapt. We suggest that the requirement for a contribution to theory would be replaced with the requirement that any journal paper has a high potential for stimulating research that will impact on information systems theory and/or practice.",327--336,4,29,2014,Journal of Information Technology,10.1057/JIT.2014.8,article,,,,1137
95,000077,Is Theory King?: A Rejoinder,"Avison, David and Malaurent, Julien",eng,"In this rejoinder we discuss six commentaries to our earlier debates and perspectives paper ‘Is theory king?: questioning the theory fetish in information systems’. We argue again for theory light rather than theory free papers, we discuss the potential scope of theories in information systems, we reflect on our terminology and exemplar paper, and we discuss the relevance of our arguments on quantitative research before looking at potential further opportunities to debate this important issue for information systems.",358--361,4,29,2014,Journal of Information Technology,10.1057/JIT.2014.24,article,,5,,76
95,001139,Is Theory King?: A Rejoinder,"Avison, David and Malaurent, Julien",eng,"In this rejoinder we discuss six commentaries to our earlier debates and perspectives paper ‘Is theory king?: questioning the theory fetish in information systems’. We argue again for theory light rather than theory free papers, we discuss the potential scope of theories in information systems, we reflect on our terminology and exemplar paper, and we discuss the relevance of our arguments on quantitative research before looking at potential further opportunities to debate this important issue for information systems.",358--361,4,29,2014,Journal of Information Technology,10.1057/JIT.2014.24,article,,,,1138
96,000464,The Impact of Enterprise Systems on Organizational Resilience,"Ignatiadis, Ioannis and Nandhakumar, Joe",eng,"Enterprise systems are used to facilitate the seamless integration and exchange of data between the various departments within an organization. In order to achieve this, rigidly defined control mechanisms must be in place in the system, which safeguard the company's data and protect the company against unauthorized and unintended uses of the system. This is ideal for total control; however, is only achievable to a certain extent. The configuration of controls in the enterprise system may have unintended organizational implications, due to organizational necessities. The purpose of this paper is to present the findings from a company case study, where an enterprise system is being used. We suggest that the introduction of an enterprise system creates power differentials, which serve to increase control in the organization. This results in increased rigidity, and a possible decrease in organizational flexibility and resilience. On the other hand, enterprise systems can also cause drift, resulting from the unexpected consequences of these power differentials, as well as from the role of perceptions of people in solving a problem within the enterprise system. This reduction in control may serve in some circumstances as an enabler to organizational resilience.",36--43,1,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000087,article,,47,,463
96,001526,The Impact of Enterprise Systems on Organizational Resilience,"Ignatiadis, Ioannis and Nandhakumar, Joe",eng,"Enterprise systems are used to facilitate the seamless integration and exchange of data between the various departments within an organization. In order to achieve this, rigidly defined control mechanisms must be in place in the system, which safeguard the company's data and protect the company against unauthorized and unintended uses of the system. This is ideal for total control; however, is only achievable to a certain extent. The configuration of controls in the enterprise system may have unintended organizational implications, due to organizational necessities. The purpose of this paper is to present the findings from a company case study, where an enterprise system is being used. We suggest that the introduction of an enterprise system creates power differentials, which serve to increase control in the organization. This results in increased rigidity, and a possible decrease in organizational flexibility and resilience. On the other hand, enterprise systems can also cause drift, resulting from the unexpected consequences of these power differentials, as well as from the role of perceptions of people in solving a problem within the enterprise system. This reduction in control may serve in some circumstances as an enabler to organizational resilience.",36--43,1,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000087,article,,,,1525
97,000257,Sowing the Seeds of is Cultivation in Public Service Organisations,"De Marco, Marco and Sorrentino, Maddalena",eng,"This paper aims to highlight the relevance of a cultivation approach with the goal of exploring the concrete implications it may have for public administrations (PA) involved in projects of organisational change. We suggest that adopting an approach to change that reflects the cultivation perspective is an unavoidable choice for PA, much more so than it is for the corporate world. The claim is that public-sector organisations design and implement organisational solutions that find it hard to move away from the ‘maintenance’ logic of legacy systems. Compared with the rational perspective, which is geared entirely to establishing optimal relations between means and ends, the cultivation approach enables us to make valuable advances at the interpretive level. We argue that the value of the processual and incremental perspective can be useful in creating a more realistic and less illusory reconstruction of the relationship between technological change and organisational change. In this paper, we discuss how combining policy studies with ICT social studies can help empower the cultivation logic, originating new tools for analysing and evaluating e-government results.",184--194,2,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000070,article,,10,,256
97,001319,Sowing the Seeds of is Cultivation in Public Service Organisations,"De Marco, Marco and Sorrentino, Maddalena",eng,"This paper aims to highlight the relevance of a cultivation approach with the goal of exploring the concrete implications it may have for public administrations (PA) involved in projects of organisational change. We suggest that adopting an approach to change that reflects the cultivation perspective is an unavoidable choice for PA, much more so than it is for the corporate world. The claim is that public-sector organisations design and implement organisational solutions that find it hard to move away from the ‘maintenance’ logic of legacy systems. Compared with the rational perspective, which is geared entirely to establishing optimal relations between means and ends, the cultivation approach enables us to make valuable advances at the interpretive level. We argue that the value of the processual and incremental perspective can be useful in creating a more realistic and less illusory reconstruction of the relationship between technological change and organisational change. In this paper, we discuss how combining policy studies with ICT social studies can help empower the cultivation logic, originating new tools for analysing and evaluating e-government results.",184--194,2,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000070,article,,,,1318
98,000295,Local Sociotechnical System Development in the NHS National Programme for Information Technology,"Eason, Ken",eng,"The National Programme for Information Technology is implementing standard electronic healthcare systems across the National Health Service Trusts in England. This paper reports the responses of the Trusts and their healthcare teams to the applications in the programme as they are being implemented. It concludes that, on the basis of the data available, it is likely that the emergent behaviour of healthcare staff will serve to minimise the impact of the systems. The paper looks at the opportunities within the programme to undertake local sociotechnical system design to help staff exploit the opportunities of the new electronic systems. It concludes that there are opportunities and offers one case study example in a Mental Health Trust. However, it concludes that there are many aspects of the technical systems themselves and also of the approach to implementation, that limit the opportunities for local sociotechnical systems design work.",257--264,3,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000101,article,,62,,294
98,001357,Local Sociotechnical System Development in the NHS National Programme for Information Technology,"Eason, Ken",eng,"The National Programme for Information Technology is implementing standard electronic healthcare systems across the National Health Service Trusts in England. This paper reports the responses of the Trusts and their healthcare teams to the applications in the programme as they are being implemented. It concludes that, on the basis of the data available, it is likely that the emergent behaviour of healthcare staff will serve to minimise the impact of the systems. The paper looks at the opportunities within the programme to undertake local sociotechnical system design to help staff exploit the opportunities of the new electronic systems. It concludes that there are opportunities and offers one case study example in a Mental Health Trust. However, it concludes that there are many aspects of the technical systems themselves and also of the approach to implementation, that limit the opportunities for local sociotechnical systems design work.",257--264,3,22,2007,Journal of Information Technology,10.1057/PALGRAVE.JIT.2000101,article,,,,1356
99,000506,Information systems successes and failures: research findings from the compounding industry,"Kaye, G Roland",eng,,73--83,2,5,1990,Journal of Information Technology,10.1057/JIT.1990.16,article,,3,,505
99,001568,Information systems successes and failures: research findings from the compounding industry,"Kaye, G Roland",eng,,73--83,2,5,1990,Journal of Information Technology,10.1057/JIT.1990.16,article,,,https://link.springer.com/article/10.1057/jit.1990.16,1567
99,002389,Information Systems Successes and Failures: Research Findings from the Compounding Industry,"Kaye, G. Roland",eng,"This study examines the perceived success or failure of information systems in the compounding industry. The study is balanced between a research enquiry and the consulting process with the client being the trade association. Following initial case study investigations, a postal questionnaire survey was undertaken of member organizations and individuals within them. Hard and soft data were collected about organizational structure, information systems and their characteristics, and users’ perceptions. The findings emphasise the importance of user attitudes pre- and post-implementation, and their involvement during the systems analysis and design phases.",73--83,2,5,1990,Journal of Information Technology,10.1177/026839629000500203,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629000500203,,,2388
100,000386,Design Theory for Dynamic Complexity in Information Infrastructures: The Case of Building Internet,"Hanseth, Ole and Lyytinen, Kalle",eng,"We propose a design theory that tackles dynamic complexity in the design for Information Infrastructures (IIs) defined as a shared, open, heterogeneous and evolving socio-technical system of Information Technology (IT) capabilities. Examples of IIs include the Internet, or industry-wide Electronic Data Interchange (EDI) networks. IIs are recursively composed of other infrastructures, platforms, applications and IT capabilities and controlled by emergent, distributed and episodic forms of control. II's evolutionary dynamics are nonlinear, path dependent and influenced by network effects and unbounded user and designer learning. The proposed theory tackles tensions between two design problems related to the II design: (1) the bootstrap problem: IIs need to meet directly early users’ needs in order to be initiated; and (2) the adaptability problem: local designs need to recognize II's unbounded scale and functional uncertainty. We draw upon Complex Adaptive Systems theory to derive II design rules that address the bootstrap problem by generating early growth through simplicity and usefulness, and the adaptability problem by promoting modular and generative designs. We illustrate these principles by analyzing the history of Internet exegesis.",1--19,1,25,2010,Journal of Information Technology,10.1057/JIT.2009.19,article,,322,,385
100,001448,Design Theory for Dynamic Complexity in Information Infrastructures: The Case of Building Internet,"Hanseth, Ole and Lyytinen, Kalle",eng,"We propose a design theory that tackles dynamic complexity in the design for Information Infrastructures (IIs) defined as a shared, open, heterogeneous and evolving socio-technical system of Information Technology (IT) capabilities. Examples of IIs include the Internet, or industry-wide Electronic Data Interchange (EDI) networks. IIs are recursively composed of other infrastructures, platforms, applications and IT capabilities and controlled by emergent, distributed and episodic forms of control. II's evolutionary dynamics are nonlinear, path dependent and influenced by network effects and unbounded user and designer learning. The proposed theory tackles tensions between two design problems related to the II design: (1) the bootstrap problem: IIs need to meet directly early users’ needs in order to be initiated; and (2) the adaptability problem: local designs need to recognize II's unbounded scale and functional uncertainty. We draw upon Complex Adaptive Systems theory to derive II design rules that address the bootstrap problem by generating early growth through simplicity and usefulness, and the adaptability problem by promoting modular and generative designs. We illustrate these principles by analyzing the history of Internet exegesis.",1--19,1,25,2010,Journal of Information Technology,10.1057/JIT.2009.19,article,,,,1447
101,000201,Users' reactions to information technology: some multivariate models and their implications,"Clegg, Chris and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",,,15--32,1,12,1997,Journal of Information Technology,10.1080/026839697345189,article,,9,,200
101,001263,Users' reactions to information technology: some multivariate models and their implications,"Clegg, Chris and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",,,15--32,1,12,1997,Journal of Information Technology,10.1080/026839697345189,article,,,,1262
101,002275,Users’ Reactions to Information Technology: Some Multivariate Models and their Implications,"Clegg, Chris and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",eng,"We summarize empirical work examining the impact on users of information technology (IT) and identify some gaps in current knowledge. We outline some alternative multivariate models of users’ reactions to IT, describe an initial empirical test of this work and argue the need for the specification of multivariate models to guide further empirical, theoretical and practical developments. In particular we argue that models of this kind can be used as aids in managing the development, implementation and use of IT.",15--32,1,12,1997,Journal of Information Technology,10.1177/026839629701200102,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629701200102,,,2274
102,000278,Crossing the Next Frontier: The Role of ICT in Driving the Financialization of Credit,"Drummer, Daniel and Feuerriegel, Stefan and Neumann, Dirk",eng,"Financialization describes a phenomenon whereby financial markets assume an increasingly dominant role within the economy. This paper seeks to dissect the role of information and communications technology (ICT) in financialization by following a cross-disciplinary approach across finance, economics and information systems. Accordingly, we develop a general framework describing the relationship between ICT and financialization. This framework allows us to investigate the recent rise of online marketplaces for credit. Consequently, ICT is not only facilitating, but fundamentally driving a disintermediation of banks through advances in computing, communication and information technology. We also provide supporting evidence from interviews with almost 40 senior experts and C-level executives. Interestingly, only rather recent innovations have enabled the popularity of marketplace lending, such as cloud computing, big data, scalable IT infrastructures and comprehensive ecosystems of programming interfaces. In contrast, we observe a slow integration of advanced analytics in the field of risk management. Based on our analysis, the paper also discusses cross-country implications for marketplace lending, financialization and regulation.",218--233,3,32,2017,Journal of Information Technology,10.1057/S41265-017-0035-9,article,,20,,277
